feature,shap_importance,iteration,stance,model
fear,0.69535726,7,NONE,XGBoost
verb_ratio,0.5795457,7,NONE,XGBoost
surprise,0.51934636,7,NONE,XGBoost
std_word_length,0.5086437,7,NONE,XGBoost
joy,0.47931963,7,NONE,XGBoost
type_token_ratio,0.4721901,7,NONE,XGBoost
disgust,0.4574117,7,NONE,XGBoost
anger,0.45183232,7,NONE,XGBoost
word_count,0.36772147,7,NONE,XGBoost
function_word_ratio,0.3227126,7,NONE,XGBoost
readability_score,0.31929204,7,NONE,XGBoost
stopword_ratio,0.30650637,7,NONE,XGBoost
avg_word_length,0.23649122,7,NONE,XGBoost
hapax_legomena,0.23095669,7,NONE,XGBoost
noun_ratio,0.20084627,7,NONE,XGBoost
sentiment_polarity,0.18900508,7,NONE,XGBoost
sadness,0.1858544,7,NONE,XGBoost
punctuation_density,0.17826246,7,NONE,XGBoost
punctuation_usage,0.17608956,7,NONE,XGBoost
sentiment_subjectivity,0.16751239,7,NONE,XGBoost
adj_ratio,0.15938562,7,NONE,XGBoost
certainty_adjectives_count,0.14315654,7,NONE,XGBoost
sentence_length_variation,0.13114788,7,NONE,XGBoost
subordinate_clause_ratio,0.12495585,7,NONE,XGBoost
hedge_C_count,0.12458554,7,NONE,XGBoost
adv_ratio,0.12050889,7,NONE,XGBoost
pronoun_ratio,0.0447779,7,NONE,XGBoost
doubt_adverbs_count,0.044010974,7,NONE,XGBoost
hedges_score,0.025772305,7,NONE,XGBoost
hedge_E_count,0.022833599,7,NONE,XGBoost
sentence_count,0.021580648,7,NONE,XGBoost
E_ratio,0.015869362,7,NONE,XGBoost
doubt_adjectives_count,0.013920164,7,NONE,XGBoost
certainty_adverbs_count,0.0098751895,7,NONE,XGBoost
certainty_verbs_count,0.009121708,7,NONE,XGBoost
C_ratio,0.0070958114,7,NONE,XGBoost
avg_dependency_depth,0.0,7,NONE,XGBoost
doubt_verbs_count,0.0,7,NONE,XGBoost
hedge_D_count,0.0,7,NONE,XGBoost
hedge_I_count,0.0,7,NONE,XGBoost
hedge_N_count,0.0,7,NONE,XGBoost
D_ratio,0.0,7,NONE,XGBoost
I_ratio,0.0,7,NONE,XGBoost
N_ratio,0.0,7,NONE,XGBoost
