feature,mean_shap_importance,std_shap_importance,num_iterations,iterations_list,coefficient_of_variation,consistency_score,mean_directional,std_directional,positive_ratio,negative_ratio,consistent_direction,direction_strength
fear,0.715206,0.22404,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3133,0.715206,0.18178385660910662,1.044604315481497,0.4377521613832853,0.5622478386167147,Positive,0.17402173452164837
anger,0.525114,0.112502,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2142,0.525114,0.06625692263040346,0.6435010884779763,0.577521613832853,0.42247838616714695,Positive,0.10296318496909464
function_word_ratio,0.483092,0.305845,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6331,0.483092,0.08507768637937464,0.6509573260112849,0.5634005763688761,0.4365994236311239,Positive,0.130696255611289
verb_ratio,0.456627,0.185183,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.4055,0.456627,0.04783086839152161,0.5764922136973268,0.5161383285302593,0.48386167146974063,Positive,0.0829688006626678
disgust,0.453773,0.126124,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2779,0.453773,0.06151353805358213,0.5686178072760901,0.49510086455331415,0.5048991354466859,Positive,0.10818081351769263
surprise,0.44485,0.097207,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2185,0.44485,0.010867075965057347,0.5810045348978884,0.6121037463976945,0.38789625360230545,Positive,0.01870394312830588
noun_ratio,0.417543,0.17948,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.4298,0.417543,-0.030225572593576364,0.5671266085969793,0.5213256484149856,0.4786743515850144,Negative,0.05329598647362336
std_word_length,0.38082,0.119711,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3144,0.38082,0.02165338575664006,0.5043122341312986,0.5097982708933717,0.49020172910662824,Positive,0.04293646646223914
avg_word_length,0.352032,0.109592,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3113,0.352032,0.062106770305115286,0.4742324467040753,0.5685878962536023,0.4314121037463977,Positive,0.1309627154934914
stopword_ratio,0.343838,0.089886,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2614,0.343838,0.07910625582079826,0.4508814526612862,0.5409221902017292,0.4590778097982709,Positive,0.1754480110002325
joy,0.341407,0.101142,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2963,0.341407,-0.0028336879552752184,0.43412380844791015,0.5311239193083573,0.46887608069164266,Negative,0.006527372686912889
word_count,0.269271,0.09675,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3593,0.269271,0.007751531222231987,0.3616828696336524,0.5573487031700288,0.4426512968299712,Positive,0.02143184446574715
type_token_ratio,0.2672,0.111016,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.4155,0.2672,0.056264562180873195,0.3419945121408544,0.6184438040345821,0.38155619596541784,Positive,0.1645188988076832
readability_score,0.257604,0.064403,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.25,0.257604,0.030898034259310377,0.3359261054133681,0.5567723342939481,0.4432276657060519,Positive,0.09197866090669769
adj_ratio,0.254463,0.086817,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3412,0.254463,0.034357804955548445,0.33408994350068844,0.5097982708933717,0.49020172910662824,Positive,0.10283998245244344
sadness,0.245309,0.070456,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2872,0.245309,0.00782772713454755,0.30929957110127604,0.5046109510086455,0.49538904899135444,Positive,0.02530791379243564
punctuation_usage,0.237516,0.072699,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3061,0.237516,0.029015899395176657,0.3052639463092525,0.5060518731988473,0.49394812680115274,Positive,0.09505183561789927
punctuation_density,0.226505,0.062425,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2756,0.226505,0.026243816714615273,0.2836282810695743,0.5752161383285302,0.42478386167146975,Positive,0.09252891034123828
sentiment_subjectivity,0.209834,0.046271,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2205,0.209834,0.03975114365728703,0.2977295853939198,0.5639769452449568,0.4360230547550432,Positive,0.13351425008552853
subordinate_clause_ratio,0.180946,0.052796,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.2918,0.180946,0.018072939686643804,0.23867070736393795,0.5930835734870317,0.4069164265129683,Positive,0.07572332243458763
hapax_legomena,0.180027,0.062801,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3488,0.180027,-0.002614375321039192,0.24989590644985044,0.6262247838616715,0.37377521613832854,Negative,0.010461856912991412
hedge_C_count,0.169406,0.053089,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3134,0.169406,0.0037108553992132565,0.25711215836983775,0.5835734870317003,0.4164265129682997,Positive,0.014432826819287108
sentiment_polarity,0.157817,0.054417,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.3448,0.157817,0.031708954095989915,0.26408732231550053,0.3818443804034582,0.6181556195965417,Positive,0.12006995495758116
pronoun_ratio,0.141825,0.105848,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7463,0.141825,0.024293711897892506,0.22852150224154474,0.4665706051873199,0.5334293948126801,Positive,0.10630820555840852
sentence_length_variation,0.110669,0.065251,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5896,0.110669,0.01393347086616023,0.1849790221643582,0.7622478386167147,0.2377521613832853,Positive,0.07532459599950775
adv_ratio,0.106507,0.053425,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5016,0.106507,0.005932246203219886,0.1605496350343588,0.5991354466858789,0.400864553314121,Positive,0.036949606471881905
sentence_count,0.083045,0.060027,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7228,0.083045,0.010675721904210374,0.1345744890073475,0.5221902017291066,0.47780979827089337,Positive,0.07932945679127143
certainty_adjectives_count,0.078559,0.069601,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.886,0.078559,0.007254250808051874,0.15658454108791245,0.19711815561959653,0.7469740634005764,Positive,0.046328011018015855
certainty_verbs_count,0.041318,0.03735,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.904,0.041318,0.0036791149910152744,0.08247388081240282,0.3403458213256484,0.42363112391930835,Positive,0.044609451000485495
doubt_adverbs_count,0.039473,0.033943,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8599,0.039473,0.0025363422679538896,0.07353427659325464,0.3547550432276657,0.5893371757925072,Positive,0.034491968107113594
hedges_score,0.03871,0.031613,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8167,0.03871,-0.0023735541852470316,0.09776463791606502,0.4936599423631124,0.5063400576368876,Negative,0.024278246133355136
C_ratio,0.023891,0.019278,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8069,0.023891,0.0001538505567613831,0.0518223041465847,0.6040345821325649,0.31729106628242076,Positive,0.0029688090795444043
N_ratio,0.020048,0.031073,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.5499,0.020048,0.0024503737061959655,0.09173111112772234,0.0276657060518732,0.6017291066282421,Positive,0.02671256685922517
doubt_adjectives_count,0.012832,0.017509,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.3645,0.012832,0.0032214880672103746,0.03683531090402077,0.5518731988472623,0.05475504322766571,Positive,0.08745649523739406
certainty_adverbs_count,0.011691,0.009516,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.814,0.011691,0.0012399076573141213,0.02714670441534159,0.5328530259365994,0.30979827089337175,Positive,0.045674317648304597
E_ratio,0.009699,0.009459,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.9753,0.009699,0.0018742972491642652,0.029037064703991877,0.6028818443804035,0.10518731988472622,Positive,0.06454841847090732
hedge_N_count,0.004746,0.006682,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.4079,0.004746,0.00021807709974063397,0.021138522225469598,0.02420749279538905,0.4478386167146974,Positive,0.010316567745317489
hedge_E_count,0.004688,0.010226,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",2.1813,0.004688,0.0007949893761953891,0.020652864602084594,0.1988472622478386,0.01440922190201729,Positive,0.03849291643474884
doubt_verbs_count,0.00286,0.005712,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.9972,0.00286,0.00013569064284149864,0.020066809448577527,0.15648414985590778,0.15821325648414986,Positive,0.0067619406846817125
D_ratio,0.001043,0.002638,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",2.5292,0.001043,0.0002704639573631124,0.009068611435988907,0.1521613832853026,0.005187319884726225,Positive,0.029824153458404796
avg_dependency_depth,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
I_ratio,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_D_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
hedge_I_count,0.0,0.0,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",,0.0,0.0,0.0,0.0,0.0,Negative,0.0
