feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio*,-0.3600347319208558,0.03856675699353218,0.9861 ± 0.0311,0.9902 ± 0.0248
D_ratio,-0.08495887394943077,0.03898527845740318,0.0024 ± 0.011,0.0022 ± 0.0107
E_ratio,0.11754221236761533,0.021726859733462334,0.0051 ± 0.0194,0.0042 ± 0.0165
I_ratio,0.005891990953584131,0.0,0.0002 ± 0.003,0.0003 ± 0.0046
N_ratio*,0.4831197754301302,0.04778031259775162,0.0062 ± 0.0227,0.0031 ± 0.0144
adj_ratio,0.08381232899837707,0.01934211514890194,0.0603 ± 0.0467,0.0584 ± 0.0494
adv_ratio,0.0711744243714765,0.026010438799858093,0.0304 ± 0.0391,0.0281 ± 0.0397
anger,-0.025621268786617975,0.02474968321621418,0.1181 ± 0.2144,0.1411 ± 0.2163
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-0.6423524596420391,0.029578369110822678,4.4403 ± 0.6716,4.7133 ± 0.8786
certainty_adjectives_count*,0.23792900231140868,0.039063211530447006,0.3194 ± 0.5621,0.2309 ± 0.4747
certainty_adverbs_count,-0.012167576237813088,0.011549330316483974,0.1416 ± 0.3884,0.1253 ± 0.3618
certainty_verbs_count,0.005252596169488871,0.007974237203598022,0.3085 ± 0.5714,0.2916 ± 0.6001
disgust,0.024000854973817543,0.022609638050198555,0.009 ± 0.0587,0.0106 ± 0.0624
doubt_adjectives_count,-0.05049289218887544,0.04418521001935005,0.1107 ± 0.3364,0.1214 ± 0.3464
doubt_adverbs_count,-0.11109602189524673,0.00762797798961401,0.2759 ± 0.5189,0.2982 ± 0.5845
doubt_verbs_count*,0.050979354695834186,0.0,0.0381 ± 0.1916,0.0185 ± 0.1347
fear,-0.013634782414717262,0.023281436413526535,0.356 ± 0.3804,0.3806 ± 0.3817
function_word_ratio*,0.27179096050941554,0.029799096286296844,0.3229 ± 0.1239,0.2895 ± 0.14
hapax_legomena,0.7618971856167871,0.01805706135928631,0.838 ± 0.1153,0.8291 ± 0.132
hedge_C_count*,-0.05340851668099435,0.04948189854621887,17.9728 ± 5.8126,18.9274 ± 8.7676
hedge_D_count,0.05991376223325707,0.0,0.0472 ± 0.2122,0.0449 ± 0.2071
hedge_E_count,-0.13236191292098884,0.0,0.0871 ± 0.3128,0.0765 ± 0.2758
hedge_I_count,-0.03626582825351986,0.0,0.0054 ± 0.0737,0.0092 ± 0.1405
hedge_N_count*,-0.6531797325980323,0.01693125255405903,0.1216 ± 0.4449,0.0765 ± 0.3516
hedges_score,-0.08417449941194355,0.03250369057059288,0.1808 ± 0.3707,0.1607 ± 0.3534
joy*,0.2265464942375236,0.03015119768679142,0.1289 ± 0.2139,0.0826 ± 0.1674
noun_ratio,0.15595421459542058,0.02492443099617958,0.3983 ± 0.1299,0.4125 ± 0.1474
pronoun_ratio*,0.07902889407213042,0.027211392298340797,0.0387 ± 0.0451,0.0304 ± 0.0435
punctuation_density*,-0.21193405772777846,0.02048208937048912,0.3203 ± 0.1509,0.3598 ± 0.1716
punctuation_usage*,-0.01568229865416093,0.039813101291656494,0.0749 ± 0.0668,0.0832 ± 0.0587
readability_score*,0.07546991542902534,0.019484443590044975,8.4811 ± 3.4536,9.3862 ± 3.96
sadness,-0.003968227306396185,0.02030801586806774,0.0897 ± 0.1918,0.0949 ± 0.175
sentence_count,-0.1867656054384194,0.02415335178375244,1.7441 ± 0.9292,1.8496 ± 1.2114
sentence_length_variation,0.09104270900605745,0.02546539530158043,2.4367 ± 3.0145,2.3611 ± 3.4104
sentiment_polarity,-0.08475361969129724,0.021138053387403488,0.0623 ± 0.261,0.0493 ± 0.2259
sentiment_subjectivity*,0.09362542293599951,0.02799462527036667,0.323 ± 0.3285,0.2818 ± 0.2997
std_word_length*,0.19764563795067783,0.025525875389575958,3.364 ± 0.8146,3.5614 ± 0.9037
stopword_ratio*,0.004953931040677439,0.02355857938528061,0.2582 ± 0.1123,0.2327 ± 0.1224
subordinate_clause_ratio,0.05974913039737564,0.02978355996310711,0.0459 ± 0.0541,0.0428 ± 0.0474
surprise,0.09202180146759821,0.02305680885910988,0.1281 ± 0.1912,0.1124 ± 0.1671
type_token_ratio,-0.9362656908946507,0.02204754948616028,0.9061 ± 0.0735,0.9019 ± 0.0821
verb_ratio,-0.24951322033017265,0.024289406836032867,0.1144 ± 0.0666,0.1211 ± 0.0706
word_count*,-0.48405672951830764,0.020808318629860878,23.6298 ± 7.2589,25.0026 ± 11.6014
