feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,-0.22312022431998538,0.07687262445688248,0.992 ± 0.0257,0.9915 ± 0.0221
D_ratio,-0.20106971243054475,0.0,0.0011 ± 0.0076,0.0019 ± 0.0095
E_ratio,0.39300184506739544,0.04142026975750923,0.0047 ± 0.0221,0.0033 ± 0.0132
I_ratio,0.0,0.0,0.0 ± 0.0,0.0 ± 0.0
N_ratio,-0.0494865507878975,0.0,0.0021 ± 0.0112,0.0033 ± 0.0147
adj_ratio,-0.21407255074324216,0.004699148703366518,0.0646 ± 0.0512,0.0607 ± 0.0478
adv_ratio,-0.08353907413814445,0.04221101105213165,0.0265 ± 0.035,0.0292 ± 0.0365
anger,-0.10197202172499766,0.013017464429140091,0.125 ± 0.1963,0.1271 ± 0.2332
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-0.27279220547723987,0.030823655426502228,4.4426 ± 0.76,4.6443 ± 0.8124
certainty_adjectives_count,0.07896520874459004,0.0,0.2672 ± 0.5382,0.2746 ± 0.5023
certainty_adverbs_count,-0.010665013464783765,0.0,0.1603 ± 0.4264,0.1347 ± 0.3715
certainty_verbs_count,-0.17857254922396976,0.014658807776868343,0.3206 ± 0.5853,0.3212 ± 0.6538
disgust,-0.32593433520372767,0.02915029786527157,0.0027 ± 0.0131,0.0182 ± 0.098
doubt_adjectives_count,-0.15568011135963106,0.027006719261407852,0.1221 ± 0.3726,0.1606 ± 0.4084
doubt_adverbs_count*,-0.5114510309812313,0.029233383014798164,0.1527 ± 0.3818,0.3679 ± 0.6804
doubt_verbs_count,0.005406590601676302,0.0,0.0305 ± 0.1727,0.0155 ± 0.124
fear*,0.7609105568238502,0.08759502321481705,0.5954 ± 0.3442,0.3401 ± 0.3807
function_word_ratio,-0.19895566934162745,0.014212037436664104,0.3063 ± 0.118,0.3074 ± 0.1308
hapax_legomena,0.7831233553905572,0.012351995334029198,0.8158 ± 0.1255,0.8263 ± 0.1275
hedge_C_count*,-0.321229942397945,0.026895301416516304,17.3588 ± 6.4582,20.1969 ± 9.1903
hedge_D_count,0.12179198696679591,0.0,0.0229 ± 0.1502,0.0415 ± 0.1998
hedge_E_count,0.2351216245678577,0.0,0.0763 ± 0.3191,0.0725 ± 0.2794
hedge_I_count,0.0,0.0,0.0 ± 0.0,0.0 ± 0.0
hedge_N_count,-0.017799928804307807,0.0,0.0534 ± 0.3116,0.0881 ± 0.4051
hedges_score*,-0.5362904236162961,0.018465491011738777,0.0886 ± 0.2717,0.1698 ± 0.3583
joy,0.14895187876264374,0.02495117299258709,0.1328 ± 0.2257,0.1112 ± 0.1993
noun_ratio*,-0.6011162876284222,0.03330494090914726,0.3676 ± 0.1315,0.4052 ± 0.1433
pronoun_ratio*,0.5687238570602919,0.03117247298359871,0.0419 ± 0.052,0.0297 ± 0.0373
punctuation_density*,-0.24755141902279976,0.021899428218603134,0.2865 ± 0.1339,0.3419 ± 0.1662
punctuation_usage*,-0.4881659970068628,0.0360502153635025,0.054 ± 0.0558,0.0851 ± 0.0591
readability_score,0.12914012316100731,0.01078524999320507,9.341 ± 3.6163,9.5627 ± 3.99
sadness*,-0.013175832056030715,0.016100261360406876,0.0393 ± 0.0995,0.0821 ± 0.1702
sentence_count,0.23344333047893334,0.07969731837511063,1.7481 ± 0.9715,1.8653 ± 1.0957
sentence_length_variation,0.1990058173756206,0.010207269340753555,2.6911 ± 3.3416,2.7655 ± 3.8857
sentiment_polarity,0.1661294533811273,0.02904433384537697,0.0991 ± 0.2692,0.065 ± 0.2426
sentiment_subjectivity,0.16228874319015144,0.033453427255153656,0.3155 ± 0.3368,0.3226 ± 0.2965
std_word_length*,-0.35749545651644743,0.022324366495013237,3.3112 ± 0.8639,3.5676 ± 0.8992
stopword_ratio,-0.2845758200293147,0.01094786450266838,0.2522 ± 0.1109,0.2479 ± 0.1104
subordinate_clause_ratio,-0.3933765570029426,0.01529924850910902,0.0368 ± 0.0467,0.0434 ± 0.048
surprise*,-0.6405368486901495,0.053811002522706985,0.0421 ± 0.0788,0.1437 ± 0.1934
type_token_ratio,-0.6119362482842309,0.02340875379741192,0.8889 ± 0.0802,0.9025 ± 0.0757
verb_ratio,-0.15870222894638958,0.02283593639731407,0.1216 ± 0.0668,0.116 ± 0.0737
word_count*,-0.8871833424633885,0.056093573570251465,22.7634 ± 7.9012,26.2383 ± 10.8774
