feature,mi_score
pronoun_ratio,0.039357249876372125
joy,0.039298062952631385
readability_score,0.03840999269820977
fear,0.03728298556903398
std_word_length,0.03454835500574682
surprise,0.028008619727026618
I_ratio,0.02299599686942244
sentiment_subjectivity,0.022498274304069366
hapax_legomena,0.021726523062408187
word_count,0.018316309659332397
sentence_length_variation,0.018257922441297758
sentence_count,0.01753301296686338
anger,0.016966217774500247
E_ratio,0.016088231787573237
type_token_ratio,0.014719140556141541
hedge_C_count,0.014096566874627792
avg_word_length,0.014023321985676462
doubt_adverbs_count,0.010662861300798632
hedge_D_count,0.009990315833132035
hedges_score,0.009737375111537272
punctuation_density,0.008503025293590705
stopword_ratio,0.008069026571798199
C_ratio,0.007714350515013679
avg_dependency_depth,0.00769242805089565
certainty_adverbs_count,0.007380988016801426
D_ratio,0.006811899545910327
hedge_E_count,0.006570557106640118
subordinate_clause_ratio,0.005671736916534886
function_word_ratio,0.0054995851530244
sadness,0.0042665689517285
hedge_N_count,0.0036718378050466516
adv_ratio,0.002207270869231781
certainty_verbs_count,0.0021710025421777246
noun_ratio,0.0011181682076095711
disgust,0.0010805176701058627
verb_ratio,0.0
adj_ratio,0.0
sentiment_polarity,0.0
punctuation_usage,0.0
certainty_adjectives_count,0.0
doubt_adjectives_count,0.0
doubt_verbs_count,0.0
hedge_I_count,0.0
N_ratio,0.0
