feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.309023913177593,0.14692485332489014,0.9908 ± 0.0269,0.9879 ± 0.0283
D_ratio,0.37212067913593627,0.0,0.0026 ± 0.0146,0.0022 ± 0.0104
E_ratio,-0.2851211164257549,0.0,0.0062 ± 0.0213,0.004 ± 0.0164
I_ratio,-0.15692381958836424,0.0,0.0004 ± 0.0044,0.0007 ± 0.0072
N_ratio*,-0.42366661501299197,0.0,0.0 ± 0.0,0.0052 ± 0.0188
adj_ratio,-0.11617015934202204,0.011279108934104443,0.0594 ± 0.0601,0.0624 ± 0.0493
adv_ratio*,-0.5524310018691188,0.01436710823327303,0.0086 ± 0.0199,0.0377 ± 0.0474
anger*,0.8268198997284847,0.025468876585364342,0.28 ± 0.2543,0.1658 ± 0.2118
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,0.07960360104832978,0.029572362080216408,5.6557 ± 0.9136,4.4348 ± 0.8027
certainty_adjectives_count*,-0.2409865582067245,0.0,0.0722 ± 0.2975,0.3306 ± 0.5599
certainty_adverbs_count*,0.34503714909428557,0.0,0.0309 ± 0.174,0.1653 ± 0.4243
certainty_verbs_count*,-0.2793008275944093,0.0,0.0928 ± 0.3254,0.3967 ± 0.6935
disgust,0.052413085557441876,0.026795843616127968,0.0074 ± 0.0138,0.0086 ± 0.0275
doubt_adjectives_count,-0.13601438676234448,0.0,0.0619 ± 0.2421,0.1074 ± 0.3234
doubt_adverbs_count*,-0.7975989265755963,0.06063774973154068,0.0619 ± 0.2421,0.3554 ± 0.6023
doubt_verbs_count,-0.36624098192608845,0.0,0.0 ± 0.0,0.0289 ± 0.1679
fear*,0.3523040503139293,0.02037878893315792,0.3205 ± 0.342,0.45 ± 0.3765
function_word_ratio*,-0.7821372605780099,0.03535011410713196,0.1576 ± 0.0889,0.3371 ± 0.1373
hapax_legomena*,-0.11715692187382372,0.00777768949046731,0.8954 ± 0.1177,0.8066 ± 0.1279
hedge_C_count*,-0.008652416191710414,0.01576388254761696,13.1753 ± 3.6286,20.8471 ± 9.5268
hedge_D_count,-0.6419696389412085,0.0,0.0309 ± 0.174,0.0496 ± 0.2175
hedge_E_count,0.654094219362378,0.0,0.0928 ± 0.3254,0.0744 ± 0.2783
hedge_I_count,0.33770047236652323,0.0,0.0103 ± 0.1015,0.0165 ± 0.1569
hedge_N_count*,-0.24947919837283516,0.0,0.0 ± 0.0,0.1198 ± 0.4151
hedges_score,0.10514585319348194,0.0,0.1084 ± 0.3048,0.1753 ± 0.3689
joy*,-0.04773966067414709,0.018471425399184227,0.0256 ± 0.0903,0.0664 ± 0.1736
noun_ratio*,-0.08261642222018069,0.08074823766946793,0.5331 ± 0.1187,0.3593 ± 0.1279
pronoun_ratio*,-0.4664162733185438,0.0,0.0028 ± 0.011,0.0445 ± 0.0515
punctuation_density*,0.6664910715045339,0.12223511934280396,0.5226 ± 0.1406,0.3109 ± 0.1645
punctuation_usage,0.16602489039098306,0.018403852358460426,0.0947 ± 0.0547,0.0807 ± 0.0609
readability_score*,0.12460342911792739,0.01582576520740986,12.2021 ± 3.8191,8.5089 ± 3.8744
sadness*,0.44247198147371103,0.009431655518710613,0.1566 ± 0.2086,0.1004 ± 0.1739
sentence_count*,-0.7770073165241911,0.03647930920124054,1.2062 ± 0.4774,2.1942 ± 1.3231
sentence_length_variation*,-0.16841602343202097,0.036169156432151794,0.8121 ± 2.035,3.0208 ± 3.364
sentiment_polarity,-0.12351736682443731,0.03260495513677597,0.0162 ± 0.2149,0.0628 ± 0.2466
sentiment_subjectivity*,0.052825109159581496,0.022942358627915382,0.1687 ± 0.2583,0.3112 ± 0.2814
std_word_length*,0.14672109819791795,0.06542811542749405,4.2361 ± 0.5275,3.2688 ± 0.9298
stopword_ratio*,0.3997383581449597,0.02883182093501091,0.1275 ± 0.0774,0.2727 ± 0.1208
subordinate_clause_ratio*,0.005834500825863894,0.013842243701219559,0.034 ± 0.0461,0.048 ± 0.047
surprise,-0.12655474293667254,0.036950528621673584,0.0526 ± 0.0785,0.0783 ± 0.1506
type_token_ratio*,0.8175978485595778,0.03685500845313072,0.9396 ± 0.0727,0.8863 ± 0.0813
verb_ratio*,-0.3482910542247201,0.015358418226242065,0.0923 ± 0.0658,0.1356 ± 0.0615
word_count*,0.31530782374424227,0.015105602331459522,18.1959 ± 5.3515,27.2025 ± 11.7951
