feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,-0.3891051123470412,0.056770313531160355,0.9874 ± 0.0314,0.9902 ± 0.0248
D_ratio,0.06287165822236014,0.0,0.0018 ± 0.0109,0.0022 ± 0.0107
E_ratio*,0.012899831384374744,0.015412267297506332,0.0068 ± 0.0226,0.0042 ± 0.0165
I_ratio,0.09299913496959883,0.0,0.0002 ± 0.0035,0.0003 ± 0.0046
N_ratio,0.5617585430995619,0.010797697119414806,0.0038 ± 0.0199,0.0031 ± 0.0144
adj_ratio,0.4701632796122869,0.024899300187826157,0.0635 ± 0.0492,0.0584 ± 0.0494
adv_ratio*,0.059458702929547184,0.022149253636598587,0.0227 ± 0.0381,0.0281 ± 0.0397
anger*,-0.20031925242157694,0.035360097885131836,0.0895 ± 0.1708,0.1411 ± 0.2163
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length,-0.9873056530407346,0.02912583388388157,4.7483 ± 0.7659,4.7133 ± 0.8786
certainty_adjectives_count,0.10982024297011447,0.06347047537565231,0.2269 ± 0.4874,0.2309 ± 0.4747
certainty_adverbs_count,0.10260595911169093,0.013670649379491806,0.1198 ± 0.3816,0.1253 ± 0.3618
certainty_verbs_count*,0.044020563596811925,0.03179604560136795,0.2015 ± 0.4565,0.2916 ± 0.6001
disgust,0.10373185412258289,0.016996100544929504,0.0123 ± 0.0696,0.0106 ± 0.0624
doubt_adjectives_count*,-0.14157386284078016,0.0256708562374115,0.0708 ± 0.2705,0.1214 ± 0.3464
doubt_adverbs_count,-0.023856716467805853,0.011116012930870056,0.2541 ± 0.5017,0.2982 ± 0.5845
doubt_verbs_count,0.024750837027294276,0.0,0.0236 ± 0.1519,0.0185 ± 0.1347
fear*,-0.595842506151277,0.03003319539129734,0.1672 ± 0.2766,0.3806 ± 0.3817
function_word_ratio*,0.08686793613397416,0.022369500249624252,0.2699 ± 0.1335,0.2895 ± 0.14
hapax_legomena*,0.41662245669421927,0.028846751898527145,0.8465 ± 0.1298,0.8291 ± 0.132
hedge_C_count*,0.2615199000443819,0.04584064707159996,16.2976 ± 4.6556,18.9274 ± 8.7676
hedge_D_count,-0.20748198542517976,0.0,0.0309 ± 0.1731,0.0449 ± 0.2071
hedge_E_count,-0.1617999635478967,0.0,0.1016 ± 0.3311,0.0765 ± 0.2758
hedge_I_count,-0.1557121214893886,0.0,0.0036 ± 0.0602,0.0092 ± 0.1405
hedge_N_count,-0.8207698416220285,0.0,0.0672 ± 0.3371,0.0765 ± 0.3516
hedges_score,0.05840641875416692,0.03971767798066139,0.1852 ± 0.3761,0.1607 ± 0.3534
joy*,0.13858388538275085,0.02429754100739956,0.1585 ± 0.2146,0.0826 ± 0.1674
noun_ratio*,0.8230405391907613,0.03485507518053055,0.4635 ± 0.1251,0.4125 ± 0.1474
pronoun_ratio*,-0.08897091225478902,0.020432155579328537,0.0198 ± 0.0344,0.0304 ± 0.0435
punctuation_density*,0.6806646574143876,0.03430219367146492,0.4089 ± 0.1747,0.3598 ± 0.1716
punctuation_usage,-0.159635854980527,0.02829117886722088,0.0843 ± 0.0575,0.0832 ± 0.0587
readability_score,0.04953964401773384,0.022872740402817726,9.3967 ± 3.7113,9.3862 ± 3.96
sadness*,-0.06437856037073873,0.020042728632688522,0.1164 ± 0.2051,0.0949 ± 0.175
sentence_count*,-0.2762271013160259,0.024564918130636215,1.3938 ± 0.679,1.8496 ± 1.2114
sentence_length_variation*,0.02256826611301085,0.014026841148734093,1.2876 ± 2.369,2.3611 ± 3.4104
sentiment_polarity*,-0.06903828291207277,0.03950272127985954,0.0774 ± 0.2271,0.0493 ± 0.2259
sentiment_subjectivity,0.14932752785965672,0.019350619986653328,0.2856 ± 0.3253,0.2818 ± 0.2997
std_word_length*,0.34034595723718475,0.02005855180323124,3.6949 ± 0.7704,3.5614 ± 0.9037
stopword_ratio*,0.37986811350494454,0.020694715902209282,0.2096 ± 0.1167,0.2327 ± 0.1224
subordinate_clause_ratio,0.12599484082661044,0.022224022075533867,0.0397 ± 0.0492,0.0428 ± 0.0474
surprise*,-0.05442484817193226,0.05867168307304382,0.1655 ± 0.1689,0.1124 ± 0.1671
type_token_ratio*,-0.42768370635064,0.02062743343412876,0.913 ± 0.0812,0.9019 ± 0.0821
verb_ratio*,0.13389801506441903,0.02171124704182148,0.1004 ± 0.0671,0.1211 ± 0.0706
word_count*,-0.4503487316435724,0.029430938884615898,21.735 ± 5.8002,25.0026 ± 11.6014
