feature,shap_importance,iteration,stance,model
verb_ratio,0.41838726,10,All_Stances,XGBoost
surprise,0.39017093,10,All_Stances,XGBoost
joy,0.36044377,10,All_Stances,XGBoost
noun_ratio,0.34538066,10,All_Stances,XGBoost
anger,0.3233742,10,All_Stances,XGBoost
fear,0.31530178,10,All_Stances,XGBoost
std_word_length,0.3050115,10,All_Stances,XGBoost
sentiment_polarity,0.24896434,10,All_Stances,XGBoost
avg_word_length,0.24453543,10,All_Stances,XGBoost
disgust,0.2271871,10,All_Stances,XGBoost
stopword_ratio,0.22599156,10,All_Stances,XGBoost
readability_score,0.21780147,10,All_Stances,XGBoost
subordinate_clause_ratio,0.21572398,10,All_Stances,XGBoost
hedge_C_count,0.18747409,10,All_Stances,XGBoost
sadness,0.18561636,10,All_Stances,XGBoost
punctuation_density,0.18211883,10,All_Stances,XGBoost
type_token_ratio,0.16965947,10,All_Stances,XGBoost
sentiment_subjectivity,0.15424189,10,All_Stances,XGBoost
punctuation_usage,0.1452336,10,All_Stances,XGBoost
sentence_length_variation,0.14475498,10,All_Stances,XGBoost
function_word_ratio,0.14078502,10,All_Stances,XGBoost
certainty_adjectives_count,0.13916352,10,All_Stances,XGBoost
adj_ratio,0.135712,10,All_Stances,XGBoost
adv_ratio,0.13308777,10,All_Stances,XGBoost
word_count,0.11640937,10,All_Stances,XGBoost
pronoun_ratio,0.11096427,10,All_Stances,XGBoost
hedges_score,0.09870047,10,All_Stances,XGBoost
hapax_legomena,0.08658506,10,All_Stances,XGBoost
C_ratio,0.049692284,10,All_Stances,XGBoost
certainty_adverbs_count,0.043088067,10,All_Stances,XGBoost
doubt_adverbs_count,0.04160531,10,All_Stances,XGBoost
doubt_verbs_count,0.025934888,10,All_Stances,XGBoost
certainty_verbs_count,0.018992685,10,All_Stances,XGBoost
E_ratio,0.011319018,10,All_Stances,XGBoost
sentence_count,0.008676466,10,All_Stances,XGBoost
N_ratio,0.007426731,10,All_Stances,XGBoost
doubt_adjectives_count,0.005869093,10,All_Stances,XGBoost
hedge_N_count,0.0051173037,10,All_Stances,XGBoost
avg_dependency_depth,0.0,10,All_Stances,XGBoost
hedge_D_count,0.0,10,All_Stances,XGBoost
hedge_E_count,0.0,10,All_Stances,XGBoost
hedge_I_count,0.0,10,All_Stances,XGBoost
D_ratio,0.0,10,All_Stances,XGBoost
I_ratio,0.0,10,All_Stances,XGBoost
