feature,shap_importance,iteration,stance,model
word_count,0.5288401,7,All_Stances,XGBoost
joy,0.4913279,7,All_Stances,XGBoost
anger,0.42303503,7,All_Stances,XGBoost
verb_ratio,0.37450102,7,All_Stances,XGBoost
punctuation_density,0.3650009,7,All_Stances,XGBoost
readability_score,0.35520852,7,All_Stances,XGBoost
avg_word_length,0.31380942,7,All_Stances,XGBoost
sadness,0.29676187,7,All_Stances,XGBoost
fear,0.29345953,7,All_Stances,XGBoost
stopword_ratio,0.28642693,7,All_Stances,XGBoost
std_word_length,0.26304865,7,All_Stances,XGBoost
subordinate_clause_ratio,0.24208245,7,All_Stances,XGBoost
disgust,0.23142286,7,All_Stances,XGBoost
type_token_ratio,0.22147885,7,All_Stances,XGBoost
hapax_legomena,0.2177127,7,All_Stances,XGBoost
noun_ratio,0.2067108,7,All_Stances,XGBoost
punctuation_usage,0.18778363,7,All_Stances,XGBoost
surprise,0.18001932,7,All_Stances,XGBoost
hedge_C_count,0.17668357,7,All_Stances,XGBoost
function_word_ratio,0.16463226,7,All_Stances,XGBoost
sentiment_polarity,0.15707047,7,All_Stances,XGBoost
sentiment_subjectivity,0.14425205,7,All_Stances,XGBoost
sentence_length_variation,0.111591354,7,All_Stances,XGBoost
adv_ratio,0.092359185,7,All_Stances,XGBoost
C_ratio,0.08714802,7,All_Stances,XGBoost
certainty_adjectives_count,0.07907825,7,All_Stances,XGBoost
certainty_adverbs_count,0.07518362,7,All_Stances,XGBoost
adj_ratio,0.06979617,7,All_Stances,XGBoost
hedges_score,0.06098777,7,All_Stances,XGBoost
doubt_adverbs_count,0.056449175,7,All_Stances,XGBoost
pronoun_ratio,0.04961346,7,All_Stances,XGBoost
doubt_adjectives_count,0.036349982,7,All_Stances,XGBoost
doubt_verbs_count,0.02793058,7,All_Stances,XGBoost
E_ratio,0.017789973,7,All_Stances,XGBoost
certainty_verbs_count,0.014712613,7,All_Stances,XGBoost
sentence_count,0.006651748,7,All_Stances,XGBoost
avg_dependency_depth,0.0,7,All_Stances,XGBoost
hedge_D_count,0.0,7,All_Stances,XGBoost
hedge_I_count,0.0,7,All_Stances,XGBoost
hedge_E_count,0.0,7,All_Stances,XGBoost
hedge_N_count,0.0,7,All_Stances,XGBoost
D_ratio,0.0,7,All_Stances,XGBoost
I_ratio,0.0,7,All_Stances,XGBoost
N_ratio,0.0,7,All_Stances,XGBoost
