feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio*,-0.2880466731247764,0.0,0.9861 ± 0.0299,0.9913 ± 0.0234
D_ratio,-0.004619499290052008,0.0,0.0019 ± 0.0107,0.0022 ± 0.0115
E_ratio,-0.037185558221655396,0.0,0.006 ± 0.0188,0.0049 ± 0.0182
I_ratio,0.4426476313615219,0.0,0.0005 ± 0.0046,0.0002 ± 0.0033
N_ratio*,0.4292395710039725,0.020080816000699997,0.0055 ± 0.0208,0.0014 ± 0.0094
adj_ratio*,0.41846483458272277,0.0229202751070261,0.062 ± 0.0508,0.054 ± 0.0503
adv_ratio*,0.3585024797016451,0.027792243286967278,0.0352 ± 0.0437,0.0202 ± 0.0332
anger*,-0.16447073306924986,0.018615804612636566,0.0902 ± 0.1915,0.131 ± 0.2082
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-1.203949696668004,0.028130942955613136,4.5256 ± 0.7042,4.9631 ± 0.903
certainty_adjectives_count*,0.023505520983325534,0.0,0.2353 ± 0.4862,0.13 ± 0.3548
certainty_adverbs_count*,-0.014950954966155885,0.013750005513429642,0.2322 ± 0.5156,0.0898 ± 0.297
certainty_verbs_count,0.17952226627585371,0.00759677542373538,0.2446 ± 0.4783,0.195 ± 0.4619
disgust,-0.016485261781470077,0.025472544133663177,0.0081 ± 0.0516,0.0076 ± 0.0531
doubt_adjectives_count,-0.22935356283113373,0.02183849923312664,0.0805 ± 0.2836,0.1084 ± 0.3211
doubt_adverbs_count*,-0.053574906314553986,0.0734851211309433,0.3158 ± 0.5511,0.2136 ± 0.493
doubt_verbs_count,-0.04205490111260575,0.0,0.031 ± 0.1735,0.0124 ± 0.1108
fear*,-0.449867042128724,0.05803484097123146,0.1682 ± 0.2802,0.3527 ± 0.3803
function_word_ratio*,0.8908826737501249,0.037010401487350464,0.3184 ± 0.1359,0.2432 ± 0.1332
hapax_legomena,0.5230907989649657,0.029360348358750343,0.8484 ± 0.1174,0.8478 ± 0.1352
hedge_C_count,0.236044620736715,0.025506703183054924,17.582 ± 4.6601,16.7307 ± 7.3382
hedge_D_count,-0.12140519923576337,0.0,0.0372 ± 0.2052,0.0433 ± 0.2039
hedge_E_count,0.11909144092344792,0.0,0.1115 ± 0.3343,0.0805 ± 0.2725
hedge_I_count,-0.45266870789507246,0.0,0.0124 ± 0.1108,0.0093 ± 0.1669
hedge_N_count*,-0.2594710532332886,0.0,0.1053 ± 0.3797,0.0372 ± 0.2464
hedges_score,-0.12770933676452526,0.013643517158925533,0.1998 ± 0.3849,0.1444 ± 0.3387
joy*,0.32443414909900875,0.026474157348275185,0.1578 ± 0.226,0.0775 ± 0.1376
noun_ratio*,0.6434276400970605,0.024777881801128387,0.4294 ± 0.128,0.4568 ± 0.1498
pronoun_ratio*,0.014492854572932617,0.03947761282324791,0.0291 ± 0.0381,0.0201 ± 0.0371
punctuation_density*,0.16744062672987828,0.0225560050457716,0.3656 ± 0.1686,0.4071 ± 0.1681
punctuation_usage,0.22938611748412863,0.015974147245287895,0.087 ± 0.0742,0.084 ± 0.0569
readability_score*,0.17580950843597706,0.013266252353787422,8.6641 ± 3.5155,9.938 ± 3.9033
sadness,0.008782089211934588,0.016896899789571762,0.1076 ± 0.2012,0.0984 ± 0.1787
sentence_count,-0.2208655129964908,0.13394176959991455,1.4768 ± 0.7062,1.582 ± 1.1237
sentence_length_variation,0.01735440330476108,0.01789737492799759,1.5284 ± 2.591,1.6253 ± 2.9837
sentiment_polarity*,-0.013569913776035718,0.04675079509615898,0.069 ± 0.2674,0.0299 ± 0.1967
sentiment_subjectivity*,0.25354495034429897,0.01668429747223854,0.3237 ± 0.3271,0.2353 ± 0.3094
std_word_length*,0.3798469432791339,0.021541669964790344,3.4564 ± 0.8011,3.777 ± 0.8245
stopword_ratio*,0.05395332586130838,0.02805035375058651,0.2483 ± 0.1207,0.1937 ± 0.119
subordinate_clause_ratio,0.0393341400122926,0.027220170944929123,0.0456 ± 0.0547,0.0384 ± 0.047
surprise*,-0.02985475926069927,0.025287963449954987,0.177 ± 0.1938,0.1193 ± 0.1575
type_token_ratio,-0.6172935085147709,0.02727971039712429,0.9145 ± 0.0744,0.9132 ± 0.0846
verb_ratio,-0.19358899160438747,0.01794930174946785,0.1057 ± 0.0713,0.1131 ± 0.0735
word_count,-0.5307352220177582,0.05473478510975838,23.1734 ± 5.5667,22.6161 ± 11.4662
