feature,mi_score
readability_score,0.04414726991414697
sentence_count,0.037570439291907176
std_word_length,0.0313706486046581
noun_ratio,0.031147259603367727
sentiment_subjectivity,0.029120918159261766
anger,0.027999750735798745
joy,0.027744920672174933
stopword_ratio,0.02632283849851702
disgust,0.023025550254318183
hedge_D_count,0.022756093131051758
certainty_adjectives_count,0.01961968556018512
I_ratio,0.019028600748720592
sentence_length_variation,0.01703697814144678
sentiment_polarity,0.01499867460383597
punctuation_density,0.014905551185909527
surprise,0.013862998779033964
N_ratio,0.013042916102086188
sadness,0.01277309009842087
fear,0.01222301254550695
hedge_I_count,0.011735664377229948
hedge_N_count,0.011271061648056913
E_ratio,0.00887677556431199
C_ratio,0.008855152275470068
certainty_verbs_count,0.007971995851901337
word_count,0.007933428153048538
adv_ratio,0.007814520879424247
type_token_ratio,0.00714175188957622
doubt_adverbs_count,0.006847791965009176
punctuation_usage,0.00649294187692151
hapax_legomena,0.005976415466984131
hedge_C_count,0.005776641715589115
certainty_adverbs_count,0.005623549522201232
avg_word_length,0.004979791517741861
subordinate_clause_ratio,0.0013427799107383898
verb_ratio,0.0007911179725097472
adj_ratio,0.0
pronoun_ratio,0.0
function_word_ratio,0.0
avg_dependency_depth,0.0
doubt_verbs_count,0.0
doubt_adjectives_count,0.0
hedges_score,0.0
hedge_E_count,0.0
D_ratio,0.0
