feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.3682482674204044,0.04596550017595291,0.9908 ± 0.018,0.9915 ± 0.0221
D_ratio,-0.9079820620336965,0.0,0.002 ± 0.0067,0.0019 ± 0.0095
E_ratio,-0.25626076534554715,0.0,0.0016 ± 0.0071,0.0033 ± 0.0132
I_ratio*,0.11214452643380714,0.0,0.0007 ± 0.0048,0.0 ± 0.0
N_ratio,0.24636439846187363,0.0,0.0049 ± 0.0131,0.0033 ± 0.0147
adj_ratio,-0.24444138726850798,0.017379188910126686,0.0571 ± 0.0443,0.0607 ± 0.0478
adv_ratio*,0.013707327825999191,0.014126366004347801,0.0408 ± 0.0405,0.0292 ± 0.0365
anger,0.12008716968993735,0.0074244714342057705,0.1726 ± 0.2604,0.1271 ± 0.2332
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-0.7152626925886989,0.016560034826397896,4.1945 ± 0.5299,4.6443 ± 0.8124
certainty_adjectives_count*,-0.057474421221208716,0.01356150209903717,0.4198 ± 0.6071,0.2746 ± 0.5023
certainty_adverbs_count*,0.19124204105299128,0.02817680314183235,0.4198 ± 0.6196,0.1347 ± 0.3715
certainty_verbs_count*,0.06827135255807966,0.013664445839822292,0.9237 ± 1.0047,0.3212 ± 0.6538
disgust,-0.24212512917792406,0.01542273536324501,0.0145 ± 0.0659,0.0182 ± 0.098
doubt_adjectives_count,-0.2825847343532095,0.00826036836951971,0.145 ± 0.3746,0.1606 ± 0.4084
doubt_adverbs_count,-0.2837319538346024,0.06003374606370926,0.3664 ± 0.5712,0.3679 ± 0.6804
doubt_verbs_count,-0.148782351906198,0.0,0.0153 ± 0.1231,0.0155 ± 0.124
fear*,0.3737724636813299,0.010016807354986668,0.5398 ± 0.3986,0.3401 ± 0.3807
function_word_ratio*,0.17769445100673215,0.038502585142850876,0.3858 ± 0.1119,0.3074 ± 0.1308
hapax_legomena*,0.9240347434769046,0.016345549374818802,0.7289 ± 0.113,0.8263 ± 0.1275
hedge_C_count*,-0.5610006897672303,0.038022030144929886,30.6412 ± 11.0322,20.1969 ± 9.1903
hedge_D_count,1.0666989943647298,0.0,0.084 ± 0.2784,0.0415 ± 0.1998
hedge_E_count,0.3418560627986228,0.0,0.0611 ± 0.2705,0.0725 ± 0.2794
hedge_I_count*,0.11214452643380714,0.0,0.0229 ± 0.1502,0.0 ± 0.0
hedge_N_count,-0.14865965024783953,0.0,0.1603 ± 0.4264,0.0881 ± 0.4051
hedges_score,0.1523427825275908,0.021824071183800697,0.2431 ± 0.4139,0.1698 ± 0.3583
joy,0.36659319525140593,0.02309325523674488,0.0806 ± 0.1963,0.1112 ± 0.1993
noun_ratio*,-0.32994742777824276,0.02593035064637661,0.3042 ± 0.0979,0.4052 ± 0.1433
pronoun_ratio*,-0.06235469368257051,0.02178523689508438,0.0574 ± 0.0443,0.0297 ± 0.0373
punctuation_density*,-1.4275038351815215,0.017339907586574554,0.2335 ± 0.1049,0.3419 ± 0.1662
punctuation_usage,0.7638095391780377,0.02169744297862053,0.0787 ± 0.0776,0.0851 ± 0.0591
readability_score,0.07701761924693189,0.015769993886351585,9.4678 ± 4.7762,9.5627 ± 3.99
sadness,0.1945089396904886,0.032402053475379944,0.0688 ± 0.1461,0.0821 ± 0.1702
sentence_count*,-0.23257461149982628,0.04677007719874382,2.6031 ± 1.5476,1.8653 ± 1.0957
sentence_length_variation*,-0.03491667710868516,0.015885362401604652,5.2208 ± 4.5379,2.7655 ± 3.8857
sentiment_polarity,0.12589579869453973,0.02444174699485302,0.0953 ± 0.3211,0.065 ± 0.2426
sentiment_subjectivity*,0.24498275439608455,0.003125095972791314,0.4467 ± 0.2761,0.3226 ± 0.2965
std_word_length*,0.8103476090426569,0.04027470201253891,3.1703 ± 0.9272,3.5676 ± 0.8992
stopword_ratio*,-0.18661138273906525,0.019493361935019493,0.329 ± 0.0993,0.2479 ± 0.1104
subordinate_clause_ratio*,0.3104223035750025,0.013991733081638813,0.0645 ± 0.0489,0.0434 ± 0.048
surprise*,-0.70957089460322,0.10253143310546875,0.044 ± 0.132,0.1437 ± 0.1934
type_token_ratio*,-1.2762201664917658,0.02249348722398281,0.8319 ± 0.0872,0.9025 ± 0.0757
verb_ratio*,-0.05532922643663192,0.05506258085370064,0.1499 ± 0.0583,0.116 ± 0.0737
word_count*,0.9626099968495149,0.13262590765953064,39.2824 ± 13.7294,26.2383 ± 10.8774
