feature,mi_score
surprise,0.062125873086710026
word_count,0.047592393319481285
anger,0.04695583517518309
sentiment_subjectivity,0.03509901724251363
sentence_count,0.031532314952002594
avg_dependency_depth,0.03043856085698593
noun_ratio,0.030027832205248295
I_ratio,0.02748094239055643
punctuation_density,0.021997614860925996
hedge_C_count,0.021571882956889832
sentence_length_variation,0.020586723550653607
joy,0.0182294813725683
readability_score,0.014246596099845021
disgust,0.013160429201919177
hapax_legomena,0.012397103370958895
hedge_D_count,0.012099315276093758
D_ratio,0.010718697699655833
subordinate_clause_ratio,0.009469302984817407
hedge_I_count,0.009265098838936003
certainty_adverbs_count,0.00822733308276713
fear,0.008105883761311494
certainty_verbs_count,0.007252474380490925
adv_ratio,0.007089599759412257
hedge_N_count,0.002500282128299114
verb_ratio,0.0014401400080248372
avg_word_length,0.0
type_token_ratio,0.0
std_word_length,0.0
adj_ratio,0.0
stopword_ratio,0.0
sadness,0.0
sentiment_polarity,0.0
punctuation_usage,0.0
function_word_ratio,0.0
pronoun_ratio,0.0
certainty_adjectives_count,0.0
doubt_adjectives_count,0.0
hedges_score,0.0
doubt_adverbs_count,0.0
doubt_verbs_count,0.0
C_ratio,0.0
hedge_E_count,0.0
E_ratio,0.0
N_ratio,0.0
