feature,mi_score
function_word_ratio,0.10910982049030693
noun_ratio,0.0810802915126938
sentence_length_variation,0.07674858064783541
stopword_ratio,0.07525339337055259
hedge_C_count,0.06871656308211915
word_count,0.0653329318531164
sentence_count,0.06483565574276073
hedge_D_count,0.06312097758185731
fear,0.05300435523573199
hapax_legomena,0.050555398371200155
punctuation_density,0.0457807231946703
joy,0.045055616592123204
readability_score,0.04140524036248272
disgust,0.04118156893569225
type_token_ratio,0.04061407673946427
hedge_E_count,0.037563493183699226
doubt_verbs_count,0.03582756719259206
anger,0.03548095755065983
D_ratio,0.03300855914080403
subordinate_clause_ratio,0.031540898571498
pronoun_ratio,0.0313071574489272
sentiment_polarity,0.026811519164448905
certainty_adjectives_count,0.026675006958445602
sentiment_subjectivity,0.0266001966168099
E_ratio,0.026311198414565196
punctuation_usage,0.025179716195000035
hedge_I_count,0.022646710464056863
adv_ratio,0.021972099762015196
surprise,0.01902362560422688
certainty_verbs_count,0.017905694921816817
std_word_length,0.013982263153256236
hedges_score,0.01245588887768001
adj_ratio,0.011139484622405327
I_ratio,0.009567331314480398
verb_ratio,0.007518649202956418
doubt_adjectives_count,0.005262761768749735
avg_dependency_depth,0.005221637428631354
avg_word_length,0.004248283637919847
certainty_adverbs_count,0.0
sadness,0.0
doubt_adverbs_count,0.0
hedge_N_count,0.0
C_ratio,0.0
N_ratio,0.0
