feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
E_ratio,0.6075474117211294,,0.0038,0.0042,0.0038 ± 0.0162,0.0042 ± 0.0165,0.050965793430805206
doubt_verbs_count,0.7124856182505583,,0.0211,0.0185,0.0211 ± 0.1438,0.0185 ± 0.1347,0.035295531153678894
doubt_adverbs_count*,3.131640288080982e-05,*,0.1873,0.2982,0.1873 ± 0.4383,0.2982 ± 0.5845,0.03468926250934601
D_ratio,0.9204133561266192,,0.0022,0.0022,0.0022 ± 0.0127,0.0022 ± 0.0107,0.03454385697841644
word_count*,2.3548401877150279e-07,*,22.3219,25.0026,22.3219 ± 8.2117,25.0026 ± 11.6014,0.03432270511984825
punctuation_density*,1.7840740795962967e-10,*,0.4174,0.3598,0.4174 ± 0.1778,0.3598 ± 0.1716,0.032506003975868225
N_ratio,0.23618882821195264,,0.0023,0.0031,0.0023 ± 0.0126,0.0031 ± 0.0144,0.03239072114229202
joy*,5.751750486452648e-05,*,0.1203,0.0826,0.1203 ± 0.1954,0.0826 ± 0.1674,0.03158864006400108
hedges_score*,0.04212493276528105,*,0.1256,0.1607,0.1256 ± 0.3185,0.1607 ± 0.3534,0.031059054657816887
avg_word_length*,0.005077576667981534,*,4.8437,4.7133,4.8437 ± 0.9306,4.7133 ± 0.8786,0.03017272613942623
stopword_ratio*,9.304495566535513e-09,*,0.1962,0.2327,0.1962 ± 0.124,0.2327 ± 0.1224,0.030007358640432358
sentence_count*,1.734027702023001e-08,*,1.5396,1.8496,1.5396 ± 0.895,1.8496 ± 1.2114,0.028617149218916893
pronoun_ratio*,0.0005622657561713916,*,0.0229,0.0304,0.0229 ± 0.0407,0.0304 ± 0.0435,0.028588660061359406
anger,0.2304048594863161,,0.1279,0.1411,0.1279 ± 0.2127,0.1411 ± 0.2163,0.027895715087652206
adj_ratio,0.08394178092130186,,0.054,0.0584,0.054 ± 0.0499,0.0584 ± 0.0494,0.027476444840431213
sentiment_polarity,0.5633780911586055,,0.0558,0.0493,0.0558 ± 0.2065,0.0493 ± 0.2259,0.027195999398827553
subordinate_clause_ratio*,0.000228986413107959,*,0.0339,0.0428,0.0339 ± 0.0457,0.0428 ± 0.0474,0.02676606923341751
certainty_adjectives_count,0.4606336337157154,,0.2124,0.2309,0.2124 ± 0.4994,0.2309 ± 0.4747,0.02542037144303322
hedge_C_count*,3.26700062794825e-08,*,16.6781,18.9274,16.6781 ± 6.8843,18.9274 ± 8.7676,0.025294464081525803
noun_ratio*,1.711262718869642e-06,*,0.4485,0.4125,0.4485 ± 0.1447,0.4125 ± 0.1474,0.025035789236426353
readability_score*,0.02020165159483258,*,9.8744,9.3862,9.8744 ± 4.2125,9.3862 ± 3.96,0.024992389604449272
disgust*,0.03273422736323651,*,0.0055,0.0106,0.0055 ± 0.0215,0.0106 ± 0.0624,0.024982715025544167
punctuation_usage,0.5170420628831155,,0.0851,0.0832,0.0851 ± 0.0572,0.0832 ± 0.0587,0.02462376281619072
std_word_length*,0.00010683473549632452,*,3.7381,3.5614,3.7381 ± 0.8669,3.5614 ± 0.9037,0.024249471724033356
verb_ratio*,4.325285979636376e-09,*,0.0995,0.1211,0.0995 ± 0.0715,0.1211 ± 0.0706,0.024196062237024307
surprise*,0.048342506554732115,*,0.1292,0.1124,0.1292 ± 0.1631,0.1124 ± 0.1671,0.023927105590701103
type_token_ratio,0.6737103326457079,,0.9036,0.9019,0.9036 ± 0.0806,0.9019 ± 0.0821,0.023763172328472137
C_ratio,0.31066712526802587,,0.9915,0.9902,0.9915 ± 0.0237,0.9902 ± 0.0248,0.02316169999539852
sentiment_subjectivity*,0.00020219287033672228,*,0.2243,0.2818,0.2243 ± 0.3009,0.2818 ± 0.2997,0.022997556254267693
function_word_ratio*,4.247369903407186e-10,*,0.2442,0.2895,0.2442 ± 0.1407,0.2895 ± 0.14,0.022829681634902954
fear*,0.0002381809036835876,*,0.3103,0.3806,0.3103 ± 0.3606,0.3806 ± 0.3817,0.021755799651145935
sadness,0.6111064842389666,,0.0995,0.0949,0.0995 ± 0.1823,0.0949 ± 0.175,0.021020663902163506
hapax_legomena,0.7601866169826496,,0.8312,0.8291,0.8312 ± 0.1299,0.8291 ± 0.132,0.020891007035970688
adv_ratio*,7.3330795969353745e-06,*,0.0197,0.0281,0.0197 ± 0.0331,0.0281 ± 0.0397,0.019390469416975975
sentence_length_variation*,5.4454006908017075e-06,*,1.6396,2.3611,1.6396 ± 2.7055,2.3611 ± 3.4104,0.01835653744637966
certainty_verbs_count*,0.0019008715197582392,*,0.2032,0.2916,0.2032 ± 0.5019,0.2916 ± 0.6001,0.014362642541527748
certainty_adverbs_count,0.08360298884929407,,0.095,0.1253,0.095 ± 0.3193,0.1253 ± 0.3618,0.012802676297724247
doubt_adjectives_count*,0.02997614233806967,*,0.0858,0.1214,0.0858 ± 0.2895,0.1214 ± 0.3464,0.01186432410031557
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
hedge_D_count,0.45168586603628214,,0.0369,0.0449,0.0369 ± 0.2023,0.0449 ± 0.2071,
hedge_N_count,0.12196193456298739,,0.0515,0.0765,0.0515 ± 0.2744,0.0765 ± 0.3516,
hedge_I_count,0.5122058799273295,,0.0053,0.0092,0.0053 ± 0.0889,0.0092 ± 0.1405,
hedge_E_count,0.2850203492982313,,0.062,0.0765,0.062 ± 0.252,0.0765 ± 0.2758,
I_ratio,0.7543804580602698,,0.0002,0.0003,0.0002 ± 0.0038,0.0003 ± 0.0046,
