feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
N_ratio,0.07630255982319051,,0.0033,0.0014,0.0033 ± 0.0164,0.0014 ± 0.0094,0.05985104665160179
word_count,0.35857893347182024,,21.9567,22.6161,21.9567 ± 5.9107,22.6161 ± 11.4662,0.05140160024166107
certainty_adjectives_count,0.07190441758785822,,0.1858,0.13,0.1858 ± 0.4275,0.13 ± 0.3548,0.04993352293968201
sentence_length_variation,0.45926128999206106,,1.4662,1.6253,1.4662 ± 2.4507,1.6253 ± 2.9837,0.0452021062374115
pronoun_ratio,0.05099166929265415,,0.0151,0.0201,0.0151 ± 0.0272,0.0201 ± 0.0371,0.04194808751344681
joy*,0.0009282777793947503,*,0.122,0.0775,0.122 ± 0.197,0.0775 ± 0.1376,0.04139436036348343
doubt_adverbs_count,0.6140417525853301,,0.195,0.2136,0.195 ± 0.4413,0.2136 ± 0.493,0.04012410342693329
subordinate_clause_ratio*,0.0032552423404025926,*,0.028,0.0384,0.028 ± 0.0422,0.0384 ± 0.047,0.0392717570066452
verb_ratio*,2.1454943810543482e-07,*,0.084,0.1131,0.084 ± 0.0674,0.1131 ± 0.0735,0.03734806552529335
sentiment_polarity,0.18844382230517046,,0.0501,0.0299,0.0501 ± 0.1935,0.0299 ± 0.1967,0.03592096269130707
sentence_count,0.11931195713955914,,1.4675,1.582,1.4675 ± 0.6925,1.582 ± 1.1237,0.0337706133723259
hedges_score,0.9606866868113036,,0.1431,0.1444,0.1431 ± 0.3368,0.1444 ± 0.3387,0.03198114410042763
doubt_verbs_count*,0.042915110853810105,*,0.0372,0.0124,0.0372 ± 0.1894,0.0124 ± 0.1108,0.03075433522462845
fear*,0.0036280726229536908,*,0.2694,0.3527,0.2694 ± 0.3444,0.3527 ± 0.3803,0.030001677572727203
surprise*,0.014913462665676875,*,0.1508,0.1193,0.1508 ± 0.1705,0.1193 ± 0.1575,0.02840868942439556
disgust,0.4260050577518423,,0.0051,0.0076,0.0051 ± 0.0213,0.0076 ± 0.0531,0.027169274166226387
function_word_ratio,0.7728980113947699,,0.2401,0.2432,0.2401 ± 0.1335,0.2432 ± 0.1332,0.026715876534581184
adj_ratio,0.33522809840971324,,0.058,0.054,0.058 ± 0.0536,0.054 ± 0.0503,0.02589782141149044
certainty_verbs_count,0.4973200198320582,,0.1703,0.195,0.1703 ± 0.465,0.195 ± 0.4619,0.02422097697854042
sentiment_subjectivity,0.4574261629137709,,0.2177,0.2353,0.2177 ± 0.2931,0.2353 ± 0.3094,0.024153754115104675
sadness,0.9011847707710775,,0.1001,0.0984,0.1001 ± 0.1776,0.0984 ± 0.1787,0.023010117933154106
std_word_length,0.5436745582211202,,3.8143,3.777,3.8143 ± 0.7355,3.777 ± 0.8245,0.02255953848361969
hedge_C_count,0.1779141595013518,,16.0774,16.7307,16.0774 ± 4.6828,16.7307 ± 7.3382,0.02164430543780327
readability_score,0.3093088248268933,,9.6303,9.938,9.6303 ± 3.7808,9.938 ± 3.9033,0.020815808326005936
stopword_ratio,0.5877848926608243,,0.1887,0.1937,0.1887 ± 0.1156,0.1937 ± 0.119,0.020570026710629463
anger*,0.0010993589965099916,*,0.0827,0.131,0.0827 ± 0.1633,0.131 ± 0.2082,0.020037923008203506
certainty_adverbs_count,0.6232325589310677,,0.1022,0.0898,0.1022 ± 0.3418,0.0898 ± 0.297,0.019070520997047424
adv_ratio,0.7935707794078508,,0.0196,0.0202,0.0196 ± 0.0327,0.0202 ± 0.0332,0.018920747563242912
noun_ratio,0.26181012953306726,,0.4693,0.4568,0.4693 ± 0.1333,0.4568 ± 0.1498,0.01778777502477169
avg_word_length,0.07556972828760133,,4.8404,4.9631,4.8404 ± 0.8482,4.9631 ± 0.903,0.016874324530363083
type_token_ratio,0.2657464346014301,,0.906,0.9132,0.906 ± 0.0792,0.9132 ± 0.0846,0.016191471368074417
punctuation_density,0.08724135451629968,,0.4296,0.4071,0.4296 ± 0.166,0.4071 ± 0.1681,0.01612897403538227
hapax_legomena,0.31497162250460337,,0.8374,0.8478,0.8374 ± 0.1262,0.8478 ± 0.1352,0.01580343395471573
punctuation_usage,0.6824607403235843,,0.0858,0.084,0.0858 ± 0.0541,0.084 ± 0.0569,0.01422562263906002
C_ratio,0.5225408870362718,,0.99,0.9913,0.99 ± 0.0264,0.9913 ± 0.0234,0.010889728553593159
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
hedge_D_count,0.13883432060451809,,0.0217,0.0433,0.0217 ± 0.1658,0.0433 ± 0.2039,
doubt_adjectives_count,0.362314985697481,,0.0867,0.1084,0.0867 ± 0.2818,0.1084 ± 0.3211,
hedge_I_count,1.0,,0.0093,0.0093,0.0093 ± 0.1243,0.0093 ± 0.1669,
hedge_E_count,1.0,,0.0805,0.0805,0.0805 ± 0.2944,0.0805 ± 0.2725,
hedge_N_count,0.30018803793476656,,0.0588,0.0372,0.0588 ± 0.2835,0.0372 ± 0.2464,
D_ratio,0.20431949954760797,,0.0012,0.0022,0.0012 ± 0.0091,0.0022 ± 0.0115,
E_ratio,0.8867147907501629,,0.0051,0.0049,0.0051 ± 0.019,0.0049 ± 0.0182,
I_ratio,0.5455390216908069,,0.0004,0.0002,0.0004 ± 0.0054,0.0002 ± 0.0033,
