feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
N_ratio*,3.3341199545519964e-05,*,0.0074,0.0014,0.0074 ± 0.0243,0.0014 ± 0.0094,0.14730104804039001
fear*,1.9940537423906196e-10,*,0.1812,0.3527,0.1812 ± 0.2877,0.3527 ± 0.3803,0.07415895909070969
function_word_ratio*,1.00132774706133e-12,*,0.32,0.2432,0.32 ± 0.1352,0.2432 ± 0.1332,0.04588313773274422
doubt_adjectives_count,0.11794131378953462,,0.0712,0.1084,0.0712 ± 0.2807,0.1084 ± 0.3211,0.045228950679302216
sentiment_subjectivity*,0.00016304751314701613,*,0.3302,0.2353,0.3302 ± 0.3263,0.2353 ± 0.3094,0.04486026242375374
surprise*,9.891657631009952e-05,*,0.1749,0.1193,0.1749 ± 0.2006,0.1193 ± 0.1575,0.04070698097348213
certainty_adjectives_count*,2.1695913588190607e-06,*,0.3034,0.13,0.3034 ± 0.5468,0.13 ± 0.3548,0.04062168300151825
word_count,0.3767087803155549,,23.2384,22.6161,23.2384 ± 5.3268,22.6161 ± 11.4662,0.03703724220395088
verb_ratio,0.4122519702545576,,0.1086,0.1131,0.1086 ± 0.0674,0.1131 ± 0.0735,0.03191491961479187
punctuation_density*,0.0002934710166932619,*,0.3594,0.4071,0.3594 ± 0.165,0.4071 ± 0.1681,0.029988925904035568
noun_ratio*,0.023657478025058243,*,0.4324,0.4568,0.4324 ± 0.1226,0.4568 ± 0.1498,0.028690369799733162
C_ratio*,0.001034349462077979,*,0.984,0.9913,0.984 ± 0.0318,0.9913 ± 0.0234,0.02803286910057068
adj_ratio,0.0636332792498739,,0.0612,0.054,0.0612 ± 0.0472,0.054 ± 0.0503,0.02637629769742489
avg_word_length*,2.689347123537469e-11,*,4.536,4.9631,4.536 ± 0.6823,4.9631 ± 0.903,0.02578519657254219
disgust,0.5599027408556498,,0.0105,0.0076,0.0105 ± 0.0739,0.0076 ± 0.0531,0.025038158521056175
sentence_count,0.9343636589169972,,1.5759,1.582,1.5759 ± 0.7495,1.582 ± 1.1237,0.02484414353966713
anger*,0.0015639736639622144,*,0.0825,0.131,0.0825 ± 0.1791,0.131 ± 0.2082,0.02469288744032383
punctuation_usage,0.7878716619058302,,0.0853,0.084,0.0853 ± 0.0631,0.084 ± 0.0569,0.02375910058617592
readability_score*,0.0001290799435766207,*,8.5966,9.938,8.5966 ± 4.893,9.938 ± 3.9033,0.022616267204284668
sentiment_polarity,0.1483851666273944,,0.0573,0.0299,0.0573 ± 0.2786,0.0299 ± 0.1967,0.022401534020900726
joy*,6.96649588334292e-07,*,0.1505,0.0775,0.1505 ± 0.2225,0.0775 ± 0.1376,0.022244948893785477
pronoun_ratio*,0.00493307228028047,*,0.0283,0.0201,0.0283 ± 0.0371,0.0201 ± 0.0371,0.022059010341763496
stopword_ratio*,2.815524333188224e-09,*,0.251,0.1937,0.251 ± 0.1227,0.1937 ± 0.119,0.02060944214463234
adv_ratio*,5.0940837367112414e-05,*,0.0322,0.0202,0.0322 ± 0.0409,0.0202 ± 0.0332,0.02057141624391079
std_word_length*,8.006236351860595e-06,*,3.492,3.777,3.492 ± 0.7838,3.777 ± 0.8245,0.020128455013036728
sadness,0.10148986852961607,,0.1251,0.0984,0.1251 ± 0.232,0.0984 ± 0.1787,0.019153030589222908
hedges_score*,0.028491091779562154,*,0.2077,0.1444,0.2077 ± 0.3924,0.1444 ± 0.3387,0.01767870783805847
type_token_ratio,0.19070463586007683,,0.9211,0.9132,0.9211 ± 0.0689,0.9132 ± 0.0846,0.016248110681772232
sentence_length_variation,0.3173589675716527,,1.8502,1.6253,1.8502 ± 2.7236,1.6253 ± 2.9837,0.01460325252264738
hedge_C_count,0.055983098265892574,,17.6563,16.7307,17.6563 ± 4.6535,16.7307 ± 7.3382,0.014285335317254066
subordinate_clause_ratio*,0.043159428486528345,*,0.0465,0.0384,0.0465 ± 0.0546,0.0384 ± 0.047,0.010247365571558475
hapax_legomena,0.2561228237020573,,0.8588,0.8478,0.8588 ± 0.1114,0.8478 ± 0.1352,0.007581149227917194
doubt_adverbs_count*,0.015705459972193216,*,0.3096,0.2136,0.3096 ± 0.5139,0.2136 ± 0.493,0.004650899209082127
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
certainty_adverbs_count*,0.008001313231143541,*,0.1734,0.0898,0.1734 ± 0.4803,0.0898 ± 0.297,
certainty_verbs_count,0.21542270147140302,,0.2415,0.195,0.2415 ± 0.4895,0.195 ± 0.4619,
hedge_D_count,0.4009160741014848,,0.0588,0.0433,0.0588 ± 0.2607,0.0433 ± 0.2039,
doubt_verbs_count,0.1617324157659129,,0.0279,0.0124,0.0279 ± 0.1648,0.0124 ± 0.1108,
hedge_I_count,0.7630570338940974,,0.0062,0.0093,0.0062 ± 0.0786,0.0093 ± 0.1669,
hedge_E_count,0.5839042731275015,,0.0929,0.0805,0.0929 ± 0.3012,0.0805 ± 0.2725,
hedge_N_count*,0.0003083534745197771,*,0.1362,0.0372,0.1362 ± 0.4244,0.0372 ± 0.2464,
D_ratio,0.3409362865633244,,0.0032,0.0022,0.0032 ± 0.0142,0.0022 ± 0.0115,
E_ratio,0.9285863762185567,,0.005,0.0049,0.005 ± 0.017,0.0049 ± 0.0182,
I_ratio,0.7323437419269787,,0.0003,0.0002,0.0003 ± 0.0036,0.0002 ± 0.0033,
