feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
doubt_adverbs_count*,9.701561210453567e-05,*,0.1399,0.3679,0.1399 ± 0.4283,0.3679 ± 0.6804,0.09042160212993622
E_ratio*,0.032861159595211034,*,0.0075,0.0033,0.0075 ± 0.0238,0.0033 ± 0.0132,0.07631254941225052
joy*,8.770140205189691e-06,*,0.2016,0.1112,0.2016 ± 0.1949,0.1112 ± 0.1993,0.07393937557935715
D_ratio,0.5906964402303985,,0.0026,0.0019,0.0026 ± 0.0137,0.0019 ± 0.0095,0.07122314721345901
stopword_ratio*,9.466338808168744e-13,*,0.167,0.2479,0.167 ± 0.1048,0.2479 ± 0.1104,0.047833170741796494
doubt_adjectives_count,0.09504054252620109,,0.0984,0.1606,0.0984 ± 0.3156,0.1606 ± 0.4084,0.04085737466812134
adv_ratio*,0.0003217297641504933,*,0.0167,0.0292,0.0167 ± 0.0306,0.0292 ± 0.0365,0.04038194939494133
adj_ratio*,0.0005271391021776811,*,0.0442,0.0607,0.0442 ± 0.0451,0.0607 ± 0.0478,0.039540164172649384
sadness,0.06401360018723726,,0.0547,0.0821,0.0547 ± 0.1146,0.0821 ± 0.1702,0.031491540372371674
fear*,0.032056219340172436,*,0.262,0.3401,0.262 ± 0.3312,0.3401 ± 0.3807,0.03024984709918499
sentiment_polarity,0.12096494198458829,,0.1027,0.065,0.1027 ± 0.2337,0.065 ± 0.2426,0.029107609763741493
anger*,0.0001402575187180882,*,0.0558,0.1271,0.0558 ± 0.1086,0.1271 ± 0.2332,0.028094301000237465
hedge_C_count*,4.324514290080795e-07,*,15.8964,20.1969,15.8964 ± 7.1063,20.1969 ± 9.1903,0.027999620884656906
subordinate_clause_ratio*,0.0018766761418749056,*,0.0292,0.0434,0.0292 ± 0.0411,0.0434 ± 0.048,0.027861546725034714
verb_ratio*,0.009586603901319444,*,0.0972,0.116,0.0972 ± 0.0683,0.116 ± 0.0737,0.026531243696808815
avg_word_length*,0.0009554373801605566,*,4.9258,4.6443,4.9258 ± 0.8485,4.6443 ± 0.8124,0.024438979104161263
punctuation_usage,0.7767587960358983,,0.0835,0.0851,0.0835 ± 0.0513,0.0851 ± 0.0591,0.02386685274541378
sentence_length_variation*,1.113388205521618e-06,*,1.1376,2.7655,1.1376 ± 2.4031,2.7655 ± 3.8857,0.022399716079235077
C_ratio,0.2530267549830599,,0.9886,0.9915,0.9886 ± 0.0279,0.9915 ± 0.0221,0.022098718211054802
disgust*,0.02290884252022449,*,0.0021,0.0182,0.0021 ± 0.0032,0.0182 ± 0.098,0.021761082112789154
word_count*,2.5668170998025934e-06,*,21.487,26.2383,21.487 ± 8.5331,26.2383 ± 10.8774,0.02101125568151474
surprise*,0.03168012815408274,*,0.1842,0.1437,0.1842 ± 0.1748,0.1437 ± 0.1934,0.01941787637770176
certainty_verbs_count*,3.11668640801987e-05,*,0.0933,0.3212,0.0933 ± 0.3703,0.3212 ± 0.6538,0.018557891249656677
readability_score,0.11211034116942965,,10.2171,9.5627,10.2171 ± 4.0841,9.5627 ± 3.99,0.01712183654308319
std_word_length*,0.0005535346420958473,*,3.8644,3.5676,3.8644 ± 0.7697,3.5676 ± 0.8992,0.016805069521069527
hapax_legomena,0.08988669637953821,,0.8485,0.8263,0.8485 ± 0.1288,0.8263 ± 0.1275,0.01651524379849434
sentiment_subjectivity*,0.004503729118864829,*,0.2323,0.3226,0.2323 ± 0.3238,0.3226 ± 0.2965,0.015853051096200943
noun_ratio*,5.1960554407790696e-05,*,0.4632,0.4052,0.4632 ± 0.135,0.4052 ± 0.1433,0.01467919908463955
function_word_ratio*,1.8021784672657593e-12,*,0.2139,0.3074,0.2139 ± 0.121,0.3074 ± 0.1308,0.014481118880212307
punctuation_density*,1.007228185487563e-08,*,0.4412,0.3419,0.4412 ± 0.1667,0.3419 ± 0.1662,0.013724726624786854
certainty_adjectives_count,0.10840281203542118,,0.1917,0.2746,0.1917 ± 0.5098,0.2746 ± 0.5023,0.013161865063011646
pronoun_ratio*,1.673754550748324e-07,*,0.0118,0.0297,0.0118 ± 0.0282,0.0297 ± 0.0373,0.01123124174773693
type_token_ratio*,0.045334614026010196,*,0.9176,0.9025,0.9176 ± 0.0723,0.9025 ± 0.0757,0.0110293198376894
sentence_count*,3.3496854832000615e-05,*,1.4197,1.8653,1.4197 ± 0.9869,1.8653 ± 1.0957,
certainty_adverbs_count*,0.001106680626308173,*,0.0363,0.1347,0.0363 ± 0.1874,0.1347 ± 0.3715,
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
hedge_D_count,1.0,,0.0415,0.0415,0.0415 ± 0.1998,0.0415 ± 0.1998,
hedges_score,0.6535492401709062,,0.1537,0.1698,0.1537 ± 0.3462,0.1698 ± 0.3583,
doubt_verbs_count,1.0,,0.0155,0.0155,0.0155 ± 0.124,0.0155 ± 0.124,
hedge_E_count,0.24331886475793257,,0.1088,0.0725,0.1088 ± 0.3285,0.0725 ± 0.2794,
hedge_N_count,0.14329370185903162,,0.0363,0.0881,0.0363 ± 0.2771,0.0881 ± 0.4051,
hedge_I_count,0.31794022953781903,,0.0052,0.0,0.0052 ± 0.072,0.0 ± 0.0,
I_ratio,0.3179402295378188,,0.0002,0.0,0.0002 ± 0.0034,0.0 ± 0.0,
N_ratio,0.08005154590787593,,0.0011,0.0033,0.0011 ± 0.0086,0.0033 ± 0.0147,
