feature,mi_score
sadness,0.03423578273313721
readability_score,0.03353647359267509
std_word_length,0.03293708985391475
joy,0.030920190384006174
fear,0.03033647865520228
word_count,0.027031042769977365
anger,0.025485206391943294
avg_word_length,0.023584721667448516
pronoun_ratio,0.019847520197354473
sentiment_subjectivity,0.019622512462360353
stopword_ratio,0.017333166976808423
noun_ratio,0.016881419915470763
verb_ratio,0.016491662839499766
surprise,0.016286290717584473
type_token_ratio,0.013930537543021204
hedges_score,0.012413132778977598
adj_ratio,0.012310020501213659
doubt_adverbs_count,0.011242320494630809
sentence_length_variation,0.01108655653523849
punctuation_density,0.01098077857326496
hedge_N_count,0.009287414586035547
disgust,0.008708780930694937
certainty_verbs_count,0.008188397183854557
subordinate_clause_ratio,0.008153019559427044
sentence_count,0.0058658294205955475
doubt_adjectives_count,0.0044317165715799245
hapax_legomena,0.003678255011714926
C_ratio,0.0013053409002863336
function_word_ratio,0.0010289873088034085
hedge_D_count,0.0004446672773941174
adv_ratio,0.0
sentiment_polarity,0.0
certainty_adverbs_count,0.0
avg_dependency_depth,0.0
punctuation_usage,0.0
certainty_adjectives_count,0.0
hedge_C_count,0.0
doubt_verbs_count,0.0
hedge_I_count,0.0
hedge_E_count,0.0
D_ratio,0.0
E_ratio,0.0
I_ratio,0.0
N_ratio,0.0
