feature,shap_importance,iteration,stance,model
avg_word_length,0.7762130805923196,1,All_Stances,Logistic Regression
noun_ratio,0.7183604610541281,1,All_Stances,Logistic Regression
type_token_ratio,0.6098687992194739,1,All_Stances,Logistic Regression
hapax_legomena,0.5432628881786801,1,All_Stances,Logistic Regression
fear,0.4629226232335452,1,All_Stances,Logistic Regression
word_count,0.39094542090643425,1,All_Stances,Logistic Regression
adj_ratio,0.35260037138303035,1,All_Stances,Logistic Regression
punctuation_density,0.3103064586396163,1,All_Stances,Logistic Regression
std_word_length,0.2933197838151154,1,All_Stances,Logistic Regression
function_word_ratio,0.2354971425172426,1,All_Stances,Logistic Regression
C_ratio,0.23541512462714884,1,All_Stances,Logistic Regression
hedge_N_count,0.198611602695007,1,All_Stances,Logistic Regression
hedge_C_count,0.19125349992295274,1,All_Stances,Logistic Regression
certainty_adjectives_count,0.18810574926743343,1,All_Stances,Logistic Regression
sentence_count,0.18517395075924037,1,All_Stances,Logistic Regression
N_ratio,0.1718025165157369,1,All_Stances,Logistic Regression
stopword_ratio,0.13429420055336738,1,All_Stances,Logistic Regression
E_ratio,0.133376784380835,1,All_Stances,Logistic Regression
hedge_D_count,0.1328328801917305,1,All_Stances,Logistic Regression
anger,0.13168117510599342,1,All_Stances,Logistic Regression
pronoun_ratio,0.12014750704050028,1,All_Stances,Logistic Regression
sentiment_subjectivity,0.11965837748960433,1,All_Stances,Logistic Regression
joy,0.10221679891787289,1,All_Stances,Logistic Regression
doubt_adjectives_count,0.08758182743036641,1,All_Stances,Logistic Regression
D_ratio,0.0866724847530874,1,All_Stances,Logistic Regression
subordinate_clause_ratio,0.08517569240413451,1,All_Stances,Logistic Regression
hedges_score,0.07594581627603585,1,All_Stances,Logistic Regression
punctuation_usage,0.06364019478648623,1,All_Stances,Logistic Regression
adv_ratio,0.060101255938759104,1,All_Stances,Logistic Regression
certainty_adverbs_count,0.056428211404901146,1,All_Stances,Logistic Regression
certainty_verbs_count,0.04976616061468567,1,All_Stances,Logistic Regression
doubt_adverbs_count,0.03729519260300596,1,All_Stances,Logistic Regression
verb_ratio,0.03713016741963602,1,All_Stances,Logistic Regression
hedge_E_count,0.03476405510554532,1,All_Stances,Logistic Regression
sadness,0.02730833609320254,1,All_Stances,Logistic Regression
sentiment_polarity,0.024737377719485993,1,All_Stances,Logistic Regression
surprise,0.01611939900243261,1,All_Stances,Logistic Regression
disgust,0.016117810010974707,1,All_Stances,Logistic Regression
readability_score,0.01214056774712005,1,All_Stances,Logistic Regression
doubt_verbs_count,0.007855829524725869,1,All_Stances,Logistic Regression
hedge_I_count,0.005474641627191287,1,All_Stances,Logistic Regression
I_ratio,0.004283971791427531,1,All_Stances,Logistic Regression
sentence_length_variation,0.001716196264990537,1,All_Stances,Logistic Regression
avg_dependency_depth,0.0,1,All_Stances,Logistic Regression
