feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
noun_ratio*,9.892914486740105e-14,*,0.2978,0.4052,0.2978 ± 0.1293,0.4052 ± 0.1433,0.10661744326353073
hedge_C_count*,1.5122770229896383e-11,*,27.7979,20.1969,27.7979 ± 12.0816,20.1969 ± 9.1903,0.06084262952208519
stopword_ratio*,2.5709763681892036e-12,*,0.3338,0.2479,0.3338 ± 0.1226,0.2479 ± 0.1104,0.04994760826230049
sentence_count*,1.3495710911085197e-10,*,2.715,1.8653,2.715 ± 1.413,1.8653 ± 1.0957,0.04622814059257507
C_ratio,0.8023850858245071,,0.992,0.9915,0.992 ± 0.0208,0.9915 ± 0.0221,0.045394495129585266
disgust,0.1037472263471728,,0.0058,0.0182,0.0058 ± 0.0393,0.0182 ± 0.098,0.04234291985630989
std_word_length*,7.690924000554215e-07,*,3.1492,3.5676,3.1492 ± 0.7272,3.5676 ± 0.8992,0.04154068976640701
joy*,0.016236542985993717,*,0.1675,0.1112,0.1675 ± 0.2557,0.1112 ± 0.1993,0.04012056067585945
punctuation_usage,0.45331821451525967,,0.0808,0.0851,0.0808 ± 0.0528,0.0851 ± 0.0591,0.03954713046550751
punctuation_density*,6.761569078443819e-10,*,0.24,0.3419,0.24 ± 0.1498,0.3419 ± 0.1662,0.0375654511153698
sentence_length_variation*,1.6124917177612694e-05,*,4.5097,2.7655,4.5097 ± 3.9586,2.7655 ± 3.8857,0.03482073172926903
anger,0.15005147202430055,,0.1611,0.1271,0.1611 ± 0.2309,0.1271 ± 0.2332,0.03298424929380417
sentiment_subjectivity*,0.03494283887040537,*,0.3863,0.3226,0.3863 ± 0.2946,0.3226 ± 0.2965,0.031457237899303436
subordinate_clause_ratio,0.07339225140229763,,0.0523,0.0434,0.0523 ± 0.0487,0.0434 ± 0.048,0.028550831601023674
certainty_adverbs_count*,0.00039095117228996756,*,0.3109,0.1347,0.3109 ± 0.5744,0.1347 ± 0.3715,0.026894565671682358
sadness*,0.001912049895837604,*,0.0369,0.0821,0.0369 ± 0.1067,0.0821 ± 0.1702,0.025559192523360252
sentiment_polarity*,4.020476664080985e-05,*,0.1721,0.065,0.1721 ± 0.2636,0.065 ± 0.2426,0.0254634078592062
surprise*,0.0003367135044587808,*,0.0809,0.1437,0.0809 ± 0.1441,0.1437 ± 0.1934,0.024646244943141937
word_count*,1.4957342801050095e-09,*,34.0829,26.2383,34.0829 ± 13.823,26.2383 ± 10.8774,0.02273174189031124
adv_ratio*,0.008822567221226462,*,0.0396,0.0292,0.0396 ± 0.0411,0.0292 ± 0.0365,0.022671828046441078
fear*,0.009576718772776225,*,0.4374,0.3401,0.4374 ± 0.3528,0.3401 ± 0.3807,0.022609759122133255
type_token_ratio*,3.557190830068367e-05,*,0.8672,0.9025,0.8672 ± 0.0894,0.9025 ± 0.0757,0.02225690335035324
doubt_adverbs_count,0.939066813608582,,0.3731,0.3679,0.3731 ± 0.6501,0.3679 ± 0.6804,0.021876810118556023
adj_ratio,0.6469725032944335,,0.0586,0.0607,0.0586 ± 0.0456,0.0607 ± 0.0478,0.021261470392346382
verb_ratio*,0.0010509513714270047,*,0.1396,0.116,0.1396 ± 0.066,0.116 ± 0.0737,0.02061348222196102
pronoun_ratio*,1.1224676232640747e-12,*,0.0646,0.0297,0.0646 ± 0.0543,0.0297 ± 0.0373,0.019880767911672592
hedges_score,0.7704510473002718,,0.1592,0.1698,0.1592 ± 0.358,0.1698 ± 0.3583,0.01943262480199337
hapax_legomena*,0.00010228632903911838,*,0.773,0.8263,0.773 ± 0.139,0.8263 ± 0.1275,0.019321968778967857
avg_word_length*,2.5895667733414275e-05,*,4.3337,4.6443,4.3337 ± 0.6055,4.6443 ± 0.8124,0.017491159960627556
readability_score*,0.0025049993280304656,*,8.3901,9.5627,8.3901 ± 3.5694,9.5627 ± 3.99,0.013336597941815853
function_word_ratio*,3.768210126512063e-11,*,0.3983,0.3074,0.3983 ± 0.1315,0.3074 ± 0.1308,0.009069162420928478
certainty_adjectives_count*,5.440844880098198e-07,*,0.6684,0.2746,0.6684 ± 0.9486,0.2746 ± 0.5023,0.006922165397554636
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.07884200341888258,,0.0466,0.0155,0.0466 ± 0.2114,0.0155 ± 0.124,
doubt_adjectives_count,0.05263575417081265,,0.2487,0.1606,0.2487 ± 0.4791,0.1606 ± 0.4084,
certainty_verbs_count*,0.00010367188167226738,*,0.6218,0.3212,0.6218 ± 0.8397,0.3212 ± 0.6538,
hedge_D_count,0.6487610505944567,,0.0518,0.0415,0.0518 ± 0.2445,0.0415 ± 0.1998,
hedge_E_count,0.4204075768922808,,0.0518,0.0725,0.0518 ± 0.2222,0.0725 ± 0.2794,
hedge_I_count,0.31794022953781903,,0.0052,0.0,0.0052 ± 0.072,0.0 ± 0.0,
hedge_N_count,0.1452173566952645,,0.1606,0.0881,0.1606 ± 0.5591,0.0881 ± 0.4051,
D_ratio,0.7037598126103115,,0.0016,0.0019,0.0016 ± 0.0074,0.0019 ± 0.0095,
E_ratio,0.32077337293356584,,0.0021,0.0033,0.0021 ± 0.0113,0.0033 ± 0.0132,
I_ratio,0.3179402295378188,,0.0001,0.0,0.0001 ± 0.0015,0.0 ± 0.0,
N_ratio,0.5320444586745645,,0.0042,0.0033,0.0042 ± 0.0141,0.0033 ± 0.0147,
