feature,mi_score
verb_ratio,0.07297577937842381
joy,0.06488047201054958
fear,0.05327301480710567
noun_ratio,0.04881293531607778
sentiment_subjectivity,0.039307278249399946
disgust,0.03920474669686569
std_word_length,0.035966135615550954
sentiment_polarity,0.03299725134910059
hedge_E_count,0.03257649461550227
word_count,0.03137221524725353
subordinate_clause_ratio,0.031025912102232045
surprise,0.030013826312735636
anger,0.029730387763977184
doubt_adverbs_count,0.02844880685778306
I_ratio,0.02473860022575014
hedge_D_count,0.020996122692547914
avg_word_length,0.02006700333279099
hedge_C_count,0.019677145512592364
E_ratio,0.016351720103302325
C_ratio,0.0151336365930832
certainty_adjectives_count,0.01417470162005574
hapax_legomena,0.005916429154024794
adv_ratio,0.00448295885169947
punctuation_density,0.0034419748474456835
N_ratio,0.000945155108775575
certainty_verbs_count,0.0006188778183995325
type_token_ratio,0.0
sentence_count,0.0
adj_ratio,0.0
stopword_ratio,0.0
pronoun_ratio,0.0
avg_dependency_depth,0.0
punctuation_usage,0.0
function_word_ratio,0.0
sentence_length_variation,0.0
readability_score,0.0
certainty_adverbs_count,0.0
sadness,0.0
doubt_verbs_count,0.0
hedges_score,0.0
doubt_adjectives_count,0.0
hedge_I_count,0.0
hedge_N_count,0.0
D_ratio,0.0
