target,text,stance,dataset,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,type,label
healthcare,"BREAKING: Judge rules against Anthem-Cigna merger, saying it would constrict competition in national account markets https://t.co/8oyDy6fr38",0,wtwt,20.0,1.0,6.25,3.948100809249936,0.95,0.9,0.15,0.4,0.45,0.15,0.05,0.0,0.05,1.0,0.2,0.05,14.3,0.0,0.1,0.0,0.0,0.2648776769638061,0.0294683407992124,0.0730370804667472,0.0309643223881721,0.012999446131289,0.1099815294146537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
Bernie Sanders,"You need a mirror. You think you have vetted your sources of information more intensely than others have. If any of your information is coming from cable news, you are being lied to and led by the nose. #BernieSanders",0,pstance,44.0,4.0,4.068181818181818,2.6917190120199064,0.8181818181818182,0.6590909090909091,0.5227272727272727,0.1136363636363636,0.2045454545454545,0.25,0.0,0.0454545454545454,0.1363636363636363,1.0,0.5454545454545454,0.0681818181818181,6.121025641025643,7.628073151196179,0.1136363636363636,0.35,0.75,0.7316988110542297,0.0010650536278262,0.2164092361927032,0.0227237604558467,0.0104032717645168,0.0057403636164963,0.0,2.0,0.0,0.0,0.0,0.0,0.973097562789917,37.0,1.0,0.0,0.0,1.0,0.9487179487179488,0.0256410256410256,0.0,0.0,0.0256410256410256,test,0
Joe Biden,"@JoeBiden The apple doesn't fall far from the tree. ""Hunter Biden faces a paternity suit""",0,pstance,20.0,2.0,3.85,2.080264406271472,1.0,1.0,0.25,0.25,0.35,0.15,0.05,0.1,0.0,1.0,0.3157894736842105,0.05,6.215000000000003,1.5,0.0,0.1,1.0,0.0222916677594184,0.0081151640042662,0.028068471699953,0.834987461566925,0.000446922465926,0.0559411235153675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
healthcare,Cigna raises consumers/small biz premiums ~ 20%. Wastes BILLIONS of healthcare $$ on failed Anthem-Cigna merger. Press ignoring this.,0,wtwt,24.0,3.0,4.791666666666667,3.807658583550906,0.875,0.7916666666666666,0.125,0.375,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.0,0.0,1.0,0.1071428571428571,0.125,6.7,2.494438257849294,0.0,-0.35,0.15,0.1612654775381088,0.0036817723885178,0.0068847076036036,0.214009016752243,0.0459798499941825,0.0218062195926904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
face_masks,"So. @Jack doesn't want the truth told about hydroxycloriquine not only curing but preventing the Chinese virus, or that masks do NOT work. I will do my part, I can assure you.",0,covid,39.0,3.0,3.692307692307693,2.87476952167671,0.8461538461538461,0.717948717948718,0.4871794871794871,0.1794871794871795,0.1794871794871795,0.2307692307692307,0.0512820512820512,0.1282051282051282,0.1025641025641025,1.0,0.5526315789473685,0.0769230769230769,6.875000000000004,8.65383665716478,0.0769230769230769,0.0,0.5,0.1864423602819442,0.0046300645917654,0.6972549557685852,0.0564397424459457,0.0018933813553303,0.0089302137494087,1.0,2.0,1.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
healthcare,"Still think ANTM/CI gets killed, AET/HUM will be approved...U.S. Antitrust Watchdogs Turn to Insurers https://t.co/pOdgV5Qvp3 via @business",0,wtwt,24.0,2.0,5.125,3.585997071945263,1.0,1.0,0.125,0.5833333333333334,0.4166666666666667,0.2083333333333333,0.0416666666666666,0.0416666666666666,0.0,1.0,0.2083333333333333,0.25,5.5,0.5,0.1666666666666666,-0.2,0.0,0.1611726731061935,0.0243800692260265,0.2992477715015411,0.1476886421442031,0.0011066793231293,0.1581844687461853,0.0,1.0,1.0,1.0,0.0,0.0,0.9635284543037416,16.0,1.0,0.0,0.0,0.0,0.9411764705882352,0.0588235294117647,0.0,0.0,0.0,,0
Bernie Sanders,"So you want me to stop mentioning that #Bernie's a TRAITOR, is that it?",0,pstance,18.0,1.0,3.2222222222222223,2.34652356466032,0.9444444444444444,0.8888888888888888,0.5,0.2222222222222222,0.1666666666666666,0.1666666666666666,0.0,0.0555555555555555,0.1666666666666666,1.0,0.5555555555555556,0.0555555555555555,5.041428571428572,0.0,0.1666666666666666,0.0,0.0,0.122416190803051,0.004282075446099,0.7837026119232178,0.0091895433142781,0.0039692143909633,0.0333930999040603,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
Joe Biden,If I don't vote for Biden I'll be stripped of my racial identity,0,pstance,15.0,1.0,3.466666666666667,2.217105219775452,0.9333333333333332,0.8666666666666667,0.5333333333333333,0.1333333333333333,0.1333333333333333,0.2666666666666666,0.0666666666666666,0.0666666666666666,0.2,1.0,0.6666666666666666,0.0,5.818461538461541,0.0,0.1333333333333333,0.0,0.0,0.6071866154670715,0.0018742469837889,0.0982512906193733,0.1130105257034301,0.0757496580481529,0.0019642519764602,0.0,0.0,0.0,0.0,0.0,0.0,0.9714060425758362,12.0,0.0,0.0,0.0,1.0,0.9230769230769232,0.0,0.0,0.0,0.0769230769230769,test,1
Joe Biden,Sounds like #JoeBiden is ashamed of something and wants to keep it hidden.,0,pstance,15.0,1.0,4.133333333333334,2.499777767900357,1.0,1.0,0.3333333333333333,0.1333333333333333,0.2,0.2666666666666666,0.0,0.0,0.1333333333333333,1.0,0.4666666666666667,0.0666666666666666,4.91076923076923,0.0,0.0666666666666666,0.0166666666666666,0.2166666666666666,0.027576008811593,0.0032509884331375,0.1379945427179336,0.2624837160110473,0.4253648221492767,0.0333006456494331,0.0,1.0,0.0,0.0,0.0,0.0,0.8921663165092468,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
healthcare,U.S. Sues to Block Anthem-Cigna and Aetna-Humana Mergers https://t.co/oYioN5b8sU https://t.co/x98WFh5Q3O,0,wtwt,14.0,1.0,6.785714285714286,5.293912561053652,0.8571428571428571,0.7142857142857143,0.1428571428571428,1.0,0.6428571428571429,0.0,0.0714285714285714,0.0,0.0,1.0,0.1428571428571428,0.2857142857142857,11.9,0.0,0.0714285714285714,0.0,0.0,0.0104330126196146,0.0025509549304842,0.0023541827686131,0.9422621130943298,0.0028606501873582,0.0148729849606752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
