true_outcome,predicted_correctness_probability
1,0.6426176625918828
1,0.587087956219385
1,0.7055899055355319
1,0.6050747022778523
1,0.6421087589347623
1,0.6251111241149313
1,0.6180920210280717
0,0.49940414342898976
1,0.668799380361163
0,0.5730900801445399
1,0.5316012340223946
1,0.6360971290157483
1,0.6239478182319945
1,0.283663863747539
1,0.521230145418516
0,0.711358955186172
1,0.4372080530095031
1,0.6889157364024845
1,0.6615748053937307
1,0.734267649168822
1,0.648515198794917
1,0.690783800813722
1,0.7582334662444703
1,0.6606795014130198
1,0.4878987065778884
1,0.5007523505930502
1,0.6349086709258515
1,0.7152784709044937
1,0.4914407677699186
1,0.6261411448171161
1,0.5587481570273999
1,0.6094255817871819
1,0.6657154214943249
1,0.5903456508807682
1,0.7061048575724682
1,0.6074073529908149
1,0.800310142303314
0,0.5511048399697025
1,0.5960500495684325
1,0.7374986414987221
0,0.6138612390311247
1,0.605728061143845
1,0.46062126781052715
1,0.5395369823227418
1,0.6098360032115439
1,0.6603394227100388
1,0.6351764482736817
1,0.6751231980274353
1,0.6602480556309523
1,0.5659136218620241
0,0.4611869580612509
1,0.5387049435438113
1,0.6700510567609392
1,0.716782923297592
1,0.5958852096527985
1,0.6485365334011757
1,0.6553467895716428
0,0.7088505179031318
1,0.6154279445098151
1,0.6758165949401224
1,0.6138827287684515
0,0.6845654661979896
0,0.5601494745444687
0,0.6317451718757792
1,0.7095037575496197
1,0.5529663709792194
0,0.6631805540257386
0,0.6037988362658392
1,0.598100522825369
1,0.6420482543593683
1,0.547947436865047
1,0.5949841974581952
1,0.6573101771739178
1,0.636935450285304
0,0.6069657620331259
1,0.6104409253833972
1,0.8236969201355705
1,0.6336281940159952
1,0.6589392319243679
1,0.7091992525970094
1,0.5946306973501336
1,0.7238827040232758
1,0.6873233180199396
0,0.6378301875609049
1,0.04711022662295834
1,0.4743243167396678
0,0.40544144067842575
1,0.5644278540427399
1,0.6314680943598595
0,0.5300459705524246
1,0.49794898663212783
1,0.6167405783339572
1,0.6185145775697906
1,0.5966103390891575
1,0.6445131926658761
1,0.650846890107739
1,0.6918645687961154
1,0.6174831251804462
1,0.5923251476355165
1,0.6558064199925098
1,0.09863753053212422
1,0.4201711803673459
1,0.622000501714007
1,0.3937983216706092
1,0.6207743497240746
1,0.6259088507642008
1,0.6813844232200376
0,0.7105969880011143
0,0.6268077965610435
1,0.6103951277113109
1,0.3206772375237337
0,0.6163322833412086
1,0.6537840061904574
1,0.6307147568190916
1,0.6567771535793874
1,0.625636706279771
1,0.5072104090648926
1,0.7394452377550891
1,0.5603789355232752
1,0.6594681900070544
1,0.7009631904379813
1,0.5772783642525018
1,0.5747154075349761
1,0.6814884346564445
1,0.5738984822165335
1,0.6451064073440889
1,0.5923383724815501
1,0.6894097521209503
1,0.6505986246785667
1,0.4513720022447512
1,0.5888407531390504
1,0.5857891535750084
0,0.5691381032596693
1,0.7456105074469752
1,0.6763552572958438
1,0.6986940464114518
1,0.6867707373836457
0,0.5955275041817119
1,0.7161825546822862
1,0.6123107465303095
1,0.8121040306126615
1,0.5572017633411819
1,0.3727016549523402
1,0.48484686157477974
1,0.6477511506506434
1,0.6912963507179488
1,0.6338423814088253
1,0.6147667899100829
1,0.5878227385396771
1,0.6470688083838494
1,0.6983998502710329
1,0.549699614982812
1,0.6625900010059339
1,0.5476706918388617
0,0.6292826974098013
1,0.6548401164279065
0,0.6242579814814383
1,0.6071771391798434
1,0.6581800987007397
1,0.3478739548894285
0,0.4780267860016752
1,0.5782701149278979
1,0.6867365578436185
1,0.44425032783229285
1,0.5359811859061095
1,0.6565027836744455
1,0.5663353624212953
1,0.5737166504341775
1,0.6146013218010282
1,0.5500083271646737
1,0.5683876455477574
1,0.5882312035790355
1,0.4993173133235294
1,0.6019961838255089
1,0.6228848577849997
1,0.5212504930911468
0,0.5181743690607388
1,0.49317357107455656
1,0.6991046605590749
1,0.7183110030629242
1,0.6520199423858469
1,0.5942284700157879
1,0.7234603812855291
1,0.42584009440282977
0,0.6347370071381526
0,0.5780222334860232
1,0.6318298867779104
1,0.500468575522959
1,0.629247449337577
1,0.6193314328799732
1,0.5911342467360258
1,0.6464685003738264
1,0.7042821121224602
1,0.6912889701088948
1,0.6125438587102008
0,0.6216059351573504
1,0.7486223828738222
1,0.6154969253054526
1,0.7258649980915634
1,0.653507680930197
1,0.5170483985123548
1,0.5930766151104011
1,0.40664879526918235
1,0.6315415076903556
1,0.5982639624238015
1,0.6008816210667999
1,0.5691600754716403
1,0.5873594575821723
1,0.6318775413742231
1,0.580882984529501
1,0.7933324710416191
1,0.05513059145473409
1,0.6964338170305258
1,0.6310173386448494
1,0.6533520011291587
1,0.5406854918665238
1,0.6543922361209288
1,0.6449030598502494
1,0.5422231765385993
1,0.6966905299242518
1,0.49149735136368694
1,0.6421111650092917
1,0.6130021926158657
