feature,mi_score
joy,0.04477884910780783
anger,0.03976115847588502
surprise,0.033230143858677286
std_word_length,0.029955914257303373
sentiment_subjectivity,0.028864208570029692
verb_ratio,0.024037544824287327
sentiment_polarity,0.021763025245620016
disgust,0.018727354141022223
readability_score,0.01728610988770929
fear,0.013868916450711977
sadness,0.013487590161535667
noun_ratio,0.0134059291474673
hedge_D_count,0.011114737470105274
doubt_adverbs_count,0.009475151337576593
punctuation_density,0.009313066173357365
function_word_ratio,0.009241522365879273
certainty_adjectives_count,0.00809987570438575
hedge_C_count,0.005538931251077406
type_token_ratio,0.004973723311587186
pronoun_ratio,0.004541998690820392
adv_ratio,0.0027012451877159727
certainty_verbs_count,0.0023356020022435864
avg_word_length,0.0021261878947906876
hedge_E_count,0.0017694302487316627
hedge_I_count,0.0008337478495374917
sentence_count,0.0
hapax_legomena,0.0
word_count,0.0
adj_ratio,0.0
stopword_ratio,0.0
certainty_adverbs_count,0.0
subordinate_clause_ratio,0.0
punctuation_usage,0.0
avg_dependency_depth,0.0
sentence_length_variation,0.0
doubt_verbs_count,0.0
doubt_adjectives_count,0.0
hedges_score,0.0
hedge_N_count,0.0
C_ratio,0.0
D_ratio,0.0
E_ratio,0.0
I_ratio,0.0
N_ratio,0.0
