true_outcome,predicted_correctness_probability
1,0.5290214644305022
1,0.47121166240023865
1,0.5466977625027093
1,0.4923091189911836
1,0.51968741679002
1,0.545008164735326
1,0.5345110016675436
0,0.4899088912994971
1,0.5518332410612194
0,0.5599327393036437
1,0.5802138616384116
1,0.5624104092833819
1,0.5099144836278947
1,0.47791693893192233
1,0.48175225774922054
0,0.5245687068947846
1,0.5187106776252741
1,0.4963717924225478
1,0.5428242384482871
1,0.5560145887043657
1,0.5099144836278947
1,0.553725747201632
1,0.5967179957868015
1,0.4847672544336799
1,0.5134340035284353
1,0.48621718039552697
1,0.549766977187334
1,0.5511649362272872
1,0.5341484306165329
1,0.553725747201632
1,0.44214794820316133
1,0.4835108584418923
1,0.5511649362272872
1,0.4847672544336799
1,0.5967179957868015
1,0.5482807846503819
1,0.5887486869661188
0,0.444122892384912
1,0.4769185668163573
1,0.5882156909370025
0,0.5631638710294515
1,0.444122892384912
1,0.4903533461078177
1,0.48621718039552697
1,0.4606966778112062
1,0.5175638888330362
1,0.549766977187334
1,0.5060878148865495
1,0.525899192851371
1,0.5796604025728417
0,0.5099144836278947
1,0.5099144836278947
1,0.5624104092833819
1,0.4946053222659641
1,0.4923091189911836
1,0.5967179957868015
1,0.5318815590663354
0,0.5560145887043657
1,0.5099144836278947
1,0.5318815590663354
1,0.525899192851371
0,0.5432008972980978
0,0.5369364816143234
0,0.5130569696596201
1,0.5796604025728417
1,0.4989112406997573
0,0.5796604025728417
0,0.5099144836278947
1,0.49524320103902664
1,0.5375137236418653
1,0.4831285176928698
1,0.4659503878755715
1,0.5318815590663354
1,0.5318815590663354
0,0.5187106776252741
1,0.523983181441573
1,0.5967179957868015
1,0.4769185668163573
1,0.545008164735326
1,0.5624104092833819
1,0.49524320103902664
1,0.5670713161514591
1,0.5412632777003528
0,0.47535007198740986
1,0.5099144836278947
1,0.5006487982528073
0,0.5099144836278947
1,0.5664844426630022
1,0.5580725181550608
0,0.5645758237291404
1,0.5236537942946539
1,0.503627408640389
1,0.4963717924225478
1,0.471669483919721
1,0.5570701817870098
1,0.4923091189911836
1,0.5400920237438287
1,0.42865788712064634
1,0.5511649362272872
1,0.5294453069879816
1,0.47019281528683543
1,0.444122892384912
1,0.4899088912994971
1,0.5065293985039441
1,0.5060878148865495
1,0.5412632777003528
1,0.5284190899989372
0,0.5522249190991956
0,0.4606966778112062
1,0.4659503878755715
1,0.46108555666616935
0,0.5099144836278947
1,0.5268200842685199
1,0.5099144836278947
1,0.49419526648365186
1,0.5166816170571579
1,0.5816779233158512
1,0.5860816484707723
1,0.476073934128848
1,0.5318815590663354
1,0.545008164735326
1,0.4903533461078177
1,0.545008164735326
1,0.503627408640389
1,0.5274952890388437
1,0.4903533461078177
1,0.42624905028514254
1,0.5482807846503819
1,0.5019124690270298
1,0.4847672544336799
1,0.4659503878755715
1,0.5645758237291404
0,0.553725747201632
1,0.545008164735326
1,0.5294453069879816
1,0.553725747201632
1,0.5482807846503819
0,0.47368984333000275
1,0.5710569855028592
1,0.5284190899989372
1,0.5967179957868015
1,0.5664844426630022
1,0.4747228084617764
1,0.47287450315375484
1,0.545008164735326
1,0.549766977187334
1,0.5019124690270298
1,0.48790905221607195
1,0.48175225774922054
1,0.5224772456395522
1,0.549766977187334
1,0.5518332410612194
1,0.4946053222659641
1,0.5172453030354883
0,0.5175638888330362
1,0.4847672544336799
0,0.5019124690270298
1,0.5816779233158512
1,0.5134340035284353
1,0.44722992304492826
0,0.5825177552023986
1,0.5028728433393295
1,0.5482807846503819
1,0.48058010569604825
1,0.5345110016675436
1,0.5482807846503819
1,0.5404485398246256
1,0.545008164735326
1,0.545008164735326
1,0.4659503878755715
1,0.47048556238698397
1,0.5065293985039441
1,0.5224772456395522
1,0.4659503878755715
1,0.5224772456395522
1,0.476073934128848
0,0.5645758237291404
1,0.5599327393036437
1,0.545008164735326
1,0.5696944769214604
1,0.5047370324994535
1,0.4923091189911836
1,0.5845553462334137
1,0.4747228084617764
0,0.5318815590663354
0,0.4886675697722542
1,0.5099144836278947
1,0.5511649362272872
1,0.5130569696596201
1,0.5284190899989372
1,0.5580725181550608
1,0.4886675697722542
1,0.5209081282790963
1,0.549766977187334
1,0.4831285176928698
0,0.5585549563779413
1,0.49419526648365186
1,0.5099144836278947
1,0.5664844426630022
1,0.549766977187334
1,0.4747228084617764
1,0.47287450315375484
1,0.523983181441573
1,0.5294453069879816
1,0.5967179957868015
1,0.5209081282790963
1,0.48621718039552697
1,0.5187106776252741
1,0.5245687068947846
1,0.4488526357960752
1,0.58963655048879
1,0.5139138426488687
1,0.545008164735326
1,0.5357477320619243
1,0.5145451706961535
1,0.48241168237800464
1,0.5236537942946539
1,0.5631638710294515
1,0.5357477320619243
1,0.5845553462334137
1,0.5001339661284049
1,0.545008164735326
1,0.45283281759073984
1,0.5391807415097639
1,0.5318815590663354
1,0.5357477320619243
1,0.5345110016675436
1,0.5006487982528073
1,0.5624104092833819
1,0.4769185668163573
1,0.5645758237291404
1,0.5187106776252741
1,0.5585549563779413
0,0.5224772456395522
1,0.5028728433393295
1,0.5202618994293194
1,0.47368984333000275
1,0.5134340035284353
1,0.4513790088545389
1,0.48790905221607195
1,0.48241168237800464
1,0.5318815590663354
1,0.5224772456395522
0,0.5047370324994535
1,0.5145451706961535
1,0.5391807415097639
1,0.5560145887043657
1,0.553725747201632
1,0.5696944769214604
1,0.5028728433393295
1,0.5357477320619243
1,0.545008164735326
1,0.4989112406997573
1,0.5154131705643796
1,0.48621718039552697
1,0.545008164735326
1,0.5099144836278947
1,0.5357477320619243
1,0.48241168237800464
1,0.4659503878755715
1,0.5028728433393295
1,0.5099144836278947
1,0.4659503878755715
1,0.4484739041200416
0,0.4659503878755715
0,0.5145451706961535
1,0.4606966778112062
1,0.5099144836278947
1,0.5482807846503819
1,0.5145451706961535
1,0.5154131705643796
1,0.5967179957868015
1,0.5068796127837106
1,0.47535007198740986
1,0.4946053222659641
1,0.4989112406997573
1,0.5019124690270298
1,0.5065293985039441
0,0.5019124690270298
1,0.5345110016675436
1,0.5006487982528073
1,0.5369364816143234
1,0.4847672544336799
