feature,shap_importance,iteration,stance,model
type_token_ratio,0.8868678,11,FAVOR,XGBoost
certainty_verbs_count,0.77554756,11,FAVOR,XGBoost
punctuation_density,0.7281284,11,FAVOR,XGBoost
joy,0.7099309,11,FAVOR,XGBoost
disgust,0.666038,11,FAVOR,XGBoost
surprise,0.5317908,11,FAVOR,XGBoost
sentence_length_variation,0.43951583,11,FAVOR,XGBoost
sentiment_polarity,0.39085907,11,FAVOR,XGBoost
std_word_length,0.3878555,11,FAVOR,XGBoost
fear,0.36681354,11,FAVOR,XGBoost
adj_ratio,0.33160156,11,FAVOR,XGBoost
punctuation_usage,0.28893304,11,FAVOR,XGBoost
hapax_legomena,0.27675682,11,FAVOR,XGBoost
word_count,0.22540163,11,FAVOR,XGBoost
sentence_count,0.22071542,11,FAVOR,XGBoost
subordinate_clause_ratio,0.18559061,11,FAVOR,XGBoost
certainty_adverbs_count,0.18383467,11,FAVOR,XGBoost
noun_ratio,0.16669336,11,FAVOR,XGBoost
sadness,0.16281901,11,FAVOR,XGBoost
hedge_C_count,0.1602578,11,FAVOR,XGBoost
adv_ratio,0.14446552,11,FAVOR,XGBoost
anger,0.13793834,11,FAVOR,XGBoost
verb_ratio,0.103863165,11,FAVOR,XGBoost
readability_score,0.091003366,11,FAVOR,XGBoost
avg_word_length,0.09014693,11,FAVOR,XGBoost
pronoun_ratio,0.08488949,11,FAVOR,XGBoost
sentiment_subjectivity,0.07665129,11,FAVOR,XGBoost
doubt_adverbs_count,0.051705148,11,FAVOR,XGBoost
function_word_ratio,0.04902579,11,FAVOR,XGBoost
stopword_ratio,0.041120533,11,FAVOR,XGBoost
hedges_score,0.023588575,11,FAVOR,XGBoost
certainty_adjectives_count,0.0076746605,11,FAVOR,XGBoost
avg_dependency_depth,0.0,11,FAVOR,XGBoost
doubt_verbs_count,0.0,11,FAVOR,XGBoost
doubt_adjectives_count,0.0,11,FAVOR,XGBoost
hedge_D_count,0.0,11,FAVOR,XGBoost
hedge_E_count,0.0,11,FAVOR,XGBoost
hedge_I_count,0.0,11,FAVOR,XGBoost
hedge_N_count,0.0,11,FAVOR,XGBoost
C_ratio,0.0,11,FAVOR,XGBoost
D_ratio,0.0,11,FAVOR,XGBoost
E_ratio,0.0,11,FAVOR,XGBoost
I_ratio,0.0,11,FAVOR,XGBoost
N_ratio,0.0,11,FAVOR,XGBoost
