feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant,coefficient,abs_coef
hedge_C_count,whole,ALL,All Stances,whole,0.1437,0.2415,0.1555,0.0743,small,negligible,False,Cliff's delta,negligible,no,-0.7534179782761601,0.7534179782761601
avg_word_length,whole,ALL,AGAINST,whole,0.2192,0.5437,0.1146,0.0345,small,negligible,False,Cliff's delta,negligible,no,-0.3116957147259381,0.3116957147259381
avg_word_length,whole,ALL,AGAINST,whole,0.5225,0.4884,-0.0656,-0.044,small,negligible,False,Cliff's delta,negligible,no,-0.3116957147259381,0.3116957147259381
sadness,whole,ALL,AGAINST,whole,0.0588,0.2929,0.1434,0.0668,small,negligible,False,Cliff's delta,negligible,no,-0.3473271052656911,0.3473271052656911
anger,whole,ALL,AGAINST,whole,0.8598,0.2259,-0.0304,0.1078,small,negligible,False,Cliff's delta,negligible,no,-0.3272962462585585,0.3272962462585585
disgust,whole,ALL,AGAINST,whole,0.5398,0.0737,-0.1441,0.1591,small,small,False,Cliff's delta,small,no,-0.32625756509344395,0.32625756509344395
pronoun_ratio,whole,ALL,FAVOR,whole,0.9239,0.8726,-0.0096,-0.0091,small,negligible,False,Cliff's delta,negligible,no,-0.3904783231669762,0.3904783231669762
hedge_C_count,whole,ALL,FAVOR,whole,0.1437,0.2415,0.1555,0.0743,small,negligible,False,Cliff's delta,negligible,no,-0.3124005738282437,0.3124005738282437
pronoun_ratio,whole,ALL,FAVOR,whole,0.3489,0.1162,-0.1324,-0.1317,small,negligible,False,Cliff's delta,negligible,no,-0.3904783231669762,0.3904783231669762
std_word_length,whole,ALL,NONE,whole,0.1601,0.0524,-0.1291,-0.1102,small,negligible,False,Cliff's delta,negligible,no,-0.4064163268834572,0.4064163268834572
pronoun_ratio,whole,ALL,NONE,whole,0.9239,0.8726,-0.0096,-0.0091,small,negligible,False,Cliff's delta,negligible,no,-0.36435026262124226,0.36435026262124226
function_word_ratio,whole,ALL,NONE,whole,0.4657,0.5143,0.075,0.0371,small,negligible,False,Cliff's delta,negligible,no,-0.8658642099515147,0.8658642099515147
std_word_length,whole,ALL,NONE,whole,0.8417,0.6951,0.021,-0.0249,small,negligible,False,Cliff's delta,negligible,no,-0.4064163268834572,0.4064163268834572
punctuation_density,whole,ALL,NONE,whole,0.9886,0.9546,0.0015,-0.0036,small,negligible,False,Cliff's delta,negligible,no,-0.557928920181163,0.557928920181163
function_word_ratio,whole,ALL,NONE,whole,0.6579,0.6114,-0.0478,-0.0323,small,negligible,False,Cliff's delta,negligible,no,-0.8658642099515147,0.8658642099515147
pronoun_ratio,whole,ALL,NONE,whole,0.3489,0.1162,-0.1324,-0.1317,small,negligible,False,Cliff's delta,negligible,no,-0.36435026262124226,0.36435026262124226
