target,text,stance,dataset,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,type,label
healthcare,Carl Icahn Backs Off Cigna-Express Scripts Deal https://t.co/cwlFIxX8ye,2,wtwt,10.0,1.0,6.4,4.6303347611160905,1.0,1.0,0.1,0.6,0.9,0.0,0.0,0.0,0.0,1.0,0.1,0.1,10.0,0.0,0.0,0.0,0.0,0.0219751764088869,0.1264443695545196,0.01745499484241,0.1275858879089355,0.0032387690152972,0.19670270383358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,CVS plans to keep Aetna's headquarters in Connecticut - https://t.co/kSdgE1DzmL - #IMF #InternationalEconomyNews… https://t.co/ZsR8L1dKLy,2,wtwt,21.0,1.0,5.904761904761905,6.502049214742204,0.8095238095238095,0.6190476190476191,0.0952380952380952,0.7142857142857143,0.4285714285714285,0.0952380952380952,0.0,0.0,0.0,1.0,0.2222222222222222,0.0952380952380952,16.3,0.0,0.0476190476190476,0.0,0.0,0.0090701160952448,0.0062195183709263,0.9638097882270812,0.0123077612370252,0.0006079734885133,0.0041393246501684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,Anthem loses Cigna takeover appeal https://t.co/5yee9JU8HJ https://t.co/hODdfaCisk,2,wtwt,11.0,1.0,6.909090909090909,5.1425947722658,0.8181818181818182,0.6363636363636364,0.0,0.9090909090909092,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.0,0.0,1.0,0.0,0.1818181818181818,14.3,0.0,0.0,-0.3,0.1,0.0513733960688114,0.1196802929043769,0.0074200038798153,0.3473509550094604,0.0030295348260551,0.2106482535600662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,"I should bid every 71 hours too, this way she'll never see the shiny :hum:",2,wtwt,19.0,1.0,3.1578947368421053,1.4960705687949365,0.9473684210526316,0.8947368421052632,0.3157894736842105,0.2105263157894736,0.2105263157894736,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368,1.0,0.5263157894736842,0.0,3.2,0.0,0.0,0.0,0.0,0.0329095683991909,0.0519427768886089,0.0093269711360335,0.1103020682930946,0.0163764115422964,0.1322956383228302,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,"@TullyMatt @jamesaknight @Greg_Wood_ ""9am (AET) on the day of the Victorian thoroughbred race or 2pm (AET) for a ni… https://t.co/EjSI6QNh6R",2,wtwt,30.0,1.0,4.066666666666666,4.040901989517797,0.8,0.6333333333333333,0.2333333333333333,0.5,0.3333333333333333,0.0333333333333333,0.1333333333333333,0.0,0.0,1.0,0.2758620689655172,0.0333333333333333,11.1,0.0,0.0,0.0,0.0,0.0675120800733566,0.1219896748661995,0.3053406178951263,0.0966373831033706,0.0005516954697668,0.2823565602302551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,"Many States Would See Higher Prices, Lower Quality Care Under Anthem-Cigna Merger, Witness Says https://t.co/aPMKH72bDf",2,wtwt,19.0,1.0,5.526315789473684,3.6615846591423336,0.9473684210526316,0.8947368421052632,0.0526315789473684,0.4210526315789473,0.5789473684210527,0.0526315789473684,0.1052631578947368,0.0,0.0,1.0,0.2,0.0526315789473684,10.3,0.0,0.0526315789473684,0.375,0.5,0.0334051772952079,0.0079992823302745,0.022539060562849,0.7046777606010437,0.0029754107818007,0.0463888980448246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,"DOJ files motion to get hostile Anthem, Cigna letters https://t.co/2XRHUgABxG",2,wtwt,13.0,1.0,5.230769230769231,3.944886586140949,1.0,1.0,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.2307692307692307,0.0769230769230769,0.0,0.0,1.0,0.1818181818181818,0.0769230769230769,7.2,0.0,0.0,0.0,0.0,0.8980036973953247,0.0011886906577274,0.0350331217050552,0.0042518745176494,0.0081599289551377,0.0029664717148989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,"Anthem, Cigna want to merge but are fighting about breaking up https://t.co/NN4eWrJbs3 via @denverpost",2,wtwt,18.0,1.0,4.944444444444445,3.8510059612496375,1.0,1.0,0.2777777777777778,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.0555555555555555,0.0,0.0,1.0,0.4,0.0555555555555555,7.2,0.0,0.0555555555555555,0.0,0.0,0.2445830255746841,0.049255259335041,0.0291797928512096,0.29314985871315,0.0014883893309161,0.042895384132862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,CVS plans to issue $40 billion debt to fund Aetna takeover which puts it on risk for potential credit downgrade.… https://t.co/a9IRzRbgZ0,2,wtwt,24.0,1.0,4.875,3.527422335549478,0.9583333333333334,0.9166666666666666,0.25,0.2916666666666667,0.375,0.1666666666666666,0.0416666666666666,0.0,0.0416666666666666,1.0,0.25,0.0833333333333333,10.3,0.0,0.0833333333333333,0.0,1.0,0.0145849036052823,0.0039674355648458,0.9351516962051392,0.0174970477819442,0.0019907592795789,0.0073180156759917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.9523809523809524,0.0,0.0476190476190476,0.0,0.0,,0
healthcare,CVS Not Expected to Close Aetna Acquisition Until After Thanksgiving | Healthcare Analytics News https://t.co/ji24A2zQIj via @HCA_News,2,wtwt,20.0,1.0,5.9,4.1340053217188775,1.0,1.0,0.2,0.4,0.45,0.15,0.1,0.05,0.0,1.0,0.2941176470588235,0.05,12.3,0.0,0.05,0.05,0.4,0.0144926458597183,0.0132863158360123,0.0395928658545017,0.2652747929096222,0.0010620596585795,0.316374808549881,0.0,0.0,0.0,0.0,0.0,0.0,0.9661710262298584,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
