feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
C_ratio*,0.038927834254238784,*,0.9926,0.9879,0.9926 ± 0.0212,0.9879 ± 0.0283,0.07596591860055923
sentiment_polarity,0.12086275601969927,,0.0276,0.0628,0.0276 ± 0.2514,0.0628 ± 0.2466,0.0529668852686882
hedge_C_count,0.10557206922447628,,19.438,20.8471,19.438 ± 9.5916,20.8471 ± 9.5268,0.042540982365608215
surprise*,0.00014263434418896763,*,0.0341,0.0783,0.0341 ± 0.0975,0.0783 ± 0.1506,0.04070127010345459
disgust,0.3288496734605537,,0.0064,0.0086,0.0064 ± 0.0215,0.0086 ± 0.0275,0.03918666020035744
sentence_length_variation,0.8658074511957555,,2.9703,3.0208,2.9703 ± 3.1994,3.0208 ± 3.364,0.039053160697221756
word_count*,0.042928962312716014,*,25.0702,27.2025,25.0702 ± 11.3104,27.2025 ± 11.7951,0.03857635706663132
fear,0.293085397861082,,0.4857,0.45,0.4857 ± 0.3696,0.45 ± 0.3765,0.03688500449061394
certainty_adjectives_count,0.7026995968901482,,0.3512,0.3306,0.3512 ± 0.6283,0.3306 ± 0.5599,0.033802758902311325
hedges_score,0.5298036064685181,,0.1548,0.1753,0.1548 ± 0.3497,0.1753 ± 0.3689,0.031933341175317764
avg_word_length*,0.028151642972001078,*,4.6058,4.4348,4.6058 ± 0.9026,4.4348 ± 0.8027,0.02924167737364769
verb_ratio*,0.0027400562099023887,*,0.1185,0.1356,0.1185 ± 0.064,0.1356 ± 0.0615,0.028842994943261147
joy,0.5684249743104102,,0.0578,0.0664,0.0578 ± 0.1587,0.0664 ± 0.1736,0.027515627443790436
certainty_verbs_count,0.8383686684047548,,0.3843,0.3967,0.3843 ± 0.6418,0.3967 ± 0.6935,0.027512427419424057
sentence_count*,0.024028553257922653,*,1.9421,2.1942,1.9421 ± 1.1179,2.1942 ± 1.3231,0.026984022930264473
punctuation_density,0.6162802575017607,,0.3188,0.3109,0.3188 ± 0.1848,0.3109 ± 0.1645,0.026658756658434868
function_word_ratio*,0.01224849499699048,*,0.3054,0.3371,0.3054 ± 0.1401,0.3371 ± 0.1373,0.02663285844027996
adv_ratio*,0.002578852744444959,*,0.0264,0.0377,0.0264 ± 0.0337,0.0377 ± 0.0474,0.02588057518005371
sentiment_subjectivity,0.5983822657608336,,0.297,0.3112,0.297 ± 0.313,0.3112 ± 0.2814,0.02506284788250923
readability_score*,0.009810400557344659,*,9.4726,8.5089,9.4726 ± 4.2925,8.5089 ± 3.8744,0.02373429201543331
noun_ratio,0.07688924665340115,,0.3808,0.3593,0.3808 ± 0.1393,0.3593 ± 0.1279,0.023394392803311348
N_ratio,0.13448047892217643,,0.0029,0.0052,0.0029 ± 0.0147,0.0052 ± 0.0188,0.02326035499572754
type_token_ratio,0.17685101948242601,,0.896,0.8863,0.896 ± 0.0763,0.8863 ± 0.0813,0.022696489468216896
hedge_N_count,0.2621976637423591,,0.0785,0.1198,0.0785 ± 0.3945,0.1198 ± 0.4151,0.02226995676755905
pronoun_ratio,0.5438592674311982,,0.0417,0.0445,0.0417 ± 0.0515,0.0445 ± 0.0515,0.021830912679433823
stopword_ratio,0.146587733853065,,0.2566,0.2727,0.2566 ± 0.1231,0.2727 ± 0.1208,0.0209248848259449
subordinate_clause_ratio,0.23724033319143423,,0.0429,0.048,0.0429 ± 0.0485,0.048 ± 0.047,0.020877834409475327
std_word_length,0.27718352147662206,,3.3621,3.2688,3.3621 ± 0.9575,3.2688 ± 0.9298,0.02085961401462555
hapax_legomena,0.27243909368344815,,0.8191,0.8066,0.8191 ± 0.1227,0.8066 ± 0.1279,0.01850038766860962
E_ratio,0.35681737173844497,,0.0028,0.004,0.0028 ± 0.012,0.004 ± 0.0164,0.01791604422032833
adj_ratio,0.8421468322199821,,0.0615,0.0624,0.0615 ± 0.0505,0.0624 ± 0.0493,0.0176639873534441
anger*,0.0009248958214125,*,0.24,0.1658,0.24 ± 0.2739,0.1658 ± 0.2118,0.017331313341856003
punctuation_usage,0.4492209135936117,,0.0762,0.0807,0.0762 ± 0.0698,0.0807 ± 0.0609,0.01591879315674305
doubt_adjectives_count,0.8874057355790725,,0.1033,0.1074,0.1033 ± 0.3183,0.1074 ± 0.3234,0.015191268175840378
sadness,0.3490606072697049,,0.1172,0.1004,0.1172 ± 0.2187,0.1004 ± 0.1739,0.014924829825758934
certainty_adverbs_count,0.19300706189299063,,0.1198,0.1653,0.1198 ± 0.338,0.1653 ± 0.4243,0.006760559976100922
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
hedge_D_count,0.831244879294324,,0.0455,0.0496,0.0455 ± 0.2087,0.0496 ± 0.2175,
doubt_adverbs_count*,0.014365177143417191,*,0.2314,0.3554,0.2314 ± 0.5033,0.3554 ± 0.6023,
doubt_verbs_count,0.09286136286971247,,0.0083,0.0289,0.0083 ± 0.0907,0.0289 ± 0.1679,
hedge_E_count,0.4797279530989047,,0.0579,0.0744,0.0579 ± 0.2339,0.0744 ± 0.2783,
hedge_I_count,0.10193471093185988,,0.0,0.0165,0.0 ± 0.0,0.0165 ± 0.1569,
D_ratio,0.5301940854736321,,0.0017,0.0022,0.0017 ± 0.0085,0.0022 ± 0.0104,
I_ratio,0.15481819131413735,,0.0,0.0007,0.0 ± 0.0,0.0007 ± 0.0072,
