feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant,coefficient,abs_coef
word_count,whole,ALL,All Stances,whole,0.01,0.0042,0.2504,0.1628,small,small,False,Cliff's delta,small,yes,-0.21723792395949917,0.21723792395949917
anger,whole,ALL,All Stances,whole,0.0002,0.1967,0.2923,0.0734,small,negligible,False,Cliff's delta,negligible,yes,-0.15795843703507884,0.15795843703507884
disgust,whole,ALL,All Stances,whole,0.0006,0.0002,0.1645,0.2114,small,small,False,Cliff's delta,small,yes,-0.19533736367192348,0.19533736367192348
type_token_ratio,whole,ALL,All Stances,whole,0.0372,0.0634,-0.2197,-0.1178,small,negligible,False,Cliff's delta,negligible,yes,-0.23214257693227175,0.23214257693227175
adj_ratio,whole,ALL,All Stances,whole,0.0293,0.0166,-0.2471,-0.1517,small,small,False,Cliff's delta,small,yes,-0.15226954304923468,0.15226954304923468
anger,whole,ALL,All Stances,whole,0.0006,0.0003,-0.4944,-0.2291,medium,small,False,Cliff's delta,small,yes,-0.15795843703507884,0.15795843703507884
disgust,whole,ALL,All Stances,whole,0.0461,0.0116,-0.4306,-0.1601,medium,small,False,Cliff's delta,small,yes,-0.19533736367192348,0.19533736367192348
word_count,whole,ALL,All Stances,whole,0.0008,0.0018,-0.5949,-0.2779,medium,small,False,Cliff's delta,small,yes,-0.21723792395949917,0.21723792395949917
std_word_length,whole,ALL,All Stances,whole,0.0,0.0,0.8067,0.4201,large,medium,False,Cliff's delta,medium,yes,-0.20319707235344237,0.20319707235344237
type_token_ratio,whole,ALL,All Stances,whole,0.0012,0.0286,-0.4011,-0.1942,medium,small,False,Cliff's delta,small,yes,-0.23214257693227175,0.23214257693227175
noun_ratio,whole,ALL,All Stances,whole,0.0,0.0001,0.6253,0.3443,medium,medium,False,Cliff's delta,medium,yes,-0.13334896397993928,0.13334896397993928
verb_ratio,whole,ALL,All Stances,whole,0.0,0.0,-0.8435,-0.4552,large,medium,False,Cliff's delta,medium,yes,-0.1792940827018256,0.1792940827018256
punctuation_usage,whole,ALL,All Stances,whole,0.0411,0.0026,-0.32,-0.2563,medium,small,False,Cliff's delta,small,yes,-0.2579681503258666,0.2579681503258666
sentence_length_variation,whole,ALL,All Stances,whole,0.0001,0.0,-0.7255,-0.3897,large,medium,False,Cliff's delta,medium,yes,-0.12011430174836618,0.12011430174836618
fear,whole,ALL,All Stances,whole,0.0016,0.0011,-0.5376,-0.2906,medium,small,False,Cliff's delta,small,yes,-0.39890468796180684,0.39890468796180684
hedges_score,whole,ALL,All Stances,whole,0.0427,0.0169,-0.3796,-0.1207,medium,negligible,False,Cliff's delta,negligible,yes,-0.10505678044872305,0.10505678044872305
N_ratio,whole,ALL,All Stances,whole,0.1,0.0488,-0.3966,-0.062,medium,negligible,False,Cliff's delta,negligible,yes,-0.14343048525072222,0.14343048525072222
punctuation_density,whole,ALL,AGAINST,whole,0.0043,0.0011,-0.2975,-0.186,small,small,False,Cliff's delta,small,yes,-0.22470122535419118,0.22470122535419118
adj_ratio,whole,ALL,AGAINST,whole,0.0293,0.0166,-0.2471,-0.1517,small,small,False,Cliff's delta,small,yes,-0.3536229720448231,0.3536229720448231
adv_ratio,whole,ALL,AGAINST,whole,0.0172,0.0058,-0.2616,-0.1717,small,small,False,Cliff's delta,small,yes,-0.11768488254566184,0.11768488254566184
pronoun_ratio,whole,ALL,AGAINST,whole,0.0016,0.026,0.2867,0.1404,small,negligible,False,Cliff's delta,negligible,yes,-0.3351124132615383,0.3351124132615383
std_word_length,whole,ALL,AGAINST,whole,0.0,0.0,0.8067,0.4201,large,medium,False,Cliff's delta,medium,yes,-0.45112509867157524,0.45112509867157524
punctuation_density,whole,ALL,AGAINST,whole,0.0,0.0,0.9159,0.4957,large,large,False,Cliff's delta,large,yes,-0.22470122535419118,0.22470122535419118
noun_ratio,whole,ALL,AGAINST,whole,0.0,0.0001,0.6253,0.3443,medium,medium,False,Cliff's delta,medium,yes,-0.42002718019946944,0.42002718019946944
verb_ratio,whole,ALL,AGAINST,whole,0.0,0.0,-0.8435,-0.4552,large,medium,False,Cliff's delta,medium,yes,-0.28332222994799067,0.28332222994799067
adv_ratio,whole,ALL,AGAINST,whole,0.0378,0.0006,-0.2823,-0.2792,small,small,False,Cliff's delta,small,yes,-0.11768488254566184,0.11768488254566184
function_word_ratio,whole,ALL,AGAINST,whole,0.0,0.0,-0.6491,-0.378,medium,medium,False,Cliff's delta,medium,yes,-0.19557810360373132,0.19557810360373132
sentence_length_variation,whole,ALL,AGAINST,whole,0.0001,0.0,-0.7255,-0.3897,large,medium,False,Cliff's delta,medium,yes,-0.164212770632748,0.164212770632748
certainty_adverbs_count,whole,ALL,AGAINST,whole,0.0662,0.0167,-0.3144,-0.126,medium,negligible,False,Cliff's delta,negligible,yes,-0.146644517748763,0.146644517748763
hedges_score,whole,ALL,AGAINST,whole,0.0427,0.0169,-0.3796,-0.1207,medium,negligible,False,Cliff's delta,negligible,yes,-0.18427582321524302,0.18427582321524302
punctuation_density,whole,ALL,FAVOR,whole,0.0043,0.0011,-0.2975,-0.186,small,small,False,Cliff's delta,small,yes,-0.2603216871672716,0.2603216871672716
anger,whole,ALL,FAVOR,whole,0.0002,0.1967,0.2923,0.0734,small,negligible,False,Cliff's delta,negligible,yes,-0.6341436760693646,0.6341436760693646
disgust,whole,ALL,FAVOR,whole,0.0006,0.0002,0.1645,0.2114,small,small,False,Cliff's delta,small,yes,-0.6585643317947281,0.6585643317947281
surprise,whole,ALL,FAVOR,whole,0.0782,0.0014,-0.1763,-0.1816,small,small,False,Cliff's delta,small,yes,-0.25535278959750357,0.25535278959750357
type_token_ratio,whole,ALL,FAVOR,whole,0.0372,0.0634,-0.2197,-0.1178,small,negligible,False,Cliff's delta,negligible,yes,-0.3755426352290369,0.3755426352290369
adj_ratio,whole,ALL,FAVOR,whole,0.0293,0.0166,-0.2471,-0.1517,small,small,False,Cliff's delta,small,yes,-0.16669380823754482,0.16669380823754482
adv_ratio,whole,ALL,FAVOR,whole,0.0172,0.0058,-0.2616,-0.1717,small,small,False,Cliff's delta,small,yes,-0.25853733194204276,0.25853733194204276
anger,whole,ALL,FAVOR,whole,0.0006,0.0003,-0.4944,-0.2291,medium,small,False,Cliff's delta,small,yes,-0.6341436760693646,0.6341436760693646
disgust,whole,ALL,FAVOR,whole,0.0461,0.0116,-0.4306,-0.1601,medium,small,False,Cliff's delta,small,yes,-0.6585643317947281,0.6585643317947281
surprise,whole,ALL,FAVOR,whole,0.5087,0.0015,-0.0984,0.2015,small,small,False,Cliff's delta,small,yes,-0.25535278959750357,0.25535278959750357
type_token_ratio,whole,ALL,FAVOR,whole,0.0012,0.0286,-0.4011,-0.1942,medium,small,False,Cliff's delta,small,yes,-0.3755426352290369,0.3755426352290369
stopword_ratio,whole,ALL,FAVOR,whole,0.0,0.0,-0.8226,-0.4571,large,medium,False,Cliff's delta,medium,yes,-0.13317806678586724,0.13317806678586724
punctuation_density,whole,ALL,FAVOR,whole,0.0,0.0,0.9159,0.4957,large,large,False,Cliff's delta,large,yes,-0.2603216871672716,0.2603216871672716
adv_ratio,whole,ALL,FAVOR,whole,0.0378,0.0006,-0.2823,-0.2792,small,small,False,Cliff's delta,small,yes,-0.25853733194204276,0.25853733194204276
punctuation_usage,whole,ALL,FAVOR,whole,0.0411,0.0026,-0.32,-0.2563,medium,small,False,Cliff's delta,small,yes,-0.40529264753352995,0.40529264753352995
fear,whole,ALL,FAVOR,whole,0.0016,0.0011,-0.5376,-0.2906,medium,small,False,Cliff's delta,small,yes,-0.565086322327705,0.565086322327705
surprise,whole,ALL,FAVOR,whole,0.626,0.0004,0.083,0.3138,small,small,False,Cliff's delta,small,yes,-0.25535278959750357,0.25535278959750357
N_ratio,whole,ALL,FAVOR,whole,0.1,0.0488,-0.3966,-0.062,medium,negligible,False,Cliff's delta,negligible,yes,-0.47441346890398056,0.47441346890398056
subordinate_clause_ratio,whole,ALL,NONE,whole,0.0209,0.068,0.2046,0.1022,small,negligible,False,Cliff's delta,negligible,yes,-0.39440817901882835,0.39440817901882835
certainty_verbs_count,whole,ALL,NONE,whole,0.0334,0.0122,0.2069,0.1282,small,negligible,False,Cliff's delta,negligible,yes,-0.31874224420368896,0.31874224420368896
hedge_C_count,whole,ALL,NONE,whole,0.0022,0.0007,0.2987,0.1919,small,small,False,Cliff's delta,small,yes,-0.7380011158119336,0.7380011158119336
type_token_ratio,whole,ALL,NONE,whole,0.0372,0.0634,-0.2197,-0.1178,small,negligible,False,Cliff's delta,negligible,yes,-0.5315181343914368,0.5315181343914368
certainty_verbs_count,whole,ALL,NONE,whole,0.0499,0.1048,0.194,0.0949,small,negligible,False,Cliff's delta,negligible,yes,-0.31874224420368896,0.31874224420368896
type_token_ratio,whole,ALL,NONE,whole,0.0012,0.0286,-0.4011,-0.1942,medium,small,False,Cliff's delta,small,yes,-0.5315181343914368,0.5315181343914368
