feature,shap_importance,iteration,stance,model
stopword_ratio,0.3923500006696792,7,NONE,Logistic Regression
type_token_ratio,0.3808073358963873,7,NONE,Logistic Regression
verb_ratio,0.3084325962424869,7,NONE,Logistic Regression
hapax_legomena,0.267713974520701,7,NONE,Logistic Regression
hedge_C_count,0.21712794152255663,7,NONE,Logistic Regression
certainty_adjectives_count,0.16750906010010608,7,NONE,Logistic Regression
joy,0.1533482402707946,7,NONE,Logistic Regression
std_word_length,0.13307790623856267,7,NONE,Logistic Regression
E_ratio,0.11576037474436376,7,NONE,Logistic Regression
word_count,0.11123810688708403,7,NONE,Logistic Regression
hedge_E_count,0.10695436461258566,7,NONE,Logistic Regression
sentiment_polarity,0.10434991757410562,7,NONE,Logistic Regression
function_word_ratio,0.09762321903595206,7,NONE,Logistic Regression
punctuation_density,0.07598845974862344,7,NONE,Logistic Regression
doubt_adverbs_count,0.07416941624630445,7,NONE,Logistic Regression
adj_ratio,0.07384352975095647,7,NONE,Logistic Regression
anger,0.07361620047765773,7,NONE,Logistic Regression
sentence_length_variation,0.07264582058934463,7,NONE,Logistic Regression
adv_ratio,0.061916249117120896,7,NONE,Logistic Regression
sadness,0.05637619379073664,7,NONE,Logistic Regression
avg_word_length,0.05603003305093106,7,NONE,Logistic Regression
punctuation_usage,0.05115641379767898,7,NONE,Logistic Regression
pronoun_ratio,0.05061339761260153,7,NONE,Logistic Regression
N_ratio,0.04757573415661008,7,NONE,Logistic Regression
hedges_score,0.04425362463491466,7,NONE,Logistic Regression
surprise,0.03951253176854218,7,NONE,Logistic Regression
hedge_D_count,0.03925189748511606,7,NONE,Logistic Regression
sentiment_subjectivity,0.0390129298866262,7,NONE,Logistic Regression
certainty_verbs_count,0.038462529429379645,7,NONE,Logistic Regression
disgust,0.03639489701554143,7,NONE,Logistic Regression
doubt_adjectives_count,0.034466538911179664,7,NONE,Logistic Regression
hedge_N_count,0.03205349617642527,7,NONE,Logistic Regression
fear,0.02803102462909093,7,NONE,Logistic Regression
readability_score,0.026063193303798398,7,NONE,Logistic Regression
certainty_adverbs_count,0.025651160048163583,7,NONE,Logistic Regression
subordinate_clause_ratio,0.02526303328446736,7,NONE,Logistic Regression
doubt_verbs_count,0.015623308142564109,7,NONE,Logistic Regression
D_ratio,0.015086467673373365,7,NONE,Logistic Regression
C_ratio,0.012096412562868853,7,NONE,Logistic Regression
sentence_count,0.011301853230642032,7,NONE,Logistic Regression
noun_ratio,0.003163051551000413,7,NONE,Logistic Regression
hedge_I_count,3.291893221030784e-17,7,NONE,Logistic Regression
I_ratio,1.9817450883254258e-17,7,NONE,Logistic Regression
avg_dependency_depth,0.0,7,NONE,Logistic Regression
