feature,mi_score
joy,0.0345182604943306
std_word_length,0.033462471724090115
readability_score,0.030059476688973907
punctuation_density,0.02872394060334682
noun_ratio,0.0245071149035212
sentiment_subjectivity,0.02373278219855468
sentence_count,0.020216063880934998
sadness,0.019337057646897637
anger,0.01785039462085991
adv_ratio,0.01765994385032199
word_count,0.016548519921499416
function_word_ratio,0.01614249169506543
verb_ratio,0.01447576297806985
certainty_adverbs_count,0.013606235462758631
adj_ratio,0.01348153284473419
C_ratio,0.011711445339158688
doubt_verbs_count,0.00998113436286352
fear,0.009905645138399866
hedge_C_count,0.007734244621028452
avg_dependency_depth,0.006328298459911119
doubt_adjectives_count,0.006115826611861941
hedge_I_count,0.005198788641427754
hedge_E_count,0.0029840661879667607
subordinate_clause_ratio,0.0012754850166933895
surprise,0.0007458801477968624
type_token_ratio,0.0
stopword_ratio,0.0
avg_word_length,0.0
hapax_legomena,0.0
disgust,0.0
sentence_length_variation,0.0
sentiment_polarity,0.0
punctuation_usage,0.0
pronoun_ratio,0.0
doubt_adverbs_count,0.0
certainty_verbs_count,0.0
hedge_D_count,0.0
hedges_score,0.0
certainty_adjectives_count,0.0
hedge_N_count,0.0
D_ratio,0.0
E_ratio,0.0
I_ratio,0.0
N_ratio,0.0
