target,text,stance,dataset,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,type,label
healthcare,"CVS AND AETNA CLOSE USD 69 BILLION MERGE
#CVS $CVS 
$NYSE #Aetna $AET #merger #acquisition #DepartmentofJustice… https://t.co/JMxPB7q9o1",1,wtwt,27.0,1.0,4.407407407407407,4.628888829620146,0.7037037037037037,0.5925925925925926,0.037037037037037,0.4814814814814814,0.6296296296296297,0.0,0.0,0.0,0.0,1.0,0.0357142857142857,0.037037037037037,12.3,0.0,0.0,0.0,0.0,0.1020591706037521,0.072191447019577,0.7886324524879456,0.0215225145220756,0.0009695354383438,0.0114991441369056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,Anthem Proposes To Acquire Cigna Corporation For $184 Per Share In Cash And Stock -  https://t.co/x6msG6ay2a,2,wtwt,19.0,1.0,4.842105263157895,3.8149726893516047,1.0,1.0,0.2105263157894736,0.3684210526315789,0.5263157894736842,0.0526315789473684,0.0,0.0,0.0,1.0,0.2777777777777778,0.0526315789473684,10.3,0.0,0.0526315789473684,0.0,0.0,0.0612017884850502,0.3762940168380737,0.1367616057395935,0.0618615001440048,0.0064540230669081,0.0716354548931121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,California Regulator Signs Off On $37 Billion Aetna-Humana Insurance Merger https://t.co/VNCyQlg18N,1,wtwt,14.0,1.0,6.357142857142857,4.497731854694619,1.0,1.0,0.1428571428571428,0.5,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.1428571428571428,0.0714285714285714,18.2,0.0,0.0,0.0,0.0,0.0279138479381799,0.159807801246643,0.031562216579914,0.0129219638183712,0.0015263687819242,0.3306177258491516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
Legalization of Abortion,"Dear to who it may concern;""YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #womensrights #legal #SemST",0,semeval,31.0,2.0,3.4516129032258065,2.745538429800414,0.7741935483870968,0.7096774193548387,0.2580645161290322,0.3225806451612903,0.2903225806451613,0.064516129032258,0.064516129032258,0.0,0.064516129032258,1.0,0.2758620689655172,0.032258064516129,6.010000000000002,3.0,0.032258064516129,0.2073593073593073,0.4119047619047618,0.0070051434449851,0.0025874257553368,0.9834393858909608,0.0060198507271707,0.0002285592345288,0.0004984880797564,0.0,1.0,2.0,0.0,0.0,0.0,0.8836539387702942,19.0,0.0,1.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,test,1
healthcare,CVS just made a big change after closing its $69 billion Aetna deal. Here's what that could mean https://t.co/AoF8BfHgWN,1,wtwt,24.0,2.0,4.25,3.1655699855370965,1.0,1.0,0.2916666666666667,0.3333333333333333,0.25,0.1666666666666666,0.0416666666666666,0.0833333333333333,0.0416666666666666,1.0,0.4545454545454545,0.0833333333333333,4.6,3.5,0.0416666666666666,-0.15625,0.39375,0.0102652413770556,0.0228490103036165,0.0069917910732328,0.0048753414303064,0.0013163277180865,0.4131128489971161,0.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,1.0,0.0,0.0,0.9473684210526316,0.0,0.0526315789473684,0.0,0.0,,1
Legalization of Abortion,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST,0,semeval,27.0,1.0,3.851851851851852,1.671187284841256,0.8518518518518519,0.7777777777777778,0.4074074074074074,0.1851851851851851,0.3333333333333333,0.2592592592592592,0.037037037037037,0.1111111111111111,0.074074074074074,1.0,0.5357142857142857,0.0,8.544545454545453,0.0,0.0,0.0,0.125,0.4127225279808044,0.0065612560138106,0.5632023811340332,0.0095727369189262,0.002943814266473,0.0034201378002762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,0
entertainment,Disney / Fox deal could give Nascar more Primetime coverage on Fox Network. https://t.co/Eh2OEapwhp #NASCAR,2,wtwt,19.0,2.0,4.894736842105263,3.697719593736904,0.9473684210526316,0.8947368421052632,0.1052631578947368,0.4210526315789473,0.5789473684210527,0.0526315789473684,0.1052631578947368,0.0,0.0,1.0,0.2352941176470588,0.1052631578947368,8.8,5.5,0.0,0.5,0.5,0.0461868643760681,0.3043876886367798,0.4970834255218506,0.0152736557647585,0.0008799030911177,0.0925855189561843,0.0,0.0,0.0,1.0,0.0,0.0,0.9520270228385924,14.0,0.0,1.0,0.0,0.0,0.9333333333333332,0.0,0.0666666666666666,0.0,0.0,,1
entertainment,"Gotta say, I'll never understand why Disney did Robin Hood with a fox but never did ZORRO with a fox.",2,wtwt,24.0,1.0,3.4166666666666665,1.9773017529507788,0.7916666666666666,0.5833333333333334,0.375,0.125,0.3333333333333333,0.1666666666666666,0.0,0.0833333333333333,0.0416666666666666,1.0,0.5416666666666666,0.0416666666666666,8.7,0.0,0.125,0.0,0.0,0.0493786446750164,0.0047012600116431,0.011201231740415,0.0165205262601375,0.0609941184520721,0.5822686553001404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,@Cigna @USCongressTwts Cigna announced that it will acquire the equity of @ExpressScripts Scripts for $52- $54 bill… https://t.co/8Ue3AjJmi9,1,wtwt,25.0,1.0,4.92,4.325921867070647,0.84,0.72,0.24,0.44,0.44,0.08,0.08,0.0,0.04,1.0,0.2857142857142857,0.04,10.3,0.0,0.08,0.0,0.0,0.0598810799419879,0.3460994958877563,0.3076050579547882,0.0475736260414123,0.0005673238192684,0.1897978633642196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,US eyes block of health insurance deals: Anthem’s $48bn Cigna purchase and Aetna’s $37bn bid for Humana under... https://t.co/H5cgLopYPb,0,wtwt,29.0,1.0,4.068965517241379,3.2793085318534456,0.8620689655172413,0.7241379310344828,0.2068965517241379,0.3793103448275862,0.5172413793103449,0.0689655172413793,0.0344827586206896,0.0,0.0,1.0,0.28,0.1379310344827586,10.7,0.0,0.0,0.0,0.0,0.0421065874397754,0.0178172793239355,0.0773648917675018,0.2471659928560257,0.0026928125880658,0.3338950276374817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
