feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
certainty_verbs_count*,0.010167479266208963,*,0.219,0.2916,0.219 ± 0.4925,0.2916 ± 0.6001,0.04818812012672424
N_ratio,0.12594065482998595,,0.0044,0.0031,0.0044 ± 0.0197,0.0031 ± 0.0144,0.045025747269392014
hedges_score,0.5528509347079641,,0.1717,0.1607,0.1717 ± 0.3625,0.1607 ± 0.3534,0.045001477003097534
noun_ratio*,5.048937059811779e-08,*,0.4532,0.4125,0.4532 ± 0.1421,0.4125 ± 0.1474,0.04113509878516197
fear*,4.1733092504476327e-10,*,0.2643,0.3806,0.2643 ± 0.3371,0.3806 ± 0.3817,0.03535083308815956
pronoun_ratio*,0.0031423565629821984,*,0.0241,0.0304,0.0241 ± 0.0391,0.0304 ± 0.0435,0.0342583954334259
word_count*,2.804643383977883e-06,*,22.5726,25.0026,22.5726 ± 8.2361,25.0026 ± 11.6014,0.033151425421237946
E_ratio,0.2579246141501818,,0.0052,0.0042,0.0052 ± 0.0184,0.0042 ± 0.0165,0.032566994428634644
sentiment_polarity,0.8605222080870214,,0.0515,0.0493,0.0515 ± 0.2423,0.0493 ± 0.2259,0.032088615000247955
sentence_length_variation*,7.74616026533611e-06,*,1.6371,2.3611,1.6371 ± 2.846,2.3611 ± 3.4104,0.030872372910380363
subordinate_clause_ratio,0.2724177505738792,,0.04,0.0428,0.04 ± 0.0498,0.0428 ± 0.0474,0.03059159778058529
function_word_ratio*,4.075205116079793e-05,*,0.2595,0.2895,0.2595 ± 0.1438,0.2895 ± 0.14,0.030422810465097427
disgust,0.1310580442060036,,0.0067,0.0106,0.0067 ± 0.0345,0.0106 ± 0.0624,0.02898111194372177
joy*,3.905903387618539e-06,*,0.1257,0.0826,0.1257 ± 0.1939,0.0826 ± 0.1674,0.028608597815036774
hapax_legomena*,0.0024484488337749963,*,0.8494,0.8291,0.8494 ± 0.1275,0.8291 ± 0.132,0.02826164849102497
punctuation_density*,6.358183765619937e-06,*,0.3996,0.3598,0.3996 ± 0.1708,0.3598 ± 0.1716,0.02822537161409855
type_token_ratio*,0.0027615361425861805,*,0.9141,0.9019,0.9141 ± 0.0774,0.9019 ± 0.0821,0.027966804802417755
verb_ratio*,1.5148455544449394e-07,*,0.1021,0.1211,0.1021 ± 0.069,0.1211 ± 0.0706,0.02705240808427334
stopword_ratio*,2.4184279636150824e-05,*,0.206,0.2327,0.206 ± 0.1236,0.2327 ± 0.1224,0.027032146230340004
punctuation_usage,0.9425686670666847,,0.0834,0.0832,0.0834 ± 0.0588,0.0832 ± 0.0587,0.02568748965859413
doubt_adverbs_count*,0.0020769694460664847,*,0.2137,0.2982,0.2137 ± 0.4758,0.2982 ± 0.5845,0.02494482882320881
avg_word_length*,0.012580710372309222,*,4.8265,4.7133,4.8265 ± 0.8856,4.7133 ± 0.8786,0.024839824065566063
sadness,0.09693040686438405,,0.1107,0.0949,0.1107 ± 0.1962,0.0949 ± 0.175,0.023527193814516068
surprise*,0.0013757546427090347,*,0.1406,0.1124,0.1406 ± 0.1753,0.1124 ± 0.1671,0.02327900007367134
C_ratio,0.09159261512885404,,0.9879,0.9902,0.9879 ± 0.0295,0.9902 ± 0.0248,0.023254500702023506
hedge_C_count*,3.4090396399073555e-06,*,17.0343,18.9274,17.0343 ± 6.9376,18.9274 ± 8.7676,0.022187823429703712
readability_score,0.13674261111375233,,9.6923,9.3862,9.6923 ± 4.0444,9.3862 ± 3.96,0.02166910283267498
adv_ratio*,0.002233841941957218,*,0.0222,0.0281,0.0222 ± 0.0352,0.0281 ± 0.0397,0.021297244355082512
adj_ratio,0.5192171708873974,,0.0567,0.0584,0.0567 ± 0.0507,0.0584 ± 0.0494,0.021117160096764565
std_word_length*,0.0010078570013726644,*,3.706,3.5614,3.706 ± 0.8021,3.5614 ± 0.9037,0.02079218067228794
sentence_count*,9.617455811875885e-07,*,1.5646,1.8496,1.5646 ± 1.0372,1.8496 ± 1.2114,0.02018672227859497
anger,0.7001124674992356,,0.1368,0.1411,0.1368 ± 0.2189,0.1411 ± 0.2163,0.018953809514641762
sentiment_subjectivity,0.44937102574874255,,0.2697,0.2818,0.2697 ± 0.3218,0.2818 ± 0.2997,0.018547937273979187
certainty_adjectives_count,0.31744905910587684,,0.2058,0.2309,0.2058 ± 0.5009,0.2309 ± 0.4747,0.017950985580682755
certainty_adverbs_count,0.575839110806601,,0.1148,0.1253,0.1148 ± 0.3725,0.1253 ± 0.3618,0.01464070100337267
doubt_adjectives_count,0.2504703614160426,,0.1016,0.1214,0.1016 ± 0.3234,0.1214 ± 0.3464,0.012176528573036194
D_ratio,0.9011158612195116,,0.0021,0.0022,0.0021 ± 0.0118,0.0022 ± 0.0107,0.010165402665734291
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
hedge_D_count,0.36059894462860353,,0.0356,0.0449,0.0356 ± 0.1855,0.0449 ± 0.2071,
doubt_verbs_count,0.8461538571808618,,0.0172,0.0185,0.0172 ± 0.1299,0.0185 ± 0.1347,
hedge_N_count,0.41149333006961053,,0.0923,0.0765,0.0923 ± 0.3974,0.0765 ± 0.3516,
hedge_I_count,0.8269455611721082,,0.0079,0.0092,0.0079 ± 0.0887,0.0092 ± 0.1405,
hedge_E_count,0.3762091042196747,,0.0897,0.0765,0.0897 ± 0.3039,0.0765 ± 0.2758,
I_ratio,0.7908373783325985,,0.0003,0.0003,0.0003 ± 0.004,0.0003 ± 0.0046,
