feature,mi_score
stopword_ratio,0.09287571094538682
noun_ratio,0.08742978086303554
sentence_length_variation,0.08003753110280387
punctuation_density,0.07946600372949608
word_count,0.07408240088828122
anger,0.07366799969755
joy,0.07294851496377941
hedge_C_count,0.0650250040498297
sentence_count,0.06440733573867674
verb_ratio,0.06237205437187465
function_word_ratio,0.059808718774041925
std_word_length,0.05790947738828356
pronoun_ratio,0.05524678446959097
surprise,0.053947651289131704
hapax_legomena,0.051393776314500705
fear,0.04294218335078592
sentiment_subjectivity,0.0423241879950258
subordinate_clause_ratio,0.03873835845337292
doubt_adverbs_count,0.03776111342391042
hedges_score,0.03760845318981931
type_token_ratio,0.03594527654294555
sentiment_polarity,0.02702120879769354
adv_ratio,0.02658519759865685
hedge_E_count,0.026563702099711373
disgust,0.022215161319823373
avg_word_length,0.022045439304588133
avg_dependency_depth,0.01993537073044771
certainty_adverbs_count,0.017421030241784985
certainty_verbs_count,0.017057679778700985
hedge_N_count,0.013037285367335949
hedge_I_count,0.012827649385450668
certainty_adjectives_count,0.008900013190995315
D_ratio,0.006971124649392424
E_ratio,0.003758535188326695
hedge_D_count,0.0031301552205686978
adj_ratio,0.0
sadness,0.0
readability_score,0.0
punctuation_usage,0.0
doubt_verbs_count,0.0
doubt_adjectives_count,0.0
C_ratio,0.0
I_ratio,0.0
N_ratio,0.0
