word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,iteration,stance,model
-0.38056493,-0.06449609,0.6863259,-0.015726982,-0.08187306,-0.02530934,1.5803379,-0.053223364,0.71345055,0.0139082335,-0.4534274,-0.084883064,-0.17498685,0.0,0.9004685,0.059573308,0.19582546,0.19314785,0.28110808,-0.10372544,-0.022437941,-0.12809369,0.21771342,-0.2424813,-0.0662388,-0.49261022,-0.47637385,-0.0074398494,-0.1183372,-0.005418189,-0.03907504,0.0,0.008190535,-0.192885,0.0015044427,0.0,0.0,0.0,0.0,0.0024957727,0.0,0.0028798599,0.0,-0.003818908,2,NONE,XGBoost
0.34117806,0.013885527,0.45769963,-0.3005232,-0.18187091,0.080019675,0.4849642,-0.6148465,-1.2797841,0.024627635,-0.030600952,-0.024728995,0.12981555,0.0,1.3188926,0.177362,0.01643323,0.45287848,0.14074796,1.2643356,0.67215335,0.09473848,-0.62713605,-0.7557089,0.17448929,0.51310945,-1.0482798,-0.0062442687,-0.038522717,0.02057363,0.27461243,0.0,0.016097728,0.016650923,0.01783933,0.0,0.0,0.0,0.0,0.0070500597,0.0,0.019786322,0.0,-0.0018004049,2,NONE,XGBoost
0.3895488,-0.12973851,-0.22466138,-0.03945505,0.04696178,0.18002929,-0.15575536,0.4458058,0.014713863,-0.18454689,0.5518609,-0.06751343,-0.39486584,0.0,-0.55668914,0.05594776,-0.16026849,0.07093786,0.35924572,-0.19423023,-0.023271091,0.0030824207,-0.21731384,-0.5430045,0.011592187,0.6359987,0.43073246,-0.0055629695,-0.06977787,0.035187613,-0.062372915,0.0,0.009776825,0.00077743665,0.17272602,0.0,0.0,0.0,0.0,0.004267809,0.0,0.0028798599,0.0,-0.0038621933,2,NONE,XGBoost
-0.22837013,0.052245125,0.7865298,-0.31063247,-0.07611781,0.14057656,0.6857536,-0.23243806,-0.7357149,0.104886875,0.07557237,0.26671365,0.29066724,0.0,0.66709656,0.48887998,0.29475304,0.23846531,0.09374319,0.12367083,0.017502595,-0.06294923,0.26490736,2.952509,-0.11282779,0.5241426,0.31918705,-0.010509268,0.07695226,-0.0028033105,0.32041103,0.0,-0.014786873,0.08141981,0.07071866,0.0,0.0,0.0,0.0,0.0070500597,0.0,-0.03863201,0.0,-0.0018004049,2,NONE,XGBoost
0.33622974,0.038461752,0.76236475,-0.10045016,0.1458756,0.023942767,0.7580223,0.08410159,-0.78342056,-0.08257433,0.11072157,0.12796287,0.6146588,0.0,0.46912545,0.36554265,0.096404195,0.31055668,-0.1260556,-0.093906865,-0.017379548,0.5588034,0.45004764,1.9809594,0.119405046,-0.50420725,0.079170346,-0.0068897903,0.50418377,-0.0028033105,0.09539847,0.0,0.0060758158,-0.06257389,0.14593032,0.0,0.0,0.0,0.0,0.026969597,0.0,0.0017732538,0.0,-0.003818908,2,NONE,XGBoost
0.34184793,0.05790563,1.0159593,-0.16083488,0.11041351,0.1765554,1.1732707,-0.4926709,-1.3350838,0.07229658,-0.22181866,0.0422809,0.66313916,0.0,1.342514,-0.038128275,0.3460137,0.346939,-0.11415833,-0.115478136,-0.16501608,-0.015167903,0.28651735,-0.267268,-0.12567675,0.37718043,0.58383733,-0.0039754035,-0.10809426,-0.005418189,0.18579702,0.0,0.0049866694,-0.005783042,0.14304534,0.0,0.0,0.0,0.0,0.0070500597,0.0,0.019786322,0.0,-0.0018004049,2,NONE,XGBoost
-0.6284465,-0.055873193,-2.2225277,-0.072305925,0.019712456,0.20014134,-0.24758431,-0.0026609283,-0.03111647,-0.22008131,0.1989741,-0.07719148,-0.20347084,0.0,-0.92760384,-0.24593398,-0.56772697,0.07348306,-0.00319238,-0.211408,-0.14753896,-0.3756635,-0.15156677,-0.71749985,0.113250434,-0.74900275,0.33277255,0.019195735,-0.063418806,-0.0019550906,0.0922207,0.0,0.007776984,-0.086077675,-0.76493835,0.0,0.0,0.0,0.0,0.0024957727,0.0,0.0017865903,0.0,-0.0050290143,2,NONE,XGBoost
-0.38326612,-0.032303445,1.2271692,-0.24560302,-0.04607135,-0.047653712,-0.5352644,-0.076059476,-1.0932767,-0.0042575244,-0.08432196,0.256102,-0.46745697,0.0,-0.07988874,-0.26658598,0.5352197,0.2131651,-0.3169805,-0.21168241,-0.19334863,-0.22637889,-0.09456338,-0.5018375,-0.1305787,-0.11978981,0.5664734,-0.0074398494,-0.0783782,-0.019108023,-0.05603698,0.0,0.004259796,-0.016965084,-0.06568589,0.0,0.0,0.0,0.0,0.0022128257,0.0,0.0018364645,0.0,-0.003818908,2,NONE,XGBoost
-0.32954615,0.017117951,-0.11083581,0.030401148,0.24959338,0.20971106,1.5592016,-0.17103963,-0.08863187,0.22638243,0.3323339,0.16041513,0.43822044,0.0,1.3722916,0.12825164,-0.04584176,0.22893994,0.1543495,-0.22592297,-0.03566258,0.5522531,0.6589467,-0.14356513,0.38162893,1.2126613,0.13887239,-0.00896799,-0.025420336,-0.0012911223,-0.022740468,0.0,0.0090683475,0.0038352883,-0.17824821,0.0,0.0,0.0,0.0,0.026969597,0.0,0.019786322,0.0,-0.0015406504,2,NONE,XGBoost
-0.83625746,-0.105528146,-0.16422631,-0.4284734,-0.1897094,-0.10004495,0.58411944,-0.38423786,-0.112756684,0.008630004,0.030217834,0.07951228,0.36580887,0.0,0.6311059,-0.32067916,0.028157942,-0.09394517,0.030910783,0.29371423,-0.0870548,-0.26413918,0.008959093,2.7342827,-0.35460472,0.55593044,-0.40974554,-0.004507062,0.26106358,-0.0028033105,-0.026126247,0.0,0.0053234026,-0.07965717,0.1524336,0.0,0.0,0.0,0.0,0.0070500597,0.0,0.0036220364,0.0,-0.0018004049,2,NONE,XGBoost
0.28189486,-0.06447044,-0.00059707277,0.21258093,-0.045240074,-0.036662854,-0.37645245,0.0179466,0.900575,-0.00033418415,-0.43543082,-0.04132493,-0.1803325,0.0,-0.7991508,0.118126616,0.39189878,0.08671506,0.21907127,-0.16513418,0.11441825,0.6216145,0.40856594,-0.37559482,-0.12036953,-0.30635527,-0.44864908,-0.021825442,-0.020701405,-0.019108023,-0.004464212,0.0,0.007507814,-0.00027142745,-0.21183406,0.0,0.0,0.0,0.0,0.0015711314,0.0,0.0028798599,0.0,-0.004305324,2,NONE,XGBoost
-0.2971756,-0.0083295945,0.035607044,0.43266666,-0.29066676,-0.26241073,-0.33482566,0.32606652,0.60042,0.1106782,0.39061806,-0.053879164,-0.21995321,0.0,-0.8574148,-0.32448664,0.6548128,0.06298303,0.300378,-0.082661904,0.11822405,0.6309204,0.32393628,3.33266,-0.024117228,0.5015955,0.63365793,-0.02132874,-0.062395856,-0.005877615,-0.006584917,0.0,0.005764748,0.0003278493,-0.47881064,0.0,0.0,0.0,0.0,0.0012084227,0.0,0.0017732538,0.0,-0.003818908,2,NONE,XGBoost
0.47156042,-0.112021364,-0.092362165,0.27829075,-0.06572445,0.16965225,-0.18914469,0.50041616,-0.10263614,-0.09944969,0.24137925,-0.030208558,-0.36224598,0.0,-0.78895634,0.035693698,-0.26144168,0.11092848,0.2010232,1.107014,-0.12350933,0.53323424,-0.30862856,-0.6436537,0.17746265,-0.33308908,-0.011714319,-0.013188526,-0.06365027,-0.0019550906,-0.04195048,0.0,0.00785408,0.00818995,0.20912802,0.0,0.0,0.0,0.0,0.004267809,0.0,0.0028798599,0.0,-0.0038621933,2,NONE,XGBoost
-0.002414883,0.07466531,0.4991267,-0.15919186,0.17451638,0.04526368,0.748414,-0.082004346,-0.65023255,0.054623693,0.27441984,-0.0015249886,0.61782724,0.0,0.97927016,0.4063515,0.06578444,0.24488549,-0.45973036,0.94381565,0.535526,0.62121046,0.51841235,1.5689089,0.3880646,-0.30987668,-0.26893157,0.03563153,-0.110163726,0.013611147,-0.016131986,0.0,0.012238029,-0.029256834,0.08293943,0.0,0.0,0.0,0.0,0.0070500597,0.0,0.006617736,0.0,0.07915763,2,NONE,XGBoost
0.21208449,-0.43728966,0.60259485,-0.2595543,0.10585112,0.26334357,0.7862891,-0.37552097,-0.86421096,0.030733267,0.11546974,0.2603442,0.6697039,0.0,0.7226935,-0.3657764,-0.01762377,-0.5920697,-0.15564662,0.34260637,0.12755893,-0.06395462,0.36775258,2.0107155,-0.2657758,0.072264865,0.39266768,0.028728314,-0.04684362,-0.0014443593,0.09490557,0.0,0.0060758158,-0.0048912466,0.051158346,0.0,0.0,0.0,0.0,0.026969597,0.0,0.006617736,0.0,-0.0018212046,2,NONE,XGBoost
-0.42669952,0.027202034,-0.26256412,0.11093928,0.024595696,-0.019565288,-0.016475413,0.13328364,0.5289813,0.12996718,-0.4392548,0.04540456,-0.13195145,0.0,-0.43997604,0.34069782,-0.4768217,0.10143205,0.37084898,-0.15384442,-0.004767676,0.8074788,-0.04636016,2.0833576,-0.14637181,-0.25156775,-0.52931094,-0.010488462,-0.06639022,0.019369626,-0.01808193,0.0,0.008527269,-0.00584308,-0.9296579,0.0,0.0,0.0,0.0,0.001722152,0.0,0.0028798599,0.0,-0.0038621933,2,NONE,XGBoost
-0.72014886,-0.021385672,-1.2610493,0.11419454,-0.019998655,0.0632128,-0.38413548,0.08065054,1.1221942,0.6272601,0.2569451,-0.058421474,-0.103936724,0.0,-0.8384726,-0.18481742,-0.4897179,0.13580579,0.20731565,-0.14490096,-0.10157052,-0.60887104,0.07604807,-0.59019154,0.47609138,1.3459436,0.07339543,-0.0037872186,-0.035620604,-0.0019550906,-0.016926654,0.0,0.010991093,-0.00031330064,-0.5751802,0.0,0.0,0.0,0.0,0.0024957727,0.0,0.0017865903,0.0,-0.004994148,2,NONE,XGBoost
0.3659124,0.015728518,0.21667907,-0.14779972,0.23638554,0.11005786,1.0626022,-0.09648901,-1.1393954,-0.1557401,0.049901076,0.013773441,-0.430229,0.0,1.4016453,0.2319042,-0.25489953,0.22396791,-0.6451739,-0.36149564,-0.030974966,0.6102174,0.32282406,-0.42929086,-0.4173188,-0.6909529,0.09538306,-0.012532645,-0.103625275,-0.0021370174,-0.025227165,0.0,0.006976268,-0.015530676,0.058448818,0.0,0.0,0.0,0.0,0.004267809,0.0,0.019786322,0.0,-0.0018212046,2,NONE,XGBoost
-0.5188666,-0.036027566,-0.011549534,-0.07934779,0.11254926,0.08466658,1.3528206,0.23893084,0.1716621,0.28894046,-0.34394065,-0.0477622,-0.19048713,0.0,1.1621579,-0.3152592,-0.41345042,0.11747185,0.14642313,-0.147262,-0.19886768,-0.45757228,0.40860668,-0.12251395,0.4983029,-0.48766878,0.25967193,-0.005151894,-0.018101484,-0.0012911223,-0.031197183,0.0,0.010991093,0.016661907,-0.6212751,0.0,0.0,0.0,0.0,0.0024957727,0.0,0.019786322,0.0,-0.0030268373,2,NONE,XGBoost
