feature,mean_shap_importance,std_shap_importance,num_iterations,iterations_list,coefficient_of_variation,consistency_score,mean_directional,std_directional,positive_ratio,negative_ratio,consistent_direction,direction_strength
punctuation_density,0.716981,0.465291,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.649,0.716981,-0.022692168025683936,1.0645746311496087,0.5386861313868613,0.46131386861313867,Negative,0.02131571347705522
function_word_ratio,0.625122,0.306568,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.4904,0.625122,0.08397480380909396,0.818389556880973,0.5394160583941606,0.46058394160583943,Positive,0.1026098171426314
fear,0.529336,0.384794,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7269,0.529336,0.009463769367459015,0.6801982385652073,0.5262773722627737,0.4737226277372263,Positive,0.013913251596018727
anger,0.501058,0.209886,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.4189,0.501058,0.008179317189740527,0.7119829464579073,0.31313868613138685,0.6868613138686132,Positive,0.011488080038365486
type_token_ratio,0.40895,0.343808,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8407,0.40895,-0.038646178180727186,0.6346358203581501,0.49708029197080295,0.502919708029197,Negative,0.06089504615413475
verb_ratio,0.397478,0.192119,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.4833,0.397478,0.05529477702290846,0.5445647629893361,0.5357664233576642,0.4642335766423358,Positive,0.10153939396294968
noun_ratio,0.394976,0.291555,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.7382,0.394976,-0.035243869576452855,0.6212725650163906,0.5240875912408759,0.4759124087591241,Negative,0.05672851336713686
hapax_legomena,0.347749,0.195415,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5619,0.347749,0.03499038674294497,0.47949694597416626,0.5058394160583941,0.49416058394160584,Positive,0.07297311548486689
adv_ratio,0.329581,0.205242,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6227,0.329581,0.04289313455281806,0.4525873650017913,0.5759124087591241,0.4240875912408759,Positive,0.09477315745417841
hedge_C_count,0.312354,0.261159,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8361,0.312354,-0.009959361107539009,0.565141804475456,0.4562043795620438,0.5437956204379562,Negative,0.017622764503424548
sentence_count,0.308119,0.231691,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.752,0.308119,-0.042804003843535436,0.5093337890811633,0.5124087591240876,0.48759124087591244,Negative,0.0840391977142568
hedges_score,0.289185,0.188099,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6504,0.289185,-0.006470248722250571,0.502938530936618,0.291970802919708,0.708029197080292,Negative,0.012864889435995664
readability_score,0.274252,0.16415,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5985,0.274252,0.015732573004257608,0.39057968247257485,0.5182481751824818,0.48175182481751827,Positive,0.04028005886497106
sentence_length_variation,0.251275,0.154106,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6133,0.251275,-0.011577273328081953,0.35957722009077364,0.5262773722627737,0.4737226277372263,Negative,0.03219690336109248
adj_ratio,0.241732,0.130909,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5415,0.241732,0.009318721222372931,0.3284997427413405,0.5686131386861314,0.4313868613138686,Positive,0.02836751365749264
doubt_adverbs_count,0.241178,0.205694,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.8529,0.241178,0.013996758671097306,0.4077608108438222,0.5532846715328467,0.4467153284671533,Positive,0.034325903705344586
avg_word_length,0.236429,0.157879,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6678,0.236429,0.0038052201840673462,0.3725617045644548,0.48759124087591244,0.5124087591240876,Positive,0.01021366403285925
surprise,0.205076,0.239579,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1.1682,0.205076,-0.000936618061241209,0.49228584311744156,0.5583941605839416,0.4416058394160584,Negative,0.001902589837408482
pronoun_ratio,0.201899,0.140138,13,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",0.6941,0.201899,-0.007277230032790667,0.29359736954279014,0.5021897810218978,0.4978102189781022,Negative,0.024786427059135425
