feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.13404704182417174,0.04043994098901749,0.9882 ± 0.0229,0.9879 ± 0.0283
D_ratio*,0.5616306008813037,0.0,0.0053 ± 0.0168,0.0022 ± 0.0104
E_ratio,-0.5803909666665259,0.0,0.0017 ± 0.0069,0.004 ± 0.0164
I_ratio,0.31866297252484177,0.0,0.0003 ± 0.0031,0.0007 ± 0.0072
N_ratio,-0.23033334706590083,0.04583766683936119,0.0044 ± 0.0137,0.0052 ± 0.0188
adj_ratio*,-0.7063931069045344,0.009055625647306442,0.0508 ± 0.0396,0.0624 ± 0.0493
adv_ratio,0.059706503181219416,0.008479141630232334,0.0483 ± 0.0405,0.0377 ± 0.0474
anger*,0.9334405387613383,0.01115403138101101,0.2798 ± 0.3097,0.1658 ± 0.2118
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length,0.19592223605010842,0.01733936183154583,4.2663 ± 0.5888,4.4348 ± 0.8027
certainty_adjectives_count*,0.17501516541920628,0.04889609292149544,0.4845 ± 0.7516,0.3306 ± 0.5599
certainty_adverbs_count*,-0.16241832835711917,0.08189787715673447,0.3505 ± 0.6298,0.1653 ± 0.4243
certainty_verbs_count*,0.713584410562481,0.1127275824546814,1.2062 ± 0.7491,0.3967 ± 0.6935
disgust*,0.4641035822767954,0.014955983497202396,0.0286 ± 0.1342,0.0086 ± 0.0275
doubt_adjectives_count,0.05872757866857467,0.0,0.134 ± 0.3424,0.1074 ± 0.3234
doubt_adverbs_count,-0.2260183119167477,0.0029008465353399515,0.4021 ± 0.64,0.3554 ± 0.6023
doubt_verbs_count,-0.08382511908582549,0.0,0.0206 ± 0.1428,0.0289 ± 0.1679
fear*,0.8944898514835479,0.02271028608083725,0.571 ± 0.3584,0.45 ± 0.3765
function_word_ratio*,-0.4941185832833323,0.02053123712539673,0.3956 ± 0.1062,0.3371 ± 0.1373
hapax_legomena*,-0.36138514680981143,0.003193765878677368,0.7419 ± 0.1181,0.8066 ± 0.1279
hedge_C_count*,0.09090706003535431,0.001606993842869997,28.6082 ± 10.0099,20.8471 ± 9.5268
hedge_D_count*,-0.20824648735183113,0.0,0.1546 ± 0.4641,0.0496 ± 0.2175
hedge_E_count,0.7859642777012662,0.0,0.0619 ± 0.2421,0.0744 ± 0.2783
hedge_I_count,-0.3580375375016258,0.0,0.0103 ± 0.1015,0.0165 ± 0.1569
hedge_N_count,-0.004187308550605784,0.02413259819149971,0.1443 ± 0.4562,0.1198 ± 0.4151
hedges_score*,-0.18927871327292467,0.14973555505275726,0.2676 ± 0.4238,0.1753 ± 0.3689
joy*,-0.9495324851927472,0.1008911207318306,0.0078 ± 0.0186,0.0664 ± 0.1736
noun_ratio*,-1.2854652748270736,0.013371049426496029,0.2904 ± 0.0841,0.3593 ± 0.1279
pronoun_ratio*,-0.37781998639966413,0.015032218769192696,0.0622 ± 0.048,0.0445 ± 0.0515
punctuation_density*,-1.5064927347174881,0.019442372024059296,0.2043 ± 0.0791,0.3109 ± 0.1645
punctuation_usage,0.703957241112333,0.021015221253037453,0.0704 ± 0.0483,0.0807 ± 0.0609
readability_score,0.6450210234778754,0.014851431362330914,9.1387 ± 5.0694,8.5089 ± 3.8744
sadness*,0.11011099518309368,0.015079478733241558,0.0512 ± 0.1478,0.1004 ± 0.1739
sentence_count*,-0.25318030081218956,0.018170148134231567,2.8351 ± 1.4119,2.1942 ± 1.3231
sentence_length_variation*,-0.19360527834605873,0.0189469363540411,4.308 ± 3.9475,3.0208 ± 3.364
sentiment_polarity*,-0.15462599639107516,0.02730543538928032,-0.0163 ± 0.3301,0.0628 ± 0.2466
sentiment_subjectivity*,0.2654622161370493,0.012676062993705273,0.4474 ± 0.3101,0.3112 ± 0.2814
std_word_length,0.26620325923142774,0.010793766938149929,3.1035 ± 0.862,3.2688 ± 0.9298
stopword_ratio*,0.12342823443529602,0.02282363921403885,0.3368 ± 0.095,0.2727 ± 0.1208
subordinate_clause_ratio,-0.14950171264204426,0.011588681489229202,0.0561 ± 0.0462,0.048 ± 0.047
surprise*,0.3220395182171768,0.026117932051420212,0.0276 ± 0.1213,0.0783 ± 0.1506
type_token_ratio*,-0.12378948979008934,0.011067688465118408,0.8453 ± 0.0792,0.8863 ± 0.0813
verb_ratio*,-0.5015288105416714,0.011923305690288544,0.1503 ± 0.0609,0.1356 ± 0.0615
word_count*,0.06521000949379173,0.013308917172253132,35.7938 ± 11.9999,27.2025 ± 11.7951
