feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,-0.1670097477112625,0.02620030753314495,0.9911 ± 0.0243,0.9902 ± 0.0248
D_ratio,-0.08494310242931795,0.013062428683042526,0.0025 ± 0.0116,0.0022 ± 0.0107
E_ratio,0.2233522116881849,0.03567381575703621,0.0038 ± 0.0172,0.0042 ± 0.0165
I_ratio,0.17926768092278986,0.0,0.0003 ± 0.004,0.0003 ± 0.0046
N_ratio,0.03691408066219034,0.051393356174230576,0.0024 ± 0.0124,0.0031 ± 0.0144
adj_ratio,-0.0753068593324634,0.018025867640972137,0.057 ± 0.0509,0.0584 ± 0.0494
adv_ratio,0.003864631070000282,0.029658431187272072,0.0278 ± 0.0369,0.0281 ± 0.0397
anger,-0.12132121563349184,0.024060405790805817,0.1266 ± 0.2225,0.1411 ± 0.2163
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length,-0.3734449650836385,0.018885953351855278,4.623 ± 0.9804,4.7133 ± 0.8786
certainty_adjectives_count*,0.22776429523090602,0.03160309046506882,0.3739 ± 0.6862,0.2309 ± 0.4747
certainty_adverbs_count*,0.11700005131977541,0.014887068420648575,0.2232 ± 0.5037,0.1253 ± 0.3618
certainty_verbs_count*,0.4266115079929065,0.06733430922031403,0.559 ± 0.8354,0.2916 ± 0.6001
disgust,0.01803319433872247,0.024742525070905685,0.0079 ± 0.0588,0.0106 ± 0.0624
doubt_adjectives_count,-0.02627277521830507,0.015945211052894592,0.0998 ± 0.306,0.1214 ± 0.3464
doubt_adverbs_count,-0.11911882523235105,0.018315361812710762,0.2868 ± 0.5405,0.2982 ± 0.5845
doubt_verbs_count,0.08962003590617904,0.0,0.0309 ± 0.1731,0.0185 ± 0.1347
fear,-0.30316611066709903,0.022551121190190315,0.405 ± 0.3865,0.3806 ± 0.3817
function_word_ratio,-0.2784305736718431,0.018905460834503174,0.2844 ± 0.1483,0.2895 ± 0.14
hapax_legomena*,0.4865550330256583,0.025787577033042908,0.7966 ± 0.1326,0.8291 ± 0.132
hedge_C_count*,0.6024586736994078,0.038456082344055176,20.3829 ± 9.4207,18.9274 ± 8.7676
hedge_D_count,0.10070155175645013,0.0,0.0635 ± 0.2853,0.0449 ± 0.2071
hedge_E_count,-0.2622353616541008,0.0,0.0635 ± 0.2655,0.0765 ± 0.2758
hedge_I_count,-0.26886052164820456,0.0,0.0073 ± 0.1042,0.0092 ± 0.1405
hedge_N_count,-0.2115849535922947,0.0,0.0635 ± 0.3213,0.0765 ± 0.3516
hedges_score,-0.05632109369362332,0.019994810223579407,0.153 ± 0.3474,0.1607 ± 0.3534
joy*,0.011495736213422373,0.028882354497909546,0.1104 ± 0.2112,0.0826 ± 0.1674
noun_ratio,-0.12653947984470773,0.024989264085888863,0.4108 ± 0.1485,0.4125 ± 0.1474
pronoun_ratio,-0.009373191802573807,0.02196304127573967,0.0342 ± 0.0446,0.0304 ± 0.0435
punctuation_density,0.04879156713720832,0.02355661615729332,0.3645 ± 0.2076,0.3598 ± 0.1716
punctuation_usage,-0.05811083263809763,0.028443077579140663,0.0833 ± 0.0656,0.0832 ± 0.0587
readability_score,0.17318332449866894,0.02033124305307865,9.5589 ± 4.6169,9.3862 ± 3.96
sadness*,-0.17472715656146973,0.026529856026172638,0.0725 ± 0.1572,0.0949 ± 0.175
sentence_count*,0.013068773250031767,0.016320286318659782,1.9891 ± 1.224,1.8496 ± 1.2114
sentence_length_variation,-0.13663011233330385,0.02422638051211834,2.4188 ± 3.1509,2.3611 ± 3.4104
sentiment_polarity,-0.013333948696434948,0.033884402364492416,0.0718 ± 0.2631,0.0493 ± 0.2259
sentiment_subjectivity,0.031530717261753174,0.020900210365653038,0.3073 ± 0.308,0.2818 ± 0.2997
std_word_length,0.33355155395793623,0.026965977624058723,3.6309 ± 1.2643,3.5614 ± 0.9037
stopword_ratio,0.3007299820648016,0.034877944737672806,0.2324 ± 0.1312,0.2327 ± 0.1224
subordinate_clause_ratio,0.028053351339065346,0.026188824325799942,0.0385 ± 0.0465,0.0428 ± 0.0474
surprise,-0.19611768375865501,0.02715417556464672,0.0979 ± 0.15,0.1124 ± 0.1671
type_token_ratio*,-0.7618589159006194,0.03587755933403969,0.878 ± 0.0866,0.9019 ± 0.0821
verb_ratio*,-0.3932181050145267,0.03529486060142517,0.1045 ± 0.0739,0.1211 ± 0.0706
word_count*,-0.6274946602273452,0.028130674734711647,27.0454 ± 11.3856,25.0026 ± 11.6014
