true_outcome,predicted_correctness_probability
1,0.5344989356643886
1,0.46834593257879764
1,0.5499495468743931
1,0.45928281218133776
1,0.5303649254058372
1,0.532542478982089
1,0.5433799517785292
0,0.48077372847844657
1,0.5562526844849484
0,0.5411971068366598
1,0.5662024159817203
1,0.5410187560038262
1,0.5245280118201764
1,0.2660700322502113
1,0.49394173828351323
0,0.5315697775685416
1,0.5305005033647147
1,0.5469655206939216
1,0.5593167316739414
1,0.5767580541486781
1,0.5033416850293415
1,0.5559989090295903
1,0.5751166271759381
1,0.4911200019344775
1,0.5153027856649884
1,0.5082706663586724
1,0.5401103628193168
1,0.5488993120517359
1,0.5310311377244074
1,0.5270209053701856
1,0.4513096599162618
1,0.4941616911495199
1,0.5435598504133404
1,0.49217306824876034
1,0.58017622128668
1,0.5464254474441514
1,0.5901853429467343
0,0.45180201688882393
1,0.4823296961272619
1,0.5930336690486628
0,0.5535918976567452
1,0.4867687821967303
1,0.4803058159672888
1,0.42361124153705515
1,0.4678033015786087
1,0.5391389895509695
1,0.5367391378679826
1,0.48437232695340915
1,0.5143071395629899
1,0.5819544361606536
0,0.5245898182973425
1,0.530452120671377
1,0.5587577537141893
1,0.49987267436842286
1,0.4868824253789445
1,0.5908694886355083
1,0.5310443208166072
0,0.5596910481494185
1,0.5053221764877719
1,0.5434054679558756
1,0.5174650232556496
0,0.5566019621365671
0,0.5362031900715623
0,0.5040805879082737
1,0.5772052801695575
1,0.5155222964356724
0,0.5856044590515505
0,0.5226378467557536
1,0.4728559098631701
1,0.5200697900229259
1,0.5123592695364118
1,0.46384590033527534
1,0.5229118306991212
1,0.5406407572678256
0,0.5147847659481448
1,0.5359508294465757
1,0.5858621400119788
1,0.4926606802342137
1,0.5598707483392646
1,0.5747357004685509
1,0.4808592223971519
1,0.5634915320381984
1,0.5424345817499454
0,0.47408708525371307
1,0.06571329218459175
1,0.49014937265540715
0,0.4928708918302069
1,0.5536337959430666
1,0.5580553334132251
0,0.5514910025263792
1,0.5209391338730991
1,0.5168281838631503
1,0.5078813356845557
1,0.4940417201182525
1,0.5528708235221064
1,0.49402210625189963
1,0.5349893950463596
1,0.5021316481571373
1,0.5330656148069121
1,0.5405763091292372
1,0.10572297226545199
1,0.4806704698922817
1,0.48541042576972254
1,0.5258382246701483
1,0.5180232659628083
1,0.5376515639252987
1,0.5402651321753682
0,0.560797059401355
0,0.47755034969635785
1,0.49151682870668284
1,0.44501925185458024
0,0.5164580676423443
1,0.5082466952374243
1,0.5151906615187521
1,0.5225011634031986
1,0.49387894307544294
1,0.5662002117927918
1,0.5888193025231454
1,0.45904516275127116
1,0.5420625977324599
1,0.5433514896241353
1,0.5037709673701172
1,0.528488505976745
1,0.517418648916792
1,0.5435527202700376
1,0.5142327613447779
1,0.44772346110190203
1,0.5577384758684089
1,0.544298310651285
1,0.4817382687152501
1,0.47434168784918834
1,0.5759767519233245
0,0.5426359383435703
1,0.5393861699537199
1,0.546608198287641
1,0.5621594562779542
1,0.5562496407999317
0,0.4728459060401275
1,0.5608042715989036
1,0.5453092085716094
1,0.5780717378529127
1,0.5399591193116499
1,0.47220374052238584
1,0.47055378704772033
1,0.5461637622866744
1,0.5606402484939775
1,0.5310903167065478
1,0.5135007520729611
1,0.48774149484006624
1,0.5331300441628755
1,0.5738928546157493
1,0.5342257858494031
1,0.49667149646298875
1,0.5238177336467543
0,0.5181615738213945
1,0.5163045945167205
0,0.5148405945661929
1,0.5783838323426362
1,0.5178896099375423
1,0.4831629622204065
0,0.5835070667942687
1,0.49774956969469736
1,0.5562653688892045
1,0.4678529220525206
1,0.5243654231829031
1,0.5539455902746453
1,0.5353560437220927
1,0.5426856830320298
1,0.5385418769253055
1,0.4630953669971713
1,0.445292667165573
1,0.5210524462350685
1,0.5561916089083292
1,0.48320901167751734
1,0.5465138464886395
1,0.4878083622207921
0,0.5634864880627933
1,0.5493178934049365
1,0.5629832043183647
1,0.5621028428521472
1,0.5078586857062202
1,0.49646378141868097
1,0.5775542873246391
1,0.37438932682452397
0,0.5335944135282027
0,0.49463276718253224
1,0.5194297034885503
1,0.5454708710669656
1,0.5192152177075896
1,0.5328840334175664
1,0.5433960970911061
1,0.47043972473952944
1,0.5230179075331333
1,0.5511468150568152
1,0.48045927018287143
0,0.5574605133665573
1,0.4936963820312373
1,0.49885362977591424
1,0.5728354732846639
1,0.5591892910755699
1,0.4641128676838721
1,0.4582510577411819
1,0.530697652738243
1,0.530790345050415
1,0.5745932449169292
1,0.524052826892803
1,0.4850293803537694
1,0.49964109956028013
1,0.5202106711280262
1,0.46606129413802694
1,0.5808910721243039
1,0.07549337443461779
1,0.5450380551940154
1,0.5279435894452337
1,0.5206494875722742
1,0.39352423002065823
1,0.5212322655870304
1,0.542910986986214
1,0.5247241608905937
1,0.5874654778981044
1,0.5117953590186841
1,0.555190718697396
1,0.4621137294340995
1,0.5486231151820129
1,0.5029702226270458
1,0.549980695962196
1,0.547355121235939
1,0.5033160204868342
1,0.5642625395809729
1,0.4919106176798654
1,0.5575529591431365
1,0.5051763331136322
1,0.5464267073901351
0,0.5462774317818511
1,0.5010450797776809
1,0.5116367346175811
1,0.3436637709308755
1,0.5273782825368605
1,0.46868801120267467
1,0.533203668885478
1,0.49978611763189007
1,0.5468072630688086
1,0.5205510751814251
0,0.5392592262342396
1,0.5116109742072676
1,0.5352496282672369
1,0.5625968821708204
1,0.43091400073991076
1,0.5634271025337106
1,0.5199411167335871
1,0.5402083127597991
1,0.5585504676906327
1,0.5324726154861305
1,0.5381720384780926
1,0.22239400658450229
1,0.5403555142820655
1,0.5019619214066325
1,0.536692196088888
1,0.4825368392310334
1,0.46690756655935467
1,0.525883571554537
1,0.5244421524759577
1,0.4171965985793834
1,0.4176276321030397
0,0.4589977840647186
0,0.5014311196016698
1,0.47149437480866263
1,0.49775717007858883
1,0.5145092291337774
1,0.49353050610282384
1,0.501292534243609
1,0.1001386292307018
1,0.5247377193807037
1,0.45926774437366163
1,0.5124625574758958
1,0.5055807973876516
1,0.5196966249781625
1,0.5163551444158933
0,0.4968579196003833
1,0.5420458021540882
1,0.5132611371439441
1,0.5530758391471354
1,0.5053358524122891
1,0.48105110177645416
1,0.5097097911439776
1,0.520798413209652
1,0.5919651422563172
0,0.5129046770782737
1,0.3227689982452504
0,0.4895997501250616
1,0.5420687394130136
1,0.5129668344951249
1,0.5391137820498472
1,0.515413186841911
1,0.5561949411333884
1,0.544910200058323
0,0.5815789857594893
1,0.566477008947009
1,0.37885872407468113
1,0.5175845203347803
1,0.5048497218577909
1,0.581745308947442
1,0.5477027581960728
0,0.5215847208096995
1,0.5009852659623605
1,0.49760561272887305
1,0.4747798338644091
1,0.5024263600189703
1,0.5106366673927794
1,0.5453904525574687
1,0.506313429415813
0,0.5111176445254639
1,0.5592125146306507
0,0.5526908488064176
1,0.500627886735969
1,0.5337497011034014
1,0.5117312891557312
1,0.10614734478470549
1,0.514924864560325
1,0.5076192257550828
1,0.5504251129889893
1,0.4987370833319019
1,0.5045736934401179
0,0.490551348853097
1,0.5040220645813925
1,0.5044710621887213
1,0.5052937561618419
1,0.5259051626288578
0,0.5492203545336396
1,0.5256630452464541
1,0.534466579770793
1,0.539881932083473
1,0.4908533507734729
1,0.5342640312457166
1,0.512391255390606
1,0.479329944188519
0,0.5493996673426764
1,0.5160296284305428
1,0.49500796755012577
1,0.4622218336365003
1,0.4608486179458988
1,0.48849650242518283
1,0.41327795396714795
1,0.5201236749405793
0,0.51280003155424
1,0.49931903659513044
1,0.5032188031390569
1,0.5095682866831356
1,0.5162797873835407
1,0.5312266019270803
1,0.5247331248563015
1,0.5398637534927414
1,0.512858639191127
1,0.5673260830845327
1,0.35332086768228893
0,0.5321070680575595
1,0.5156459210781087
1,0.5747931196006424
1,0.5306548216225841
0,0.5254309817521035
1,0.48909672902671897
1,0.5438686626755863
1,0.5722603183607972
1,0.5584295753963775
1,0.5330698000298295
1,0.5786281279143186
0,0.5585881623530335
1,0.48437377121424025
1,0.4893189856192309
1,0.5410357890439692
1,0.5491291462207876
1,0.5165231817531727
1,0.4778954249889944
1,0.5150556529146149
1,0.5168785991730769
1,0.5554291054285622
1,0.5772420197771995
1,0.44557655445070377
1,0.4888246404214349
1,0.5316819937881836
1,0.5675849054444129
1,0.4619368705006332
1,0.5667616440817004
1,0.5489599338331353
1,0.5085680845084495
1,0.5080292075987897
1,0.5139347771886382
1,0.5740448398942486
1,0.5239121478256454
0,0.535332381908776
1,0.528397785414171
1,0.5097769435539207
0,0.5455430115096995
1,0.5479853218105447
0,0.5495294015756342
1,0.5610114142026339
1,0.5057110706950082
0,0.5711300810920953
1,0.5053864974214517
1,0.5277642839286232
0,0.5064798149286155
1,0.5499944226699124
1,0.03495107427685869
1,0.5111988280969646
1,0.4919542921954037
1,0.5457291438490797
1,0.5795796744156622
0,0.5798482292182386
1,0.4981653153121389
1,0.5033078562217492
1,0.521837096296221
1,0.5317245914526573
1,0.5112358832421618
1,0.5099145466499634
1,0.4976011279582392
1,0.5397127367156273
0,0.4453929642700591
0,0.5430187768711744
0,0.5435819853723904
1,0.5281994771474522
1,0.5073158336630003
1,0.5258372208692914
1,0.48121916710004853
1,0.5156824370141101
1,0.5204488976164803
1,0.5617182632041043
1,0.5331630367859301
0,0.5517411449443025
1,0.5396855380123978
1,0.5409027286559142
1,0.5579799471138379
1,0.5373623302923636
1,0.5436527092462985
1,0.4858749528360883
0,0.489569243966161
1,0.56921988161782
1,0.4888040293875324
1,0.5500290411772839
1,0.478577411038512
1,0.5874352166118615
1,0.5379324173318796
0,0.5164785849682003
1,0.553000780314729
1,0.44854497173148977
1,0.4162873341354762
1,0.5161329771381069
1,0.5353566379800639
1,0.5225017410271693
1,0.589737905420132
1,0.510850738470121
1,0.4534605282111516
1,0.5099365879788834
1,0.5065713482144223
1,0.5566573217561626
1,0.505008412842925
1,0.5409674051989192
1,0.5003740830959399
1,0.5153654216372763
1,0.5312324950480842
1,0.5055770943306189
1,0.500515837540176
1,0.5163219457494764
1,0.5078403297301815
0,0.5279178979877918
1,0.5607726656030169
0,0.44383266971314633
1,0.5652818056712946
1,0.5275113352954691
1,0.5006796120091465
1,0.5228426032417358
1,0.5135116263562036
0,0.571506827156986
1,0.5381567312962314
1,0.5072862023291658
1,0.5376126627058122
1,0.534980363322119
1,0.5292708586643267
1,0.4794050154507109
1,0.5546038683236844
1,0.5096980832589741
0,0.4495126075143233
1,0.507415423938943
1,0.4776078694243297
1,0.4950781342691931
1,0.5146046376365607
1,0.5407731341194761
1,0.5051479380602889
1,0.5386346826860595
0,0.5414542866836094
1,0.5102814685731482
1,0.48295740594367803
0,0.4944043033064774
1,0.44656410786902623
1,0.5309944644097474
1,0.5587656380752632
1,0.49665243977520046
1,0.5430175812945345
1,0.16710318041497874
1,0.5691875605474365
1,0.5430401465761703
1,0.5380030386244472
1,0.5404877288570443
1,0.5291299582138458
1,0.5528028736905544
1,0.546478683492301
1,0.4975582333148286
1,0.4932957539539275
1,0.5418575522070382
1,0.31764550779096273
1,0.5430401465761703
1,0.5505446086875905
1,0.5138531992435784
1,0.4691393398061381
1,0.5277194496639922
1,0.5005684398199977
1,0.5180982987945633
1,0.4006894985086506
1,0.5244618292375897
0,0.5731341904073439
0,0.5577440114277544
1,0.4670731396751395
1,0.5268806586271664
1,0.505828095387229
1,0.5096514867666414
1,0.5386861903538086
1,0.5390328496730232
0,0.5173119866432444
1,0.5697879136323835
1,0.5539865123353034
1,0.48516038408700957
1,0.4827052591774135
1,0.4723176585652527
1,0.48943799208383637
1,0.5624585426523828
1,0.4950969257214025
1,0.5324183578437831
1,0.5039194100414978
1,0.5774102511047366
1,0.5778724497214813
1,0.5776690354710393
1,0.5749191537599353
1,0.5850605646260053
1,0.5075125681473162
1,0.574689292828825
1,0.48313079058455366
0,0.5601147419152971
1,0.5128537471004446
1,0.5426433532046601
1,0.4674570894441931
0,0.5182521289961096
1,0.40001077080551267
1,0.5572103372546957
1,0.4704170728376395
1,0.3990813329221163
0,0.5463050976901979
0,0.5533715533503293
1,0.5591202596345305
1,0.5252667604804111
1,0.5336047381012938
1,0.5308741929148625
1,0.5174897157845751
1,0.5771169874876066
1,0.5587798253765145
1,0.49747217938803845
1,0.5364104651266235
1,0.4538410741278336
1,0.5521903655291855
1,0.49861569095528113
1,0.5216511954660622
1,0.5057865208242246
1,0.3846662413488916
0,0.5592607348355451
0,0.5266215118649982
1,0.12421845327692776
1,0.5024591563777667
1,0.4907112599766727
1,0.490433587223876
1,0.5288495384180637
1,0.5555658363716597
1,0.5215898858711456
1,0.5303796443779184
1,0.5066320700503583
1,0.5440133162362527
1,0.5097087395246256
1,0.5007384618105787
1,0.5012120866026893
1,0.4914024381516009
1,0.5453114773459268
1,0.5123435269092099
1,0.570079497416249
1,0.4907271582911719
1,0.4093156871058463
1,0.5523914022664224
0,0.4925308981722701
