target,text,stance,dataset,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,type,label
Donald Trump,"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump #SemST",0,semeval,27.0,1.0,3.1481481481481484,2.5488371161607786,0.7777777777777778,0.6666666666666666,0.2962962962962963,0.3703703703703703,0.2222222222222222,0.074074074074074,0.074074074074074,0.0,0.037037037037037,1.0,0.2962962962962963,0.0,10.47529411764706,0.0,0.074074074074074,0.0,0.3125,0.91078382730484,0.0013228742172941,0.0807836353778839,0.0019609769806265,0.0033546676859259,0.0007259513949975,0.0,0.0,0.0,1.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
healthcare,"On Wednesday, we urged the Department of Justice to stop CVS Health Corp’s proposed merger with Aetna Inc, arguing… https://t.co/3EMeyDuKqv",0,wtwt,26.0,1.0,4.615384615384615,3.5956910438523826,0.9615384615384616,0.9230769230769232,0.2692307692307692,0.2692307692307692,0.5,0.1153846153846153,0.0384615384615384,0.0,0.0384615384615384,1.0,0.2916666666666667,0.0384615384615384,12.3,0.0,0.0384615384615384,0.0,0.0,0.5694261789321899,0.0103084091097116,0.0975092276930809,0.1092493310570716,0.0130313178524374,0.0304895360022783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,Looks like @TheJusticeDept will seek to block mega mergers between @Aetna-@Humana and @AnthemInc -@Cigna #healthcare https://t.co/XoRbKiBwZO,0,wtwt,26.0,1.0,4.807692307692308,4.01936878673592,0.8461538461538461,0.8076923076923077,0.1538461538461538,0.5,0.5384615384615384,0.0769230769230769,0.0769230769230769,0.0,0.0,1.0,0.2352941176470588,0.0384615384615384,13.1,0.0,0.0769230769230769,0.0,0.0,0.091912068426609,0.0127645060420036,0.8274808526039124,0.0559149160981178,0.0005167978233657,0.0059442725032567,0.0,1.0,1.0,0.0,0.0,0.0,0.8635345101356506,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
entertainment,"Thank God the Fox/Disney merger is dead. If you are excited just because all Marvel  would be at Disney, you’re missing why it would be bad",0,wtwt,30.0,2.0,3.7666666666666666,2.155355088043628,0.9,0.8,0.5,0.1,0.2,0.2333333333333333,0.1,0.0333333333333333,0.1,1.0,0.53125,0.0333333333333333,4.8,6.0,0.2,-0.1812499999999999,0.4666666666666667,0.0168970357626676,0.0177081860601902,0.0039548208005726,0.2240322679281234,0.0145854828879237,0.6314457654953003,0.0,2.0,2.0,1.0,0.0,0.0,0.9681156873703004,23.0,0.0,0.0,0.0,3.0,0.8846153846153846,0.0,0.0,0.0,0.1153846153846153,,0
Donald Trump,"Up is down. Or maybe not. Depends on whether youre left or right. Dear Universe: Just send the asteroid, and lets be done with this crap. #coronavirus @realDonaldTrump #GOP",0,pstance,38.0,5.0,3.789473684210526,2.948308120875983,0.8947368421052632,0.8421052631578947,0.3421052631578947,0.2368421052631578,0.2631578947368421,0.1578947368421052,0.0526315789473684,0.1052631578947368,0.0,1.0,0.4473684210526316,0.1052631578947368,3.3547586206896547,3.919183588453085,0.0263157894736842,-0.1674603174603174,0.4061507936507936,0.0328429006040096,0.0033738482743501,0.9532250165939332,0.0032669976353645,0.0007045554812066,0.002913573756814,1.0,1.0,2.0,0.0,0.0,0.0,0.9508885741233826,27.0,0.0,1.0,1.0,0.0,0.9310344827586208,0.0,0.0344827586206896,0.0344827586206896,0.0,test,0
Feminist Movement,Just want gender politics to be over.  My brain hurts. #genderequity #patriarchy #MRA #SemST,0,semeval,20.0,3.0,3.9,3.080584360149872,0.8,0.7,0.25,0.3,0.35,0.1,0.05,0.05,0.05,1.0,0.238095238095238,0.1,4.772857142857145,1.699673171197595,0.05,0.0,0.0,0.1552725434303283,0.0140529554337263,0.1101046428084373,0.7127510905265808,0.0012560113100335,0.0040740757249295,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,0
Donald Trump,#Trump's United States of America have killed those innocent iranian people.,0,pstance,14.0,1.0,4.714285714285714,2.249716535431946,1.0,1.0,0.2142857142857142,0.2142857142857142,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0,0.2857142857142857,0.0714285714285714,12.3,0.0,0.0,0.15,0.35,0.6850833892822266,0.0022865936625748,0.051837284117937,0.2492167949676513,0.0044654216617345,0.0044197305105626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,1
healthcare,"NH joins federal suit to block Anthem-Cigna, Aetna-Humana insurer mergers - The Union Leader https://t.co/uxZN6wHz07",0,wtwt,18.0,1.0,5.666666666666667,4.203173404306164,1.0,1.0,0.1111111111111111,0.5,0.5555555555555556,0.1111111111111111,0.0555555555555555,0.0,0.0,1.0,0.1,0.0555555555555555,12.3,0.0,0.0555555555555555,0.0,0.0,0.1066304147243499,0.0233970787376165,0.0242473725229501,0.0576974637806415,0.0047801104374229,0.0921644642949104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
Hillary Clinton,@realDonaldTrump has my vote! The truth will set you free and we need transparency in Washington now more than ever! #SemST,0,semeval,25.0,3.0,4.12,3.3264996618066864,0.96,0.92,0.44,0.16,0.24,0.12,0.08,0.12,0.12,1.0,0.5,0.08,5.362142857142857,6.48074069840786,0.0,0.5125,0.65,0.06551044434309,0.0156030328944325,0.9063736796379088,0.0031965535599738,0.0003853399539366,0.0050931493751704,1.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,0
Donald Trump,"Fact 1 #DonaldTrump is intimidated by strong women like your mother , hill etc Fact 2 #DonaldTrump shows his guilt by lashing out and trying to belittle ppl If you are in either of these categories congrats youre doing it right",0,pstance,43.0,1.0,4.348837209302325,2.752451093118789,0.9069767441860463,0.813953488372093,0.3720930232558139,0.0697674418604651,0.2325581395348837,0.2093023255813953,0.0465116279069767,0.0232558139534883,0.0930232558139534,1.0,0.4318181818181818,0.0,18.005,0.0,0.0930232558139534,0.3595238095238094,0.6345238095238095,0.0043190671131014,0.0011155419051647,0.992660105228424,0.000795368978288,0.000233962535276,0.0004665455489885,1.0,2.0,0.0,0.0,0.0,0.0,0.946412205696106,40.0,0.0,0.0,0.0,1.0,0.975609756097561,0.0,0.0,0.0,0.024390243902439,test,1
