feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
noun_ratio*,1.7840716931452024e-16,*,0.467,0.3593,0.467 ± 0.1487,0.3593 ± 0.1279,0.10345738381147385
hedge_D_count,0.7415973965984602,,0.0579,0.0496,0.0579 ± 0.3233,0.0496 ± 0.2175,0.08842924237251282
D_ratio,0.7674732550589283,,0.0026,0.0022,0.0026 ± 0.0128,0.0022 ± 0.0104,0.08708664029836655
certainty_adverbs_count*,0.0063100960482657805,*,0.0744,0.1653,0.0744 ± 0.2928,0.1653 ± 0.4243,0.05447224900126457
E_ratio,0.7997067031440611,,0.0044,0.004,0.0044 ± 0.0177,0.004 ± 0.0164,0.04649725183844566
doubt_adverbs_count*,5.152410462575569e-05,*,0.157,0.3554,0.157 ± 0.4556,0.3554 ± 0.6023,0.042866144329309464
anger*,1.4152140627694138e-06,*,0.2762,0.1658,0.2762 ± 0.2808,0.1658 ± 0.2118,0.03188542649149895
punctuation_density*,6.4003998918690375e-12,*,0.4254,0.3109,0.4254 ± 0.1922,0.3109 ± 0.1645,0.03037133812904358
pronoun_ratio*,1.8782943320749393e-10,*,0.0182,0.0445,0.0182 ± 0.036,0.0445 ± 0.0515,0.030207470059394836
hapax_legomena*,7.771287515170942e-05,*,0.8535,0.8066,0.8535 ± 0.1315,0.8066 ± 0.1279,0.030202485620975494
adv_ratio*,2.5708179284871786e-09,*,0.0155,0.0377,0.0155 ± 0.0318,0.0377 ± 0.0474,0.028767086565494537
joy*,0.0017159299907224695,*,0.0277,0.0664,0.0277 ± 0.0803,0.0664 ± 0.1736,0.026979517191648483
punctuation_usage,0.074774834724972,,0.0916,0.0807,0.0916 ± 0.0736,0.0807 ± 0.0609,0.026458675041794777
disgust,0.47788146728602976,,0.0108,0.0086,0.0108 ± 0.0394,0.0086 ± 0.0275,0.026092154905200005
type_token_ratio*,9.341998208712099e-05,*,0.9162,0.8863,0.9162 ± 0.0854,0.8863 ± 0.0813,0.02503618225455284
sentiment_polarity,0.0704928219490865,,0.0241,0.0628,0.0241 ± 0.2223,0.0628 ± 0.2466,0.024837985634803772
sadness*,0.015052984949879923,*,0.1448,0.1004,0.1448 ± 0.2236,0.1004 ± 0.1739,0.02469535917043686
sentiment_subjectivity*,0.0013409582609502917,*,0.2268,0.3112,0.2268 ± 0.2942,0.3112 ± 0.2814,0.023542694747447968
readability_score*,3.557038988807161e-08,*,10.5549,8.5089,10.5549 ± 4.1548,8.5089 ± 3.8744,0.02291972190141678
verb_ratio*,1.3454094719975375e-09,*,0.1023,0.1356,0.1023 ± 0.0572,0.1356 ± 0.0615,0.022604916244745255
surprise*,0.04580648810118539,*,0.0549,0.0783,0.0549 ± 0.1013,0.0783 ± 0.1506,0.022310713306069374
hedge_C_count*,2.492647786978248e-07,*,16.6116,20.8471,16.6116 ± 8.2325,20.8471 ± 9.5268,0.022187208756804466
function_word_ratio*,4.420628147658007e-18,*,0.2265,0.3371,0.2265 ± 0.1325,0.3371 ± 0.1373,0.02063501626253128
fear*,0.002767293473227448,*,0.3479,0.45,0.3479 ± 0.3706,0.45 ± 0.3765,0.018409397453069687
word_count*,1.1127335431716798e-06,*,22.2975,27.2025,22.2975 ± 10.003,27.2025 ± 11.7951,0.01641223207116127
avg_word_length*,4.170625528278807e-14,*,5.0638,4.4348,5.0638 ± 0.9664,4.4348 ± 0.8027,0.015723468735814095
stopword_ratio*,1.2736982225489437e-14,*,0.1857,0.2727,0.1857 ± 0.1198,0.2727 ± 0.1208,0.015614878386259079
adj_ratio,0.9605669411235267,,0.0621,0.0624,0.0621 ± 0.0522,0.0624 ± 0.0493,0.015527076087892056
std_word_length*,7.333592894888886e-11,*,3.8214,3.2688,3.8214 ± 0.8944,3.2688 ± 0.9298,0.014621549285948277
C_ratio,0.07499664577880269,,0.9921,0.9879,0.9921 ± 0.0231,0.9879 ± 0.0283,0.013152070343494415
subordinate_clause_ratio*,0.024078276687862114,*,0.039,0.048,0.039 ± 0.0401,0.048 ± 0.047,0.01314153429120779
sentence_length_variation*,1.6076196124979528e-05,*,1.7954,3.0208,1.7954 ± 2.7962,3.0208 ± 3.364,0.007964806631207466
sentence_count*,8.817842805518624e-10,*,1.5537,2.1942,1.5537 ± 0.8874,2.1942 ± 1.3231,0.006890186574310064
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.09286136286971247,,0.0083,0.0289,0.0083 ± 0.0907,0.0289 ± 0.1679,
certainty_verbs_count*,0.0005386871042263225,*,0.2066,0.3967,0.2066 ± 0.4892,0.3967 ± 0.6935,
doubt_adjectives_count,0.1714960113536104,,0.0702,0.1074,0.0702 ± 0.2718,0.1074 ± 0.3234,
hedges_score,0.43797791783267126,,0.1502,0.1753,0.1502 ± 0.344,0.1753 ± 0.3689,
certainty_adjectives_count*,2.590002421036817e-05,*,0.1405,0.3306,0.1405 ± 0.4136,0.3306 ± 0.5599,
hedge_E_count,0.8688135931960499,,0.0702,0.0744,0.0702 ± 0.2718,0.0744 ± 0.2783,
hedge_N_count*,0.0009199427729595989,*,0.0248,0.1198,0.0248 ± 0.1558,0.1198 ± 0.4151,
hedge_I_count,0.10193471093185988,,0.0,0.0165,0.0 ± 0.0,0.0165 ± 0.1569,
I_ratio,0.15481819131413735,,0.0,0.0007,0.0 ± 0.0,0.0007 ± 0.0072,
N_ratio*,0.0009797039952012545,*,0.0009,0.0052,0.0009 ± 0.0065,0.0052 ± 0.0188,
