feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
E_ratio,0.09950741930794918,,0.0063,0.0033,0.0063 ± 0.0207,0.0033 ± 0.0132,0.12591961026191711
joy*,8.913846050205674e-09,*,0.2369,0.1112,0.2369 ± 0.2202,0.1112 ± 0.1993,0.09366809576749802
sentence_length_variation*,4.017095582742493e-07,*,1.0544,2.7655,1.0544 ± 2.4788,2.7655 ± 3.8857,0.0729081779718399
punctuation_density*,7.706638919866601e-10,*,0.4442,0.3419,0.4442 ± 0.1518,0.3419 ± 0.1662,0.04876234009861946
sentiment_polarity,0.4184150482348241,,0.0828,0.065,0.0828 ± 0.1871,0.065 ± 0.2426,0.04285774379968643
fear*,0.00022529227078480876,*,0.209,0.3401,0.209 ± 0.3071,0.3401 ± 0.3807,0.04064268246293068
anger*,1.9414466583403052e-05,*,0.0473,0.1271,0.0473 ± 0.106,0.1271 ± 0.2332,0.03630998730659485
hedge_C_count*,2.7850221892369553e-06,*,16.3368,20.1969,16.3368 ± 6.5284,20.1969 ± 9.1903,0.03454984724521637
C_ratio,0.8771377894462993,,0.9919,0.9915,0.9919 ± 0.0229,0.9915 ± 0.0221,0.03444107621908188
adv_ratio*,0.010466713388177196,*,0.0197,0.0292,0.0197 ± 0.0359,0.0292 ± 0.0365,0.03228071331977844
noun_ratio*,1.171257165837204e-06,*,0.4738,0.4052,0.4738 ± 0.1295,0.4052 ± 0.1433,0.0315544493496418
punctuation_usage,0.8971485375100943,,0.0844,0.0851,0.0844 ± 0.0497,0.0851 ± 0.0591,0.031050533056259155
certainty_adjectives_count,0.13342355039501075,,0.1969,0.2746,0.1969 ± 0.5129,0.2746 ± 0.5023,0.028343182057142258
stopword_ratio*,1.284856787643902e-10,*,0.1778,0.2479,0.1778 ± 0.0975,0.2479 ± 0.1104,0.028188081458210945
avg_word_length*,0.0003042722238265923,*,4.9581,4.6443,4.9581 ± 0.8776,4.6443 ± 0.8124,0.026741482317447662
function_word_ratio*,7.561190614983351e-09,*,0.2344,0.3074,0.2344 ± 0.1108,0.3074 ± 0.1308,0.025675667449831963
std_word_length*,8.581237208547879e-05,*,3.903,3.5676,3.903 ± 0.7543,3.5676 ± 0.8992,0.025215880945324898
subordinate_clause_ratio,0.1365634773730555,,0.0365,0.0434,0.0365 ± 0.0431,0.0434 ± 0.048,0.02405419386923313
type_token_ratio,0.3138944168299691,,0.9104,0.9025,0.9104 ± 0.0798,0.9025 ± 0.0757,0.02239287830889225
word_count*,7.210539725044779e-06,*,21.7876,26.2383,21.7876 ± 8.1465,26.2383 ± 10.8774,0.01930222474038601
sentiment_subjectivity*,4.3628770888237376e-05,*,0.1997,0.3226,0.1997 ± 0.2872,0.3226 ± 0.2965,0.018793955445289612
pronoun_ratio*,1.1322235318601129e-08,*,0.0103,0.0297,0.0103 ± 0.0271,0.0297 ± 0.0373,0.016895007342100143
hedges_score,0.22896590563153274,,0.1281,0.1698,0.1281 ± 0.3208,0.1698 ± 0.3583,0.0163397416472435
surprise*,0.01262114104107279,*,0.1868,0.1437,0.1868 ± 0.1407,0.1437 ± 0.1934,0.015214364975690842
hapax_legomena,0.46456188669140386,,0.8364,0.8263,0.8364 ± 0.1421,0.8263 ± 0.1275,0.015161304734647274
verb_ratio*,0.0012938061202047838,*,0.0943,0.116,0.0943 ± 0.0569,0.116 ± 0.0737,0.014516450464725494
adj_ratio,0.8650596166790099,,0.0599,0.0607,0.0599 ± 0.0504,0.0607 ± 0.0478,0.014193662442266941
readability_score,0.14942051424616698,,10.1293,9.5627,10.1293 ± 3.7115,9.5627 ± 3.99,0.012809506617486477
doubt_adverbs_count*,0.00011466594010893718,*,0.1503,0.3679,0.1503 ± 0.3725,0.3679 ± 0.6804,0.012298554182052612
sadness,0.0841270822619164,,0.056,0.0821,0.056 ± 0.1221,0.0821 ± 0.1702,0.012211128138005733
disgust*,0.02666579858971786,*,0.0025,0.0182,0.0025 ± 0.0083,0.0182 ± 0.098,0.01166715007275343
certainty_adverbs_count*,0.0015284250107797373,*,0.0363,0.1347,0.0363 ± 0.2134,0.1347 ± 0.3715,0.009335126727819443
sentence_count*,1.5148509060596262e-07,*,1.3368,1.8653,1.3368 ± 0.8264,1.8653 ± 1.0957,0.0057052383199334145
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
doubt_verbs_count,0.08245940089435314,,0.0,0.0155,0.0 ± 0.0,0.0155 ± 0.124,
certainty_verbs_count*,5.765993574025858e-05,*,0.0933,0.3212,0.0933 ± 0.4228,0.3212 ± 0.6538,
hedge_D_count,0.5872494635062642,,0.0311,0.0415,0.0311 ± 0.174,0.0415 ± 0.1998,
doubt_adjectives_count,0.16223691878993768,,0.1088,0.1606,0.1088 ± 0.3122,0.1606 ± 0.4084,
hedge_I_count,,,0.0,0.0,0.0 ± 0.0,0.0 ± 0.0,
hedge_E_count,0.3252401883679191,,0.1036,0.0725,0.1036 ± 0.3379,0.0725 ± 0.2794,
hedge_N_count*,0.0026882387230123413,*,0.0,0.0881,0.0 ± 0.0,0.0881 ± 0.4051,
D_ratio,0.9901166094116746,,0.0019,0.0019,0.0019 ± 0.011,0.0019 ± 0.0095,
I_ratio,,,0.0,0.0,0.0 ± 0.0,0.0 ± 0.0,
N_ratio*,0.0022379060318598073,*,0.0,0.0033,0.0 ± 0.0,0.0033 ± 0.0147,
