feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio*,0.2695127203235463,0.014183995313942432,0.9956 ± 0.0192,0.9879 ± 0.0283
D_ratio*,-0.34469163525785723,0.0,0.0 ± 0.0,0.0022 ± 0.0104
E_ratio,0.04771096977091695,0.06537950038909912,0.0033 ± 0.0178,0.004 ± 0.0164
I_ratio,-0.11270065797341593,0.0,0.0 ± 0.0,0.0007 ± 0.0072
N_ratio*,-0.239061816645045,0.0,0.0011 ± 0.0078,0.0052 ± 0.0188
adj_ratio,-0.43453809554533,0.0134431729093194,0.0547 ± 0.047,0.0624 ± 0.0493
adv_ratio*,-0.5733829697160291,0.02266382798552513,0.0144 ± 0.0296,0.0377 ± 0.0474
anger,0.36525801413989023,0.015657898038625717,0.1854 ± 0.2184,0.1658 ± 0.2118
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,0.11942189697006439,0.03995718061923981,4.7836 ± 1.0417,4.4348 ± 0.8027
certainty_adjectives_count,0.03762152680986637,0.0,0.2371 ± 0.4953,0.3306 ± 0.5599
certainty_adverbs_count*,0.16146898671905222,0.0,0.0722 ± 0.2601,0.1653 ± 0.4243
certainty_verbs_count*,-0.09072588992819854,0.0,0.2371 ± 0.4738,0.3967 ± 0.6935
disgust,-0.46613742746098874,0.02095608226954937,0.0033 ± 0.0037,0.0086 ± 0.0275
doubt_adjectives_count,0.021178536344193685,0.0,0.0825 ± 0.2765,0.1074 ± 0.3234
doubt_adverbs_count*,0.09706577312867058,0.0,0.1546 ± 0.3911,0.3554 ± 0.6023
doubt_verbs_count,0.17580033279819768,0.0,0.0206 ± 0.1428,0.0289 ± 0.1679
fear,0.4732414036829835,0.03683852031826973,0.4276 ± 0.3772,0.45 ± 0.3765
function_word_ratio*,-1.2994443067255739,0.06601705402135849,0.229 ± 0.1483,0.3371 ± 0.1373
hapax_legomena,-1.0299602915886394,0.008870188146829605,0.8155 ± 0.1299,0.8066 ± 0.1279
hedge_C_count*,0.757755908159994,0.005769403651356697,16.0103 ± 4.9655,20.8471 ± 9.5268
hedge_D_count*,-0.31975486974108186,0.0,0.0 ± 0.0,0.0496 ± 0.2175
hedge_E_count,0.029370949845678413,0.0,0.0412 ± 0.1999,0.0744 ± 0.2783
hedge_I_count,-0.10531509431458512,0.0,0.0 ± 0.0,0.0165 ± 0.1569
hedge_N_count*,-0.09079601886574153,0.0,0.0206 ± 0.1428,0.1198 ± 0.4151
hedges_score*,0.10672662310863881,0.02140159159898758,0.0682 ± 0.2461,0.1753 ± 0.3689
joy,0.1012926052018378,0.023269105702638626,0.0893 ± 0.1999,0.0664 ± 0.1736
noun_ratio*,-0.904864959574304,0.02406810037791729,0.4266 ± 0.1579,0.3593 ± 0.1279
pronoun_ratio,0.26677366867630997,0.0412096232175827,0.0378 ± 0.062,0.0445 ± 0.0515
punctuation_density*,0.6897027897357922,0.020717469975352287,0.4465 ± 0.1974,0.3109 ± 0.1645
punctuation_usage,-0.20098040811195225,0.02795770950615406,0.0804 ± 0.057,0.0807 ± 0.0609
readability_score,-0.5693529836802466,0.027105428278446198,9.3943 ± 4.3434,8.5089 ± 3.8744
sadness*,0.39760140276883227,0.01743129827082157,0.1557 ± 0.2346,0.1004 ± 0.1739
sentence_count*,-1.3074729712309827,0.10615391284227371,1.4639 ± 0.678,2.1942 ± 1.3231
sentence_length_variation*,0.5125670985043119,0.007264137268066406,2.05 ± 2.9607,3.0208 ± 3.364
sentiment_polarity,0.12026010773379904,0.06478855013847351,0.033 ± 0.1694,0.0628 ± 0.2466
sentiment_subjectivity*,-0.25175241938634874,0.030251147225499153,0.1962 ± 0.2965,0.3112 ± 0.2814
std_word_length*,-0.17238725333575278,0.020462842658162117,3.6291 ± 1.122,3.2688 ± 0.9298
stopword_ratio*,0.2977332287683781,0.025395777076482773,0.192 ± 0.1394,0.2727 ± 0.1208
subordinate_clause_ratio,0.3082612791967509,0.12844720482826233,0.0413 ± 0.0544,0.048 ± 0.047
surprise,-0.2546258629654188,0.025889137759804726,0.049 ± 0.0874,0.0783 ± 0.1506
type_token_ratio,1.043076858102869,0.02699696645140648,0.8963 ± 0.0825,0.8863 ± 0.0813
verb_ratio*,-0.6816390289175195,0.02058825083076954,0.1014 ± 0.0704,0.1356 ± 0.0615
word_count*,-0.7786991439075069,0.030864790081977844,21.3711 ± 5.7215,27.2025 ± 11.7951
