word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,iteration,stance,model
0.20779428,0.11555944,0.058426943,0.029673764,0.020410713,0.10474609,0.048078515,0.9475724,-0.5194933,0.17985266,0.0002435944,-0.0014216313,-0.00025517028,0.0,0.26639017,-0.1404567,0.3701716,0.042156182,-0.0085502975,0.13693692,-0.58554864,0.9459792,-0.08798009,0.11655059,0.037184175,0.19536124,0.21691218,-0.009410266,-0.010339816,-0.04561658,-0.00656045,0.0,0.027045209,0.014694039,0.20411478,0.0,-0.016804256,0.0,-0.0003752801,-0.00789254,0.0,-0.0137945125,0.0,-0.017692346,2,All_Stances,XGBoost
0.13298076,0.025718568,-0.5821307,0.22478312,-0.10622092,-0.23856649,-0.040709727,0.078141466,0.6297487,0.20264894,-0.18561564,-0.06961039,-0.21824196,0.0,0.07350534,-0.15455273,0.011409016,0.05313298,0.21539786,-0.030934114,-0.1886638,-0.6770881,0.130586,-0.5139444,0.18551192,-0.008643333,1.2084265,-0.0061387317,0.06119985,-0.035888895,-0.010868925,0.0,0.05063094,-0.0009225134,0.21769524,0.0,-0.0016404003,0.0,-0.0012964786,-0.005518499,0.0,-0.013374101,0.0,-0.014553431,2,All_Stances,XGBoost
0.13983232,0.009781753,0.2421907,0.7645976,0.05221664,-0.03117115,-0.058274154,-0.2594615,-0.6719034,0.26270425,0.194372,-0.121727444,0.1653182,0.0,0.057888813,-0.13659665,-0.11683762,-0.2860545,0.12262744,-0.20404528,-0.17885493,-0.30994546,-0.29417503,-0.9737348,0.11450657,-0.012933834,-0.5963128,-0.018722942,0.08766689,0.25168616,-0.01605757,0.0,-0.33943146,-0.011465719,0.047218315,0.0,-0.016804256,0.0,-0.0012964786,-0.006425145,0.0,-0.02624689,0.0,-0.012009635,2,All_Stances,XGBoost
0.15299606,0.061134044,-0.060484685,0.37746796,-0.039671928,-0.09185299,-0.09443472,-0.038079396,0.4611598,0.009510588,0.25640687,-0.05414933,-0.17123589,0.0,-0.19194525,0.09694279,-0.09274299,0.019162765,0.12837067,-0.22170903,-0.09401918,-0.31685135,0.5673843,-0.079510406,0.03759528,-0.29295626,0.40534985,-0.019177979,-0.017745169,-0.052027255,-0.005271053,0.0,0.020130295,-0.07748563,0.07057631,0.0,-0.0016302448,0.0,-0.00051262113,-0.0070715193,0.0,0.0034647987,0.0,-0.019298805,2,All_Stances,XGBoost
0.09248902,0.079297505,0.13178511,1.0122532,0.33147472,-0.1205177,0.037447948,0.15596633,0.86520123,0.34794736,0.12160981,-0.023239482,0.52932173,0.0,0.15515965,-0.19520757,0.47006556,-0.1651595,0.028929736,0.0030845427,0.010083521,-0.32911158,-0.3604726,-0.2907775,0.29137504,0.46483767,1.024999,-0.018722942,-0.009575018,-0.0055450946,-0.0049383566,0.0,0.020406382,-0.011923032,0.13996308,0.0,-0.0032345988,0.0,-0.0012964786,-0.010495179,0.0,-0.012201875,0.0,-0.0147808865,2,All_Stances,XGBoost
0.079662606,0.10881185,0.34066495,0.32834986,0.018587884,-0.15030298,0.6230275,0.1680792,-0.92615104,0.035544094,-0.12323245,0.12389713,0.13150658,0.0,-0.14186853,-0.041415326,-0.21912526,0.17954502,-0.024183875,0.06238192,-0.019209456,-0.37330434,0.05091621,-0.19765383,0.11368804,0.19274577,0.7020163,-0.017915545,-0.047116842,-0.07073666,-0.0048733824,0.0,0.024519328,0.0007632156,0.05306875,0.0,-0.0044601606,0.0,-0.00051262113,-0.00641954,0.0,-0.0004858675,0.0,-0.012297433,2,All_Stances,XGBoost
0.113647535,0.078679726,0.11647401,0.18204294,0.10355906,0.033179976,-0.059348695,-0.02428587,-0.63130194,-0.14401394,0.23295952,0.04535163,-0.17132077,0.0,-0.13855477,0.09001317,-0.22807294,0.049898326,-0.052198924,0.5194929,-0.2523936,0.8623705,0.8442856,1.5558261,0.43894506,0.47515252,0.34527466,-0.0007729188,-0.011872783,0.40191513,-0.02413248,0.0,0.009541668,-0.055624276,-0.020090666,0.0,-0.004419718,0.0,-0.00051262113,-0.005635918,0.0,-0.0023299397,0.0,-0.015988532,2,All_Stances,XGBoost
0.088593766,0.02020378,-0.48563778,-0.7182996,0.04420442,-0.17589165,-0.31502542,-0.053148568,0.13652115,-0.38519225,-0.29934552,0.15924807,-0.08656885,0.0,-0.20000362,-0.3757937,-0.23216772,-0.14306171,-0.024207978,-0.1681932,-0.28333372,0.14461143,-0.7181886,-0.09098193,0.009170098,-0.40775502,-0.5833698,-0.020261703,-0.016998893,-0.07316356,0.009249737,0.0,0.036673218,-0.030728083,-0.05271319,0.0,-0.0010431331,0.0,-0.00051262113,-0.009288035,0.0,-0.0033212856,0.0,-0.021183813,2,All_Stances,XGBoost
0.040716674,0.052402027,0.87267953,-0.49316636,0.11695003,-0.18825632,-0.09707273,-0.18525366,-0.6242294,0.5598893,0.1443472,0.04620383,-0.16410443,0.0,0.3283573,0.22021106,0.045797586,-0.01579673,0.074409105,0.09922243,0.23635966,0.8319795,0.0036945005,2.0673308,0.064306095,0.37018403,-0.17509869,-0.011841856,-0.005193197,0.1794107,-0.0044610538,0.0,0.03079481,-0.043108847,0.2142589,0.0,-0.004419718,0.0,-0.00051262113,-0.0014673746,0.0,-0.0013938809,0.0,-0.008106462,2,All_Stances,XGBoost
0.1141265,0.11045954,0.09342109,-0.87416303,-0.08216067,0.014641533,1.015672,-0.11317611,0.61419415,-0.15980875,0.26456648,0.039748326,-0.15859854,0.0,0.54152256,-0.13514985,-0.103619725,0.0042962944,-0.038606513,-0.020980949,1.7374358,-0.49909353,-0.23177138,0.07253158,-0.04153925,-0.05779488,0.13534048,-0.023592904,-0.011082068,0.46877894,-0.005278444,0.0,0.051935513,-0.015994027,0.35699308,0.0,-0.0032345988,0.0,-0.00051262113,-0.0058358116,0.0,-0.0022257864,0.0,-0.010990563,2,All_Stances,XGBoost
