feature,shap_importance,iteration,stance,model
avg_word_length,0.9599052413453324,2,NONE,Logistic Regression
function_word_ratio,0.6420078567714954,2,NONE,Logistic Regression
noun_ratio,0.6253172411979085,2,NONE,Logistic Regression
word_count,0.5337988057007894,2,NONE,Logistic Regression
std_word_length,0.38155497833283153,2,NONE,Logistic Regression
fear,0.31815836943368475,2,NONE,Logistic Regression
hapax_legomena,0.2825170538082771,2,NONE,Logistic Regression
type_token_ratio,0.257738692280217,2,NONE,Logistic Regression
adj_ratio,0.24319779497626848,2,NONE,Logistic Regression
hedge_C_count,0.24207594469605667,2,NONE,Logistic Regression
C_ratio,0.23178229463693592,2,NONE,Logistic Regression
joy,0.2111084327380126,2,NONE,Logistic Regression
N_ratio,0.20648856078094513,2,NONE,Logistic Regression
sentiment_subjectivity,0.18782428987057906,2,NONE,Logistic Regression
certainty_verbs_count,0.1575671989858388,2,NONE,Logistic Regression
adv_ratio,0.15694908253286197,2,NONE,Logistic Regression
hedge_N_count,0.15304745222734975,2,NONE,Logistic Regression
certainty_adjectives_count,0.14720879886070068,2,NONE,Logistic Regression
surprise,0.1248383113353511,2,NONE,Logistic Regression
doubt_adverbs_count,0.11379635087998817,2,NONE,Logistic Regression
doubt_adjectives_count,0.1058452652296223,2,NONE,Logistic Regression
I_ratio,0.10539135147194424,2,NONE,Logistic Regression
sentence_length_variation,0.09943721530675391,2,NONE,Logistic Regression
punctuation_density,0.09482735307257564,2,NONE,Logistic Regression
hedges_score,0.09208346690446284,2,NONE,Logistic Regression
pronoun_ratio,0.08794311296936297,2,NONE,Logistic Regression
readability_score,0.07683438348638173,2,NONE,Logistic Regression
sadness,0.07428963535255603,2,NONE,Logistic Regression
sentence_count,0.06814429220870961,2,NONE,Logistic Regression
hedge_I_count,0.06425534665960515,2,NONE,Logistic Regression
sentiment_polarity,0.05141313585755241,2,NONE,Logistic Regression
certainty_adverbs_count,0.050233868248818536,2,NONE,Logistic Regression
punctuation_usage,0.04631634839858402,2,NONE,Logistic Regression
anger,0.04231141287175208,2,NONE,Logistic Regression
subordinate_clause_ratio,0.0399137819632599,2,NONE,Logistic Regression
hedge_E_count,0.03609105482041994,2,NONE,Logistic Regression
hedge_D_count,0.03374168123362415,2,NONE,Logistic Regression
verb_ratio,0.030642238388554566,2,NONE,Logistic Regression
disgust,0.016397222335368455,2,NONE,Logistic Regression
E_ratio,0.015947678611721763,2,NONE,Logistic Regression
D_ratio,0.007512248021277012,2,NONE,Logistic Regression
doubt_verbs_count,0.004500880477579709,2,NONE,Logistic Regression
stopword_ratio,0.0027487226694853867,2,NONE,Logistic Regression
avg_dependency_depth,0.0,2,NONE,Logistic Regression
