feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
certainty_adjectives_count,0.3075484927808413,,0.2176,0.2746,0.2176 ± 0.5901,0.2746 ± 0.5023,0.0955774337053299
stopword_ratio*,6.091569238395958e-12,*,0.1694,0.2479,0.1694 ± 0.1069,0.2479 ± 0.1104,0.0770995244383812
hedges_score*,0.03885869274011625,*,0.101,0.1698,0.101 ± 0.2909,0.1698 ± 0.3583,0.05590459704399109
sentiment_polarity,0.43954656044238527,,0.0835,0.065,0.0835 ± 0.2261,0.065 ± 0.2426,0.054190512746572495
sentence_count*,0.00016321268843285685,*,1.4456,1.8653,1.4456 ± 1.0697,1.8653 ± 1.0957,0.052757635712623596
D_ratio,0.18496908389873254,,0.0038,0.0019,0.0038 ± 0.0169,0.0019 ± 0.0095,0.05174776166677475
sadness,0.07055789971523542,,0.0556,0.0821,0.0556 ± 0.1106,0.0821 ± 0.1702,0.03847409412264824
function_word_ratio*,1.544862612177486e-11,*,0.2161,0.3074,0.2161 ± 0.1271,0.3074 ± 0.1308,0.03583737090229988
joy*,7.407723123291811e-05,*,0.194,0.1112,0.194 ± 0.2066,0.1112 ± 0.1993,0.03517363220453262
pronoun_ratio*,0.0001557306564993371,*,0.0159,0.0297,0.0159 ± 0.0337,0.0297 ± 0.0373,0.03451979532837868
anger*,0.0013956907524810002,*,0.0639,0.1271,0.0639 ± 0.1408,0.1271 ± 0.2332,0.03283368796110153
subordinate_clause_ratio*,0.0008555535832974708,*,0.0284,0.0434,0.0284 ± 0.0392,0.0434 ± 0.048,0.031708791851997375
fear*,0.04654254306918237,*,0.2655,0.3401,0.2655 ± 0.3537,0.3401 ± 0.3807,0.030752388760447502
sentiment_subjectivity*,0.00017537391140649684,*,0.2073,0.3226,0.2073 ± 0.3014,0.3226 ± 0.2965,0.029475310817360878
punctuation_density*,4.410090199597772e-09,*,0.4409,0.3419,0.4409 ± 0.1574,0.3419 ± 0.1662,0.028974607586860657
readability_score*,0.027028567625642503,*,10.5039,9.5627,10.5039 ± 4.3344,9.5627 ± 3.99,0.02827255241572857
verb_ratio*,0.009097703313280605,*,0.0978,0.116,0.0978 ± 0.0625,0.116 ± 0.0737,0.025471214205026627
noun_ratio*,1.5753098074454827e-05,*,0.4676,0.4052,0.4676 ± 0.1371,0.4052 ± 0.1433,0.024370405822992325
punctuation_usage,0.6036481482430762,,0.0883,0.0851,0.0883 ± 0.0603,0.0851 ± 0.0591,0.023724986240267754
type_token_ratio,0.7341035367228274,,0.9052,0.9025,0.9052 ± 0.0848,0.9025 ± 0.0757,0.022453824058175087
adj_ratio*,0.0015066322107458116,*,0.0454,0.0607,0.0454 ± 0.0462,0.0607 ± 0.0478,0.02180478535592556
adv_ratio*,3.9879036709446506e-05,*,0.0152,0.0292,0.0152 ± 0.0295,0.0292 ± 0.0365,0.02059328556060791
C_ratio,0.6858233832503347,,0.9924,0.9915,0.9924 ± 0.0218,0.9915 ± 0.0221,0.019944770261645317
word_count*,1.43887096495424e-06,*,21.3575,26.2383,21.3575 ± 8.5697,26.2383 ± 10.8774,0.01904442347586155
surprise*,0.023783021659349937,*,0.1858,0.1437,0.1858 ± 0.1707,0.1437 ± 0.1934,0.01862025074660778
avg_word_length*,0.00017543707875798567,*,4.9791,4.6443,4.9791 ± 0.9201,4.6443 ± 0.8124,0.015737982466816902
std_word_length*,0.0004412332521444,*,3.8731,3.5676,3.8731 ± 0.79,3.5676 ± 0.8992,0.01501406915485859
disgust*,0.03126858528050425,*,0.0028,0.0182,0.0028 ± 0.0149,0.0182 ± 0.098,0.013425669632852077
hedge_C_count*,6.218197380702315e-07,*,15.9171,20.1969,15.9171 ± 7.2868,20.1969 ± 9.1903,0.013357221148908138
sentence_length_variation*,1.1646244458713953e-07,*,1.0259,2.7655,1.0259 ± 2.219,2.7655 ± 3.8857,0.011780841276049614
hapax_legomena,0.7102236227998091,,0.8314,0.8263,0.8314 ± 0.1381,0.8263 ± 0.1275,0.009860849007964134
doubt_adverbs_count*,3.2970923883909655e-06,*,0.1088,0.3679,0.1088 ± 0.344,0.3679 ± 0.6804,0.00956877414137125
certainty_verbs_count*,3.031587293839622e-05,*,0.0984,0.3212,0.0984 ± 0.3317,0.3212 ± 0.6538,0.0019269554177299142
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
certainty_adverbs_count*,0.0007300333061520209,*,0.0311,0.1347,0.0311 ± 0.2017,0.1347 ± 0.3715,
doubt_verbs_count,0.08245940089435318,,0.0,0.0155,0.0 ± 0.0,0.0155 ± 0.124,
hedge_D_count,0.6303013791545744,,0.0518,0.0415,0.0518 ± 0.2222,0.0415 ± 0.1998,
doubt_adjectives_count*,0.0029323971695307247,*,0.057,0.1606,0.057 ± 0.2539,0.1606 ± 0.4084,
hedge_I_count,,,0.0,0.0,0.0 ± 0.0,0.0 ± 0.0,
hedge_E_count,0.30491131431222473,,0.0466,0.0725,0.0466 ± 0.2114,0.0725 ± 0.2794,
hedge_N_count,0.08095770411783919,,0.0311,0.0881,0.0311 ± 0.2017,0.0881 ± 0.4051,
E_ratio,0.7520350102773369,,0.0029,0.0033,0.0029 ± 0.0138,0.0033 ± 0.0132,
I_ratio,,,0.0,0.0,0.0 ± 0.0,0.0 ± 0.0,
N_ratio*,0.04338344017845307,*,0.0009,0.0033,0.0009 ± 0.006,0.0033 ± 0.0147,
