feature,mi_score
type_token_ratio,0.02626236744333621
anger,0.024342121170365605
readability_score,0.02340621376506924
sentiment_polarity,0.022143159009367697
hedges_score,0.02102459183481975
verb_ratio,0.020836133512738053
hedge_I_count,0.020521323539751668
std_word_length,0.019911640770631456
sentence_length_variation,0.019743599347565866
certainty_verbs_count,0.01907947197335158
sentiment_subjectivity,0.01753258369172639
sentence_count,0.016805525872286564
adj_ratio,0.015179257296804582
punctuation_density,0.014317433898334064
stopword_ratio,0.012903994275383024
doubt_adverbs_count,0.011528775925347068
hedge_N_count,0.009761928431649691
punctuation_usage,0.008051678335937673
joy,0.007057615317196175
surprise,0.006406288275299987
function_word_ratio,0.0060917246959677485
word_count,0.005988192796990255
N_ratio,0.0035756242173450303
D_ratio,0.0033952905693765967
doubt_adjectives_count,0.003181217041838158
noun_ratio,0.0031233455130159626
sadness,0.001378718155080616
pronoun_ratio,0.001004191132175869
hapax_legomena,0.0009571722139016803
disgust,0.0008387356295327386
certainty_adjectives_count,0.00082251319072002
subordinate_clause_ratio,0.0007836281716286919
E_ratio,0.0007332533830641808
hedge_C_count,2.13419749417465e-05
adv_ratio,0.0
avg_word_length,0.0
certainty_adverbs_count,0.0
fear,0.0
avg_dependency_depth,0.0
doubt_verbs_count,0.0
hedge_D_count,0.0
hedge_E_count,0.0
C_ratio,0.0
I_ratio,0.0
