feature,p_value,significance,correct_mean,incorrect_mean,correct_mean_std,incorrect_mean_std,XGBoost_coef
D_ratio,0.9268266485804171,,0.0023,0.0022,0.0023 ± 0.0127,0.0022 ± 0.0104,0.08737026900053024
sentence_count*,5.3515782100218925e-06,*,1.7107,2.1942,1.7107 ± 0.9592,2.1942 ± 1.3231,0.05253877863287926
C_ratio*,0.03146083666093254,*,0.9928,0.9879,0.9928 ± 0.0212,0.9879 ± 0.0283,0.046933095902204514
avg_word_length*,0.000302156678017637,*,4.7402,4.4348,4.7402 ± 1.029,4.4348 ± 0.8027,0.04564797505736351
function_word_ratio*,1.3796909369761193e-06,*,0.272,0.3371,0.272 ± 0.1552,0.3371 ± 0.1373,0.04161616414785385
surprise,0.05587736228888485,,0.0551,0.0783,0.0551 ± 0.1131,0.0783 ± 0.1506,0.041372254490852356
doubt_adverbs_count*,0.02096718291377568,*,0.2397,0.3554,0.2397 ± 0.491,0.3554 ± 0.6023,0.03907180204987526
adj_ratio,0.11620838090144202,,0.0555,0.0624,0.0555 ± 0.0468,0.0624 ± 0.0493,0.03716138005256653
type_token_ratio,0.07805943617485171,,0.8992,0.8863,0.8992 ± 0.0791,0.8863 ± 0.0813,0.036643579602241516
verb_ratio*,0.02731069585722537,*,0.1215,0.1356,0.1215 ± 0.0778,0.1356 ± 0.0615,0.03655939921736717
subordinate_clause_ratio,0.6855597539367799,,0.0462,0.048,0.0462 ± 0.0522,0.048 ± 0.047,0.034914009273052216
hapax_legomena,0.16339626669937946,,0.8228,0.8066,0.8228 ± 0.128,0.8066 ± 0.1279,0.03165530413389206
punctuation_density*,2.3262523523748802e-05,*,0.3824,0.3109,0.3824 ± 0.2021,0.3109 ± 0.1645,0.030585147440433502
sentiment_subjectivity*,0.017020728486024376,*,0.2467,0.3112,0.2467 ± 0.3105,0.3112 ± 0.2814,0.030469076707959175
fear,0.14837443626950714,,0.4008,0.45,0.4008 ± 0.3718,0.45 ± 0.3765,0.029285727068781853
noun_ratio*,0.00038559042092438806,*,0.4056,0.3593,0.4056 ± 0.1559,0.3593 ± 0.1279,0.028690187260508537
pronoun_ratio,0.2338990212948115,,0.0388,0.0445,0.0388 ± 0.0543,0.0445 ± 0.0515,0.028547845780849457
disgust,0.8787446593665906,,0.0083,0.0086,0.0083 ± 0.0256,0.0086 ± 0.0275,0.027285074815154076
std_word_length*,0.0038404619810019787,*,3.5288,3.2688,3.5288 ± 1.0365,3.2688 ± 0.9298,0.026969876140356064
adv_ratio*,0.00019329458312169475,*,0.0234,0.0377,0.0234 ± 0.0359,0.0377 ± 0.0474,0.02678256295621395
sadness,0.06669428681331477,,0.1338,0.1004,0.1338 ± 0.2231,0.1004 ± 0.1739,0.024863017722964287
joy,0.6334907431821413,,0.0592,0.0664,0.0592 ± 0.1614,0.0664 ± 0.1736,0.023180143907666206
sentiment_polarity,0.29631559305833083,,0.0412,0.0628,0.0412 ± 0.2057,0.0628 ± 0.2466,0.022294271737337112
hedge_C_count*,0.0008963740078723462,*,18.0868,20.8471,18.0868 ± 8.6214,20.8471 ± 9.5268,0.021788612008094788
anger*,0.000918767658978821,*,0.2392,0.1658,0.2392 ± 0.2687,0.1658 ± 0.2118,0.019984684884548187
word_count*,0.0003322811995590479,*,23.5785,27.2025,23.5785 ± 10.2035,27.2025 ± 11.7951,0.019321762025356293
sentence_length_variation*,0.02721182073332748,*,2.3606,3.0208,2.3606 ± 3.1907,3.0208 ± 3.364,0.019090857356786728
hedges_score,0.0869889852944606,,0.1219,0.1753,0.1219 ± 0.3141,0.1753 ± 0.3689,0.018859634175896645
stopword_ratio*,0.00016609822024782388,*,0.2275,0.2727,0.2275 ± 0.1404,0.2727 ± 0.1208,0.018590431660413742
certainty_verbs_count,0.2704858072094348,,0.3306,0.3967,0.3306 ± 0.623,0.3967 ± 0.6935,0.017734289169311523
punctuation_usage,0.8340537529482933,,0.0818,0.0807,0.0818 ± 0.0589,0.0807 ± 0.0609,0.016391152516007423
readability_score*,0.0022424471377537046,*,9.6982,8.5089,9.6982 ± 4.6091,8.5089 ± 3.8744,0.010788573883473873
certainty_adjectives_count,0.07524039704968541,,0.2438,0.3306,0.2438 ± 0.5097,0.3306 ± 0.5599,0.007013057824224234
avg_dependency_depth,,,1.0,1.0,1.0 ± 0.0,1.0 ± 0.0,
certainty_adverbs_count,0.41681231526752693,,0.1364,0.1653,0.1364 ± 0.3557,0.1653 ± 0.4243,
doubt_verbs_count,0.36123170322527587,,0.0165,0.0289,0.0165 ± 0.1278,0.0289 ± 0.1679,
hedge_D_count,0.8383564230378933,,0.0455,0.0496,0.0455 ± 0.2277,0.0496 ± 0.2175,
doubt_adjectives_count,1.0,,0.1074,0.1074,0.1074 ± 0.3234,0.1074 ± 0.3234,
hedge_I_count,0.2559908404621418,,0.0041,0.0165,0.0041 ± 0.0643,0.0165 ± 0.1569,
hedge_E_count,0.2753887921060759,,0.0496,0.0744,0.0496 ± 0.2175,0.0744 ± 0.2783,
hedge_N_count,0.06338697908318298,,0.0579,0.1198,0.0579 ± 0.3102,0.1198 ± 0.4151,
E_ratio,0.35016727132652803,,0.0027,0.004,0.0027 ± 0.0136,0.004 ± 0.0164,
I_ratio,0.3143569669674446,,0.0002,0.0007,0.0002 ± 0.0026,0.0007 ± 0.0072,
N_ratio*,0.019652762974466154,*,0.002,0.0052,0.002 ± 0.0104,0.0052 ± 0.0188,
