feature,shap_importance,iteration,stance,model
anger,0.493824,9,All_Stances,XGBoost
surprise,0.4118774,9,All_Stances,XGBoost
joy,0.32302698,9,All_Stances,XGBoost
disgust,0.31529874,9,All_Stances,XGBoost
verb_ratio,0.3083076,9,All_Stances,XGBoost
readability_score,0.29527673,9,All_Stances,XGBoost
fear,0.29319558,9,All_Stances,XGBoost
stopword_ratio,0.24905136,9,All_Stances,XGBoost
adj_ratio,0.24753192,9,All_Stances,XGBoost
sadness,0.24078184,9,All_Stances,XGBoost
type_token_ratio,0.23990896,9,All_Stances,XGBoost
subordinate_clause_ratio,0.2276861,9,All_Stances,XGBoost
noun_ratio,0.22189733,9,All_Stances,XGBoost
punctuation_density,0.21992098,9,All_Stances,XGBoost
punctuation_usage,0.21660307,9,All_Stances,XGBoost
hedge_C_count,0.21505095,9,All_Stances,XGBoost
avg_word_length,0.2099194,9,All_Stances,XGBoost
pronoun_ratio,0.20941842,9,All_Stances,XGBoost
std_word_length,0.20587781,9,All_Stances,XGBoost
sentiment_polarity,0.20281984,9,All_Stances,XGBoost
function_word_ratio,0.17995876,9,All_Stances,XGBoost
sentiment_subjectivity,0.15328583,9,All_Stances,XGBoost
adv_ratio,0.14982416,9,All_Stances,XGBoost
hapax_legomena,0.13386333,9,All_Stances,XGBoost
word_count,0.10271747,9,All_Stances,XGBoost
sentence_length_variation,0.09048942,9,All_Stances,XGBoost
doubt_adverbs_count,0.060343076,9,All_Stances,XGBoost
hedges_score,0.049219243,9,All_Stances,XGBoost
sentence_count,0.04139342,9,All_Stances,XGBoost
certainty_adjectives_count,0.040614147,9,All_Stances,XGBoost
certainty_verbs_count,0.024039099,9,All_Stances,XGBoost
C_ratio,0.016886229,9,All_Stances,XGBoost
certainty_adverbs_count,0.011430271,9,All_Stances,XGBoost
hedge_N_count,0.0060904883,9,All_Stances,XGBoost
hedge_E_count,0.0032092624,9,All_Stances,XGBoost
E_ratio,0.0027529132,9,All_Stances,XGBoost
avg_dependency_depth,0.0,9,All_Stances,XGBoost
hedge_D_count,0.0,9,All_Stances,XGBoost
doubt_verbs_count,0.0,9,All_Stances,XGBoost
doubt_adjectives_count,0.0,9,All_Stances,XGBoost
hedge_I_count,0.0,9,All_Stances,XGBoost
D_ratio,0.0,9,All_Stances,XGBoost
I_ratio,0.0,9,All_Stances,XGBoost
N_ratio,0.0,9,All_Stances,XGBoost
