feature,shap_importance,iteration,stance,model
certainty_verbs_count,1.6249533,11,AGAINST,XGBoost
joy,1.1458521,11,AGAINST,XGBoost
punctuation_density,0.9271316,11,AGAINST,XGBoost
word_count,0.7827473,11,AGAINST,XGBoost
surprise,0.67316407,11,AGAINST,XGBoost
readability_score,0.57696396,11,AGAINST,XGBoost
noun_ratio,0.57477236,11,AGAINST,XGBoost
std_word_length,0.34358528,11,AGAINST,XGBoost
pronoun_ratio,0.31884074,11,AGAINST,XGBoost
disgust,0.31790146,11,AGAINST,XGBoost
anger,0.30177703,11,AGAINST,XGBoost
subordinate_clause_ratio,0.25956386,11,AGAINST,XGBoost
fear,0.25526422,11,AGAINST,XGBoost
sentiment_polarity,0.25279105,11,AGAINST,XGBoost
adj_ratio,0.14221095,11,AGAINST,XGBoost
avg_word_length,0.13993332,11,AGAINST,XGBoost
adv_ratio,0.13231306,11,AGAINST,XGBoost
sadness,0.13218834,11,AGAINST,XGBoost
sentence_length_variation,0.11531539,11,AGAINST,XGBoost
verb_ratio,0.114238665,11,AGAINST,XGBoost
sentence_count,0.11106769,11,AGAINST,XGBoost
hapax_legomena,0.08598453,11,AGAINST,XGBoost
function_word_ratio,0.07975281,11,AGAINST,XGBoost
stopword_ratio,0.0793071,11,AGAINST,XGBoost
punctuation_usage,0.07550585,11,AGAINST,XGBoost
type_token_ratio,0.07515496,11,AGAINST,XGBoost
certainty_adjectives_count,0.05265362,11,AGAINST,XGBoost
sentiment_subjectivity,0.047300775,11,AGAINST,XGBoost
C_ratio,0.04406467,11,AGAINST,XGBoost
avg_dependency_depth,0.0,11,AGAINST,XGBoost
certainty_adverbs_count,0.0,11,AGAINST,XGBoost
doubt_adverbs_count,0.0,11,AGAINST,XGBoost
doubt_adjectives_count,0.0,11,AGAINST,XGBoost
hedges_score,0.0,11,AGAINST,XGBoost
hedge_C_count,0.0,11,AGAINST,XGBoost
doubt_verbs_count,0.0,11,AGAINST,XGBoost
hedge_D_count,0.0,11,AGAINST,XGBoost
hedge_E_count,0.0,11,AGAINST,XGBoost
hedge_I_count,0.0,11,AGAINST,XGBoost
hedge_N_count,0.0,11,AGAINST,XGBoost
D_ratio,0.0,11,AGAINST,XGBoost
E_ratio,0.0,11,AGAINST,XGBoost
I_ratio,0.0,11,AGAINST,XGBoost
N_ratio,0.0,11,AGAINST,XGBoost
