feature,shap_importance,iteration,stance,model
disgust,0.7502637,11,NONE,XGBoost
surprise,0.5778031,11,NONE,XGBoost
fear,0.57055014,11,NONE,XGBoost
verb_ratio,0.5482217,11,NONE,XGBoost
anger,0.4769461,11,NONE,XGBoost
std_word_length,0.44959763,11,NONE,XGBoost
word_count,0.4258114,11,NONE,XGBoost
noun_ratio,0.37435022,11,NONE,XGBoost
stopword_ratio,0.36493647,11,NONE,XGBoost
adj_ratio,0.2871914,11,NONE,XGBoost
punctuation_density,0.27688727,11,NONE,XGBoost
avg_word_length,0.2645562,11,NONE,XGBoost
function_word_ratio,0.2628433,11,NONE,XGBoost
joy,0.2545429,11,NONE,XGBoost
hedge_C_count,0.2441193,11,NONE,XGBoost
hapax_legomena,0.23277432,11,NONE,XGBoost
punctuation_usage,0.22556041,11,NONE,XGBoost
subordinate_clause_ratio,0.20982958,11,NONE,XGBoost
sentiment_subjectivity,0.20127691,11,NONE,XGBoost
readability_score,0.19706413,11,NONE,XGBoost
sadness,0.1494747,11,NONE,XGBoost
type_token_ratio,0.14059976,11,NONE,XGBoost
sentiment_polarity,0.13763884,11,NONE,XGBoost
certainty_adjectives_count,0.13106628,11,NONE,XGBoost
hedges_score,0.10201806,11,NONE,XGBoost
pronoun_ratio,0.081249915,11,NONE,XGBoost
adv_ratio,0.056135394,11,NONE,XGBoost
sentence_length_variation,0.051364765,11,NONE,XGBoost
sentence_count,0.044716306,11,NONE,XGBoost
doubt_adverbs_count,0.03698485,11,NONE,XGBoost
C_ratio,0.032670636,11,NONE,XGBoost
E_ratio,0.008584952,11,NONE,XGBoost
doubt_adjectives_count,0.007201644,11,NONE,XGBoost
avg_dependency_depth,0.0,11,NONE,XGBoost
certainty_adverbs_count,0.0,11,NONE,XGBoost
certainty_verbs_count,0.0,11,NONE,XGBoost
hedge_D_count,0.0,11,NONE,XGBoost
doubt_verbs_count,0.0,11,NONE,XGBoost
hedge_I_count,0.0,11,NONE,XGBoost
hedge_E_count,0.0,11,NONE,XGBoost
hedge_N_count,0.0,11,NONE,XGBoost
D_ratio,0.0,11,NONE,XGBoost
I_ratio,0.0,11,NONE,XGBoost
N_ratio,0.0,11,NONE,XGBoost
