true_outcome,predicted_correctness_probability
1,0.531952674852655
1,0.6186566329532467
1,0.4947774885302579
1,0.46697858427854094
1,0.5028160769770851
1,0.5154334970554363
1,0.5697453293349002
0,0.5245138450143353
1,0.6150914150323974
0,0.6108037947750149
1,0.46615726597798746
1,0.5782719299488084
1,0.51427939923085
1,0.5499000046431303
1,0.5567779678490533
0,0.575642880651754
1,0.5192997139394568
1,0.7185549027376831
1,0.5222340897254542
1,0.5710989745923528
1,0.4802208693651602
1,0.5773526326284972
1,0.6669418244416652
1,0.5681129317174354
1,0.39762864440482326
1,0.4369384790310226
1,0.47979622591420246
1,0.5102487734642295
1,0.4371135066423098
1,0.7686019939493092
1,0.6797397176313688
1,0.43297337919231943
1,0.7688853446524109
1,0.7212831316911463
1,0.60379165074975
1,0.4809933275847523
1,0.49444725014497803
0,0.3410734243304759
1,0.41136583332769383
1,0.6510129891538394
0,0.6313216714576955
1,0.6044449657584242
1,0.41375479966432954
1,0.7766330927981108
1,0.597706468863294
1,0.4833636227451267
1,0.6327843277940016
1,0.4724557925555947
1,0.5175889413214283
1,0.624541309205923
0,0.4442602162216523
1,0.5369350311111232
1,0.6662073716313933
1,0.39871328283684776
1,0.5774620512517463
1,0.5715736315869352
1,0.49328011913032577
0,0.7210843475785538
1,0.7671259607562478
1,0.5126615145010732
1,0.6144177474898076
0,0.4843727937630798
0,0.6611406044747998
0,0.6443392805338288
1,0.8338579080436845
1,0.5018540552227292
0,0.6768269952081799
0,0.6245209290307583
1,0.6456700505190153
1,0.6226607882269545
1,0.472843953592086
1,0.5028366025897293
1,0.7473516914124831
1,0.5578835389842791
0,0.4489655128026786
1,0.6277941602686338
1,0.6118178441553134
1,0.4199868867003745
1,0.4923722453669198
1,0.4998644745818815
1,0.615538269531271
1,0.5599444310958123
1,0.49273803859976467
0,0.5210087293362755
1,0.3175419260332849
1,0.6043040415249368
0,0.5033219414549522
1,0.6448615045981245
1,0.6631936416409234
0,0.5093443091396529
1,0.4526520488146201
1,0.5967739279940555
1,0.44699360757629353
1,0.5259943286003066
1,0.5728620381140461
1,0.5719240145285666
1,0.47286501150736604
1,0.49161712639259153
1,0.5917256172211323
1,0.5503135209043576
1,0.515133492766078
1,0.5117031175363187
1,0.46262387444579733
1,0.42632480119575417
1,0.6409991406045492
1,0.4837491582563184
1,0.5781378708361105
0,0.5143478330172586
0,0.47485222506692176
1,0.35095338501042356
1,0.38993262063087336
0,0.6544847721137508
1,0.35971602522473695
1,0.7152553101738806
1,0.5113093096732326
1,0.4573946748906409
1,0.5448701956451867
1,0.6353861167205042
1,0.4024028444392917
1,0.6960072420765077
1,0.5368371774444194
1,0.4565162705517893
1,0.6283124234056242
1,0.29453576219532634
1,0.7081556693266632
1,0.4206498383168013
1,0.6223601418355162
1,0.5386799478364415
1,0.42766416017607994
1,0.36383574278663705
1,0.41013146615681056
1,0.6569493982771848
0,0.5493863893425323
1,0.5063229183500889
1,0.6686787055459567
1,0.5713127757038039
1,0.5630389793971929
0,0.3699081779730754
1,0.6870589538101454
1,0.6417002836083132
1,0.5324109324096145
1,0.5551142825839959
1,0.4159557065984618
1,0.5573229258555391
1,0.6111350721246154
1,0.66315174245403
1,0.47803791325353945
1,0.7787314097253154
1,0.4896514111786498
1,0.7476473498859216
1,0.6362324554637082
1,0.5512350743727708
1,0.7585185992940882
1,0.4311586772737487
0,0.5845874439944189
