feature,quartile,shap_rank,linear_rank,shap_importance,linear_importance,mean_directional,positive_ratio,negative_ratio,direction_strength,mean_feat_when_shap_positive,mean_feat_when_shap_negative,feature_shap_correlation,count_shap_positive,count_shap_negative
type_token_ratio,Q1,1.0,1.0,0.568214,0.8167424733574671,-0.0298619137772987,0.489938080495356,0.510061919504644,0.0363210823865424,0.010392728015136,-0.134752451645355,-0.0611645068581526,633,659
noun_ratio,Q1,2.0,4.0,0.56365,0.6682924021449568,0.1024080900299836,0.596749226006192,0.403250773993808,0.1306556720348519,-0.6556365668530773,0.6469604871208378,-0.7714995922324441,771,521
hapax_legomena,Q1,3.0,3.0,0.547587,0.7218232398727611,0.0092842525816287,0.5054179566563467,0.4945820433436532,0.0127370174907311,-0.1312294120279523,-0.005654243207839,-0.074004684897195,653,639
punctuation_density,Q1,4.0,5.0,0.51443,0.6525003603050651,-0.0720372805052089,0.5224458204334366,0.4775541795665635,0.0791898425659544,-0.1130700029503585,0.2480073662817735,-0.4488882832364483,675,617
sentence_count,Q1,5.0,9.0,0.458815,0.6003185806343931,-0.0696668020751927,0.5325077399380805,0.4674922600619195,0.104164452152323,-0.0358080923695138,0.3204711616915301,-0.3619894986454425,688,604
pronoun_ratio,Q1,6.0,7.0,0.428528,0.6146417056756062,0.0165984162586077,0.5534055727554179,0.446594427244582,0.0303428900819562,-0.2484435704831657,0.0129885586373324,-0.4050979176985859,715,577
word_count,Q1,7.0,2.0,0.422067,0.7904838944786285,-0.0142457283286089,0.5069659442724458,0.4930340557275541,0.0232038265955858,-0.3168458854201298,0.3635162414420746,-0.5239781147822508,655,637
stopword_ratio,Q1,8.0,10.0,0.414337,0.563023267139663,-0.024606879434588,0.4938080495356037,0.5061919504643962,0.0434740166490334,-0.6447788645597354,0.5177673579890288,-0.7029206559735851,638,654
doubt_adverbs_count,Q1,9.0,8.0,0.412391,0.6102969506851499,0.0545775602233093,0.7321981424148607,0.2678018575851393,0.0892684658220034,-0.4445891981359275,0.9181884430146622,-0.7688859403488554,946,346
function_word_ratio,Q2,10.0,15.0,0.399873,0.4123870755916398,-0.0022449763505161,0.5247678018575851,0.4752321981424148,0.0037332934740792,-0.4637272943176157,0.4393484119669628,-0.6601352079660083,678,614
certainty_verbs_count,Q1,11.0,6.0,0.382506,0.6162564478920639,0.0034728235315857,0.6648606811145511,0.3351393188854489,0.0053038144611158,-0.240519796479503,0.4767340361783537,-0.6464849500394028,859,433
fear,Q2,12.0,18.0,0.371102,0.3245110128938925,0.0301066788925385,0.4651702786377709,0.5348297213622291,0.0616577951791376,1.0263748010668798,-0.430502894519236,0.4514103611328152,601,691
avg_word_length,Q2,13.0,14.0,0.292583,0.4160735832719233,0.00284007800329,0.5046439628482973,0.4953560371517028,0.0052719920367755,-0.0598350729834967,0.0307368403221923,-0.2326984382398635,652,640
adj_ratio,Q2,14.0,20.0,0.260869,0.3131831112721163,-0.0050372259683974,0.510061919504644,0.489938080495356,0.0138409743600528,-0.5098421899521824,0.520469306375441,-0.7380636119745374,659,633
sentiment_polarity,Q3,15.0,27.0,0.254105,0.2458293519838266,0.0199449464598902,0.3390092879256965,0.6609907120743034,0.050443379709105,1.3186937542954815,-0.5377357172322089,0.884490705550161,438,854
verb_ratio,Q2,16.0,22.0,0.24231,0.2812676318517532,-0.0014154794037955,0.4845201238390093,0.5154798761609907,0.0037277643569332,0.1547361585444177,0.0396423632135545,-0.2303306615672342,626,666
std_word_length,Q3,17.0,23.0,0.239557,0.2743583733409986,-0.004424684987605,0.478328173374613,0.521671826625387,0.0108878024982137,-0.07754436741911,0.2979846703218413,-0.0350445197270602,618,674
certainty_adverbs_count,Q2,18.0,12.0,0.239272,0.533485582382355,-0.0422172746591517,0.7871517027863777,0.2128482972136222,0.0711688709769678,-0.2349643332257144,0.7885917153656926,-0.6257484951727339,1017,275
anger,Q2,19.0,11.0,0.236039,0.5359909707458964,0.023501707604613,0.7438080495356038,0.2561919504643963,0.0435230909536369,-0.3251835519566813,0.413996967789571,-0.6906699087022807,961,331
surprise,Q3,20.0,24.0,0.228682,0.2596815148989509,-0.0172410456845487,0.5201238390092879,0.479876160990712,0.0420291088026885,0.0978201379979016,-0.1158570696022454,-0.2304309928628138,672,620
hedge_C_count,Q2,21.0,13.0,0.221386,0.4321533662484065,-0.016176078906316,0.4907120743034056,0.5092879256965944,0.045289768285059,-0.197191037097957,0.112533031495908,-0.2767558255839437,634,658
subordinate_clause_ratio,Q4,22.0,36.0,0.204236,0.175057490569741,-0.0103144109206728,0.4775541795665635,0.5224458204334366,0.0348702287502774,0.2514720537700847,0.1078882513690591,0.0469199998519929,617,675
joy,Q3,23.0,29.0,0.202918,0.2365585424193013,-0.0500121694247722,0.3010835913312693,0.6989164086687306,0.1742552791622356,0.8956424312555478,-0.4716328642164185,0.8284709902949505,389,903
hedge_E_count,Q3,24.0,16.0,0.179994,0.3857239804655332,-0.0156952118305809,0.3343653250773993,0.6656346749226006,0.0338105899324986,0.1587195523801198,-0.1791459437288993,0.5040735683362777,432,860
punctuation_usage,Q3,25.0,25.0,0.179389,0.2518435524868022,-0.0240370645863451,0.478328173374613,0.521671826625387,0.0824002335350536,-0.1017641177772306,0.0599264631910781,-0.0975913355776076,618,674
adv_ratio,Q3,26.0,28.0,0.167931,0.2453569125683367,-0.0026827215680373,0.4976780185758513,0.5023219814241486,0.0100134569774582,-0.0582372619603856,0.0916825048100495,-0.3485009545033897,643,649
hedges_score,Q4,27.0,34.0,0.166626,0.1772331573769179,-0.0108470863237429,0.5247678018575851,0.4752321981424148,0.0361090803237839,-0.0323418996558157,0.0438356090055949,-0.1208368360592199,678,614
hedge_D_count,Q3,28.0,17.0,0.162768,0.365867427314568,-0.0198408581288135,0.3320433436532508,0.6679566563467493,0.0446407090915898,0.2762820718487473,-0.0631327592401193,0.3077563584779604,429,863
readability_score,Q3,29.0,26.0,0.162618,0.2475042549073782,0.0069214887930206,0.5085139318885449,0.4914860681114551,0.027236077732792,0.1070903611164671,-0.0627132296852799,0.0034286185678442,657,635
sentiment_subjectivity,Q4,30.0,38.0,0.133219,0.1625880103820365,-0.005694962303288,0.5239938080495357,0.4760061919504644,0.0285970549015023,-0.1790404993184729,0.2324154779220667,-0.2342115331291624,677,615
hedge_N_count,Q3,31.0,33.0,0.128974,0.2116111105238943,-0.0226940387338575,0.7329721362229102,0.2670278637770897,0.0559250404740176,-0.1005871919864991,0.4772993418586329,-0.0926276503473798,947,345
D_ratio,Q3,32.0,21.0,0.127511,0.3050159866354664,-0.0068817738061712,0.5255417956656346,0.4744582043343653,0.019380379285884,-0.0375436281146233,0.0689377935069645,-0.4136425683852195,679,613
doubt_adjectives_count,Q4,33.0,40.0,0.126291,0.1545172117140514,-0.0089292806518977,0.6540247678018576,0.3459752321981424,0.0345862312873058,-0.1907275100621224,0.382373170948697,-0.6234769311051557,845,447
certainty_adjectives_count,Q4,34.0,39.0,0.116391,0.1589783103269919,0.0040597488024946,0.413312693498452,0.586687306501548,0.0233460704933547,0.3757080065600883,-0.2025177360775672,0.3759050523237482,534,758
N_ratio,Q4,35.0,31.0,0.111574,0.2179234800226373,0.0164909801614735,0.684984520123839,0.3150154798761609,0.0439825049986592,-0.0434569240771271,0.2910470259229811,-0.0812304330302203,885,407
sentence_length_variation,Q4,36.0,35.0,0.109018,0.1766951741673028,0.0082672283766817,0.4721362229102167,0.5278637770897833,0.0510660030431631,0.1209971450215675,-0.0199341037218031,0.2122169329984165,610,682
C_ratio,Q4,37.0,41.0,0.090589,0.1290835856195417,-0.0031496927810453,0.6927244582043344,0.3072755417956656,0.0175584404159515,0.2921452134095244,-0.5179466203534828,0.2955343714552044,895,397
sadness,Q4,38.0,30.0,0.089969,0.2205789789407591,-0.0089726625936519,0.6106811145510835,0.3893188854489164,0.0443616596973387,-0.203362768564588,0.1540783363017428,-0.201596934058618,789,503
E_ratio,Q4,39.0,32.0,0.086016,0.2142931393152515,-0.0037458556373337,0.5278637770897833,0.4721362229102167,0.0185090898124032,-0.1383040478994877,-0.0743725376250449,-0.0338727666016988,682,610
doubt_verbs_count,Q4,40.0,37.0,0.065878,0.1678828460351466,-0.02303374057265,0.5294117647058824,0.4705882352941176,0.0672819150486207,0.0208395936303796,0.0778980552173192,-0.3503332001355755,684,608
disgust,Q4,41.0,19.0,0.040068,0.3187087359398227,-0.006957212052245,0.6609907120743034,0.3390092879256965,0.0285541620188448,-0.085643618371492,0.1364910536083751,-0.6167598680497804,854,438
I_ratio,Q4,42.0,43.0,0.007918,0.1047282119119782,0.0008112110224594,0.0023219814241486,0.46671826625387,0.0088069371925085,15.069997834091405,-0.0655709975000382,0.9851501096638744,3,603
hedge_I_count,Q4,43.0,42.0,0.007875,0.1047282119119783,0.000768515445587,0.0023219814241486,0.46671826625387,0.0085338988171634,14.999999999999998,-0.0655709975000382,0.9845643430325288,3,603
