feature,shap_importance,iteration,stance,model
function_word_ratio,0.9487938458092781,3,AGAINST,Logistic Regression
anger,0.6255122515654135,3,AGAINST,Logistic Regression
subordinate_clause_ratio,0.5640827602625959,3,AGAINST,Logistic Regression
doubt_adverbs_count,0.5325741362988471,3,AGAINST,Logistic Regression
verb_ratio,0.4829304654098578,3,AGAINST,Logistic Regression
sentence_count,0.4694833337230565,3,AGAINST,Logistic Regression
hedges_score,0.4687883210707166,3,AGAINST,Logistic Regression
adv_ratio,0.4579774185246593,3,AGAINST,Logistic Regression
sentence_length_variation,0.3756003020019965,3,AGAINST,Logistic Regression
joy,0.3725160038497071,3,AGAINST,Logistic Regression
C_ratio,0.3379188238614441,3,AGAINST,Logistic Regression
fear,0.3064011616779195,3,AGAINST,Logistic Regression
adj_ratio,0.30435663809220576,3,AGAINST,Logistic Regression
type_token_ratio,0.3005519350457084,3,AGAINST,Logistic Regression
word_count,0.28578069775651505,3,AGAINST,Logistic Regression
punctuation_density,0.2620773919544207,3,AGAINST,Logistic Regression
hedge_E_count,0.24852844591407292,3,AGAINST,Logistic Regression
N_ratio,0.23409581081235564,3,AGAINST,Logistic Regression
noun_ratio,0.218141047785983,3,AGAINST,Logistic Regression
sadness,0.19811313667579836,3,AGAINST,Logistic Regression
certainty_verbs_count,0.19132783073109122,3,AGAINST,Logistic Regression
hedge_C_count,0.17609194000421463,3,AGAINST,Logistic Regression
avg_word_length,0.17330347284352293,3,AGAINST,Logistic Regression
hedge_N_count,0.16184292705634967,3,AGAINST,Logistic Regression
hapax_legomena,0.154711187619714,3,AGAINST,Logistic Regression
certainty_adjectives_count,0.15470084334535222,3,AGAINST,Logistic Regression
std_word_length,0.11582699982658706,3,AGAINST,Logistic Regression
surprise,0.10626144265268445,3,AGAINST,Logistic Regression
pronoun_ratio,0.10242388847479529,3,AGAINST,Logistic Regression
certainty_adverbs_count,0.09935500893974822,3,AGAINST,Logistic Regression
E_ratio,0.09887500091296447,3,AGAINST,Logistic Regression
readability_score,0.08902478077113365,3,AGAINST,Logistic Regression
doubt_adjectives_count,0.0771498026038337,3,AGAINST,Logistic Regression
hedge_I_count,0.05797151010615603,3,AGAINST,Logistic Regression
hedge_D_count,0.033839388251563136,3,AGAINST,Logistic Regression
sentiment_subjectivity,0.030467660240426016,3,AGAINST,Logistic Regression
D_ratio,0.027164043515461023,3,AGAINST,Logistic Regression
I_ratio,0.025778841725663536,3,AGAINST,Logistic Regression
disgust,0.024874236131138008,3,AGAINST,Logistic Regression
doubt_verbs_count,0.022211578696261485,3,AGAINST,Logistic Regression
punctuation_usage,0.018141187432549378,3,AGAINST,Logistic Regression
sentiment_polarity,0.014180347466251422,3,AGAINST,Logistic Regression
stopword_ratio,0.011590456439549366,3,AGAINST,Logistic Regression
avg_dependency_depth,0.0,3,AGAINST,Logistic Regression
