feature,shap_importance,iteration,stance,model
avg_word_length,0.8509953112097719,3,NONE,Logistic Regression
function_word_ratio,0.7186838581044728,3,NONE,Logistic Regression
noun_ratio,0.6128385177755361,3,NONE,Logistic Regression
word_count,0.40979031432943047,3,NONE,Logistic Regression
std_word_length,0.3827488201708605,3,NONE,Logistic Regression
adj_ratio,0.2962396793765057,3,NONE,Logistic Regression
fear,0.28956075988775704,3,NONE,Logistic Regression
joy,0.2737089681173795,3,NONE,Logistic Regression
N_ratio,0.23178926520552165,3,NONE,Logistic Regression
C_ratio,0.20990293163356616,3,NONE,Logistic Regression
certainty_adjectives_count,0.2062430905141549,3,NONE,Logistic Regression
type_token_ratio,0.19664609111484488,3,NONE,Logistic Regression
hedge_N_count,0.17566904914974596,3,NONE,Logistic Regression
verb_ratio,0.15780795863837654,3,NONE,Logistic Regression
stopword_ratio,0.14267322256237708,3,NONE,Logistic Regression
hedge_C_count,0.13986886243471602,3,NONE,Logistic Regression
certainty_verbs_count,0.138137320377043,3,NONE,Logistic Regression
hedge_D_count,0.13404332637911656,3,NONE,Logistic Regression
sentiment_subjectivity,0.13195348675170845,3,NONE,Logistic Regression
readability_score,0.12486861180219859,3,NONE,Logistic Regression
doubt_adjectives_count,0.12072725225782775,3,NONE,Logistic Regression
certainty_adverbs_count,0.11843017011578912,3,NONE,Logistic Regression
anger,0.1144180578434982,3,NONE,Logistic Regression
sentence_length_variation,0.11304389644869203,3,NONE,Logistic Regression
punctuation_usage,0.11188311923863882,3,NONE,Logistic Regression
adv_ratio,0.10592483427263669,3,NONE,Logistic Regression
hedge_E_count,0.09636027277638066,3,NONE,Logistic Regression
hedges_score,0.09270313346315705,3,NONE,Logistic Regression
pronoun_ratio,0.08654477316240508,3,NONE,Logistic Regression
hapax_legomena,0.08494658595537626,3,NONE,Logistic Regression
subordinate_clause_ratio,0.06576910597709211,3,NONE,Logistic Regression
doubt_adverbs_count,0.06448251428289187,3,NONE,Logistic Regression
punctuation_density,0.05109557596892521,3,NONE,Logistic Regression
disgust,0.042520034632638384,3,NONE,Logistic Regression
surprise,0.03779097189152198,3,NONE,Logistic Regression
sadness,0.03689989229537786,3,NONE,Logistic Regression
sentiment_polarity,0.006249423582196199,3,NONE,Logistic Regression
D_ratio,0.005591733730792984,3,NONE,Logistic Regression
sentence_count,0.0033657091279605095,3,NONE,Logistic Regression
doubt_verbs_count,0.0032046001103261446,3,NONE,Logistic Regression
E_ratio,0.0011100144446130546,3,NONE,Logistic Regression
hedge_I_count,3.2205143305717424e-17,3,NONE,Logistic Regression
I_ratio,1.6329966143805756e-17,3,NONE,Logistic Regression
avg_dependency_depth,0.0,3,NONE,Logistic Regression
