feature,shap_importance,iteration,stance,model
doubt_adverbs_count,0.996043368622642,3,FAVOR,Logistic Regression
hapax_legomena,0.9390842927957782,3,FAVOR,Logistic Regression
type_token_ratio,0.8072889913925526,3,FAVOR,Logistic Regression
noun_ratio,0.7338528392090835,3,FAVOR,Logistic Regression
stopword_ratio,0.6398845236965197,3,FAVOR,Logistic Regression
pronoun_ratio,0.58988400690934,3,FAVOR,Logistic Regression
certainty_verbs_count,0.572824615114693,3,FAVOR,Logistic Regression
function_word_ratio,0.5701061544954986,3,FAVOR,Logistic Regression
word_count,0.5187420426731651,3,FAVOR,Logistic Regression
certainty_adverbs_count,0.467209710859656,3,FAVOR,Logistic Regression
adv_ratio,0.43657804102488423,3,FAVOR,Logistic Regression
anger,0.42015342104925246,3,FAVOR,Logistic Regression
hedge_E_count,0.4170302601059842,3,FAVOR,Logistic Regression
sentence_count,0.34846936147392404,3,FAVOR,Logistic Regression
std_word_length,0.3156544284915627,3,FAVOR,Logistic Regression
sentiment_polarity,0.2356979103557144,3,FAVOR,Logistic Regression
hedge_D_count,0.22760502820697448,3,FAVOR,Logistic Regression
adj_ratio,0.19363742104796233,3,FAVOR,Logistic Regression
certainty_adjectives_count,0.1655203202607293,3,FAVOR,Logistic Regression
doubt_adjectives_count,0.16491894240404845,3,FAVOR,Logistic Regression
readability_score,0.16309673683253806,3,FAVOR,Logistic Regression
sentiment_subjectivity,0.15784223726296537,3,FAVOR,Logistic Regression
fear,0.13666576226361535,3,FAVOR,Logistic Regression
joy,0.13406597412060406,3,FAVOR,Logistic Regression
sentence_length_variation,0.13026803238935494,3,FAVOR,Logistic Regression
doubt_verbs_count,0.12892462098822616,3,FAVOR,Logistic Regression
subordinate_clause_ratio,0.11484093388830025,3,FAVOR,Logistic Regression
surprise,0.113688427713683,3,FAVOR,Logistic Regression
avg_word_length,0.1129385283815143,3,FAVOR,Logistic Regression
verb_ratio,0.09417280991743487,3,FAVOR,Logistic Regression
punctuation_usage,0.08144642435725079,3,FAVOR,Logistic Regression
punctuation_density,0.07247922402627333,3,FAVOR,Logistic Regression
E_ratio,0.068972321952525,3,FAVOR,Logistic Regression
C_ratio,0.04887274992046504,3,FAVOR,Logistic Regression
D_ratio,0.04437783645601436,3,FAVOR,Logistic Regression
sadness,0.02696269497215994,3,FAVOR,Logistic Regression
hedges_score,0.025846136679527447,3,FAVOR,Logistic Regression
disgust,0.020630328535634974,3,FAVOR,Logistic Regression
N_ratio,0.01797881112091425,3,FAVOR,Logistic Regression
hedge_C_count,0.016430664031775528,3,FAVOR,Logistic Regression
hedge_N_count,0.013842279486102003,3,FAVOR,Logistic Regression
I_ratio,0.009068035217396657,3,FAVOR,Logistic Regression
hedge_I_count,0.009068035217396653,3,FAVOR,Logistic Regression
avg_dependency_depth,0.0,3,FAVOR,Logistic Regression
