feature,mi_score
noun_ratio,0.08217438827202428
stopword_ratio,0.06542327267407955
surprise,0.05340930540256861
word_count,0.04976591720793766
hedge_C_count,0.04858945268763826
hapax_legomena,0.04442282344671766
punctuation_usage,0.04327591188186952
type_token_ratio,0.035113956804360136
punctuation_density,0.034210179111473726
pronoun_ratio,0.03245287667602437
subordinate_clause_ratio,0.03122643286347837
fear,0.02883822666515745
certainty_verbs_count,0.028073591174367474
E_ratio,0.02690201519709201
sentence_count,0.024917298704603574
adv_ratio,0.023764019053914343
N_ratio,0.022623226915713168
adj_ratio,0.021795374120492372
sentiment_polarity,0.017538897025683786
joy,0.015834612393978098
hedge_E_count,0.015794735890330758
hedge_D_count,0.015277496221536513
verb_ratio,0.012814551064311175
hedge_I_count,0.01124416987603416
anger,0.002215377374215066
sentence_length_variation,0.0003388367232917133
avg_word_length,0.0
std_word_length,0.0
certainty_adverbs_count,0.0
disgust,0.0
sadness,0.0
sentiment_subjectivity,0.0
function_word_ratio,0.0
avg_dependency_depth,0.0
readability_score,0.0
certainty_adjectives_count,0.0
doubt_adjectives_count,0.0
hedges_score,0.0
doubt_adverbs_count,0.0
doubt_verbs_count,0.0
C_ratio,0.0
hedge_N_count,0.0
D_ratio,0.0
I_ratio,0.0
