feature,mi_score
fear,0.0693674642887645
sentiment_polarity,0.05879880690023476
surprise,0.05765557923515119
joy,0.05575547830012395
sentence_count,0.045485455279880904
pronoun_ratio,0.03609259483188465
disgust,0.035718317379924924
C_ratio,0.03335477120647212
word_count,0.033170150800364784
subordinate_clause_ratio,0.032143123966335674
stopword_ratio,0.029851954591289642
noun_ratio,0.02926253864492634
adj_ratio,0.026033349508115533
hedge_C_count,0.025061022159013735
hedges_score,0.0248003332983191
avg_word_length,0.023271995752191854
anger,0.02006148794528695
doubt_adjectives_count,0.018446865172417004
D_ratio,0.017844445189179936
std_word_length,0.015785846598254105
sadness,0.014736811508791137
punctuation_density,0.014285940140737141
function_word_ratio,0.014139547533056351
sentence_length_variation,0.013589218359513211
adv_ratio,0.012958448158322033
verb_ratio,0.011979987696400185
doubt_verbs_count,0.010551630504724852
readability_score,0.00936582370746275
doubt_adverbs_count,0.008467669669075528
hapax_legomena,0.007724119861014955
type_token_ratio,0.007617925088548194
certainty_adverbs_count,0.0010927457362421844
E_ratio,0.00041591139067764793
sentiment_subjectivity,0.0
punctuation_usage,0.0
avg_dependency_depth,0.0
hedge_D_count,0.0
certainty_verbs_count,0.0
certainty_adjectives_count,0.0
hedge_E_count,0.0
hedge_N_count,0.0
hedge_I_count,0.0
I_ratio,0.0
N_ratio,0.0
