feature,mi_score
fear,0.11223018879744884
surprise,0.08809462285712066
function_word_ratio,0.06736931621762632
avg_word_length,0.0560178010682022
punctuation_density,0.04843744536568706
certainty_adverbs_count,0.04374845970296537
doubt_adjectives_count,0.04075678396839222
sentiment_polarity,0.04073503843605031
stopword_ratio,0.03921096519348333
word_count,0.037525539227176496
readability_score,0.03634651352392915
subordinate_clause_ratio,0.03634061405299627
hedge_C_count,0.03530158080106127
C_ratio,0.0332143781335652
noun_ratio,0.030331380068678415
hapax_legomena,0.029707349888964396
adj_ratio,0.02914349122802773
avg_dependency_depth,0.025977443511806975
verb_ratio,0.02512755595526306
punctuation_usage,0.021003427479264314
joy,0.01827359625595415
pronoun_ratio,0.017356211250072695
std_word_length,0.01699216798337244
N_ratio,0.016387624263479506
hedge_I_count,0.015115930154163904
adv_ratio,0.015047172420087795
sentence_length_variation,0.013646359992642854
sentiment_subjectivity,0.013409022965559236
certainty_adjectives_count,0.012961295143491425
sentence_count,0.00989230101412586
D_ratio,0.009033261532795267
disgust,0.00893700337633807
sadness,0.0082447762822353
hedges_score,0.006623284826242193
hedge_D_count,0.004531536275515613
doubt_verbs_count,0.0033543036354346523
anger,0.0014737805320019781
hedge_N_count,0.0007452835582963946
type_token_ratio,0.0
doubt_adverbs_count,0.0
certainty_verbs_count,0.0
hedge_E_count,0.0
E_ratio,0.0
I_ratio,0.0
