feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,0.1763374291761833,0.05750233680009842,0.9902 ± 0.0216,0.9915 ± 0.0221
D_ratio,-0.397027299091776,0.0,0.0019 ± 0.0078,0.0019 ± 0.0095
E_ratio,0.29372183181768113,0.0,0.0015 ± 0.0067,0.0033 ± 0.0132
I_ratio,0.10029698134475984,0.0,0.0002 ± 0.0018,0.0 ± 0.0
N_ratio,-0.24303325322205455,0.0,0.0062 ± 0.0168,0.0033 ± 0.0147
adj_ratio,-0.30323776174919137,0.017812147736549377,0.0568 ± 0.0442,0.0607 ± 0.0478
adv_ratio*,-0.4139909919981312,0.01866757683455944,0.0474 ± 0.0372,0.0292 ± 0.0365
anger*,-0.0639362703135039,0.0109391575679183,0.1864 ± 0.2459,0.1271 ± 0.2332
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,1.1114858093381415,0.028339112177491188,4.1808 ± 0.4876,4.6443 ± 0.8124
certainty_adjectives_count*,0.12262290140217798,0.0,0.8092 ± 1.0386,0.2746 ± 0.5023
certainty_adverbs_count*,-0.06299963133689707,0.029632141813635826,0.3969 ± 0.6407,0.1347 ± 0.3715
certainty_verbs_count*,-0.09862896615109074,0.012210858054459095,0.7786 ± 0.8347,0.3212 ± 0.6538
disgust,-0.07636415736022699,0.014956595376133919,0.0076 ± 0.0476,0.0182 ± 0.098
doubt_adjectives_count*,0.0368035036388149,0.0,0.2824 ± 0.5004,0.1606 ± 0.4084
doubt_adverbs_count,-0.29563232967936887,0.014258097857236862,0.4656 ± 0.7049,0.3679 ± 0.6804
doubt_verbs_count*,0.10275124978074943,0.0,0.0611 ± 0.2404,0.0155 ± 0.124
fear*,-0.24149717645286425,0.045470766723155975,0.4794 ± 0.3433,0.3401 ± 0.3807
function_word_ratio*,0.0654954422916342,0.03489610552787781,0.4539 ± 0.0902,0.3074 ± 0.1308
hapax_legomena*,0.4803356587613988,0.011765452101826668,0.7526 ± 0.1262,0.8263 ± 0.1275
hedge_C_count*,-0.13254706851213735,0.02675873413681984,31.1908 ± 11.0252,20.1969 ± 9.1903
hedge_D_count,0.5445114177604432,0.0,0.0687 ± 0.2826,0.0415 ± 0.1998
hedge_E_count,-0.1955095494694352,0.0,0.0534 ± 0.2258,0.0725 ± 0.2794
hedge_I_count,0.10029698134475981,0.0,0.0076 ± 0.0874,0.0 ± 0.0
hedge_N_count*,0.5203623480278374,0.0,0.2366 ± 0.666,0.0881 ± 0.4051
hedges_score,-0.2079013802433806,0.008044689893722534,0.1983 ± 0.3907,0.1698 ± 0.3583
joy,-0.16753044965985134,0.007763022091239691,0.1466 ± 0.2628,0.1112 ± 0.1993
noun_ratio*,-1.583839222425522,0.22844204306602478,0.2424 ± 0.0775,0.4052 ± 0.1433
pronoun_ratio*,0.540412768081964,0.040913864970207214,0.0839 ± 0.0503,0.0297 ± 0.0373
punctuation_density*,-1.7273933615824515,0.05696391686797142,0.1734 ± 0.0682,0.3419 ± 0.1662
punctuation_usage*,0.0029387164912625264,0.015037773177027702,0.0722 ± 0.0433,0.0851 ± 0.0591
readability_score*,-0.16956953655371157,0.02798534743487835,7.896 ± 3.5166,9.5627 ± 3.99
sadness*,-0.613177100857172,0.039533380419015884,0.0292 ± 0.0865,0.0821 ± 0.1702
sentence_count*,0.6492081282629577,0.046337153762578964,3.0305 ± 1.3527,1.8653 ± 1.0957
sentence_length_variation*,-0.17674930945466197,0.018365608528256416,5.3353 ± 3.8945,2.7655 ± 3.8857
sentiment_polarity*,0.8002262653787767,0.03134436160326004,0.1941 ± 0.2762,0.065 ± 0.2426
sentiment_subjectivity*,0.10494703596350331,0.028627438470721245,0.4557 ± 0.2707,0.3226 ± 0.2965
std_word_length*,-0.010660595618148212,0.021230971440672874,2.9075 ± 0.5807,3.5676 ± 0.8992
stopword_ratio*,0.4579009740786833,0.01862730085849762,0.3854 ± 0.0843,0.2479 ± 0.1104
subordinate_clause_ratio*,0.04540601031476346,0.007680524606257677,0.062 ± 0.0493,0.0434 ± 0.048
surprise*,-0.5319652804550481,0.03353090584278107,0.056 ± 0.1309,0.1437 ± 0.1934
type_token_ratio*,-0.4907100670854181,0.014980921521782875,0.8562 ± 0.0804,0.9025 ± 0.0757
verb_ratio*,-0.7959103059187959,0.010703737847507,0.1618 ± 0.0555,0.116 ± 0.0737
word_count*,0.3724549922031756,0.020677948370575905,37.5496 ± 12.9277,26.2383 ± 10.8774
