target,text,stance,dataset,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,type,label
healthcare,What does the #Cigna buyout mean for #pharma? DRG's Principal Analyst @PaulaWadeDRG discusses this development in a… https://t.co/0O283ZvVwH,2,wtwt,25.0,2.0,4.92,3.9488732570190193,0.96,0.92,0.24,0.4,0.44,0.08,0.04,0.0,0.0,1.0,0.3478260869565217,0.08,9.2,1.0,0.0,-0.3125,0.6875,0.0428322106599807,0.0255208816379308,0.8945638537406921,0.0170123558491468,0.0004334022232796,0.0154548268765211,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,"Some names I liked from a quick scan - UNH, MDT, TMO, ANTM, CI, BSX, the last one being the best. May dip into it after some more work.",2,wtwt,37.0,2.0,2.891891891891892,1.4291139531245711,0.8108108108108109,0.7297297297297297,0.3243243243243243,0.2432432432432432,0.2702702702702703,0.054054054054054,0.1081081081081081,0.027027027027027,0.054054054054054,1.0,0.4054054054054054,0.054054054054054,2.9,6.5,0.0,0.4866666666666667,0.4333333333333334,0.0038278275169432,0.0977884456515312,0.0010792234679684,0.0058093038387596,0.0066558914259076,0.0443271398544311,1.0,0.0,0.0,0.0,0.0,1.0,0.9460327625274658,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,Two states question #Aetna's prior-authorization practices amid CVS merger. #StopUnderpayers https://t.co/bCNBuT0eUY,2,wtwt,17.0,2.0,6.235294117647059,5.546905992530016,0.9411764705882352,0.8823529411764706,0.0,0.5882352941176471,0.4705882352941176,0.0588235294117647,0.0,0.0,0.0,1.0,0.1176470588235294,0.1176470588235294,18.2,3.5,0.0,0.0,0.0,0.1309015452861786,0.0035213020164519,0.8411216735839844,0.0118769807741045,0.0006867283955216,0.0048328409902751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,Anthem Ups Bid For Cigna; Aetna Wants To Buy Humana -- Why Proposed Deals Raise Antitrust Concerns http://t.co/LKh0URmmcc,2,wtwt,21.0,1.0,4.9523809523809526,3.456893602453626,1.0,1.0,0.1428571428571428,0.3809523809523809,0.5714285714285714,0.1428571428571428,0.0,0.0,0.0,1.0,0.1578947368421052,0.0476190476190476,8.7,0.0,0.0952380952380952,0.2,0.1,0.0128543563187122,0.0022984102834016,0.9664707183837892,0.0063114245422184,0.0008900084649212,0.0041170162148773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,in case you missed it .. #CVS to Buy Health Insurance Giant #Aetna in $69 Billion Deal https://t.co/VAdsekTqJJ #heathcare #insurance #tech,2,wtwt,29.0,1.0,4.068965517241379,3.493156210242503,0.8275862068965517,0.7586206896551724,0.1724137931034483,0.4482758620689655,0.4827586206896552,0.0344827586206896,0.0344827586206896,0.0,0.0689655172413793,1.0,0.1851851851851851,0.1034482758620689,7.1,0.0,0.0,0.0,1.0,0.0181621368974447,0.0137550169602036,0.9366386532783508,0.0218235086649656,0.0001974402694031,0.0072046946734189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
healthcare,Anthem-#Cigna trial to begin next week: 9 things to know. Read more: https://t.co/XkkMIKVAko $CI,2,wtwt,22.0,2.0,3.772727272727273,3.4368566264938054,0.8636363636363636,0.7727272727272727,0.1363636363636363,0.5,0.2727272727272727,0.1363636363636363,0.1363636363636363,0.0454545454545454,0.0,1.0,0.2222222222222222,0.0909090909090909,4.8,3.0,0.0,0.25,0.25,0.0342653468251228,0.0401671975851058,0.4938852787017822,0.0274106338620185,0.0020020571537315,0.0735821574926376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
healthcare,#RFEIF.org | CVS pushes into insurance with $69 billion Aetna bid https://t.co/uSTQvGgY6i #Business,2,wtwt,18.0,1.0,4.833333333333333,4.003470716488105,0.9444444444444444,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.0555555555555555,0.0555555555555555,0.0,0.0,1.0,0.125,0.1111111111111111,10.3,0.0,0.0,0.0,0.0,0.0350875705480575,0.0188727155327796,0.9203855991363524,0.0141029451042413,0.0005669808597303,0.0078364629298448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
entertainment,"With Disney/Fox deal almost done finalizing, here are some crossover movies that should happen… https://t.co/vFrXQJfQSA",2,wtwt,18.0,1.0,5.833333333333333,3.700600551862419,1.0,1.0,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.1666666666666666,0.0,0.1111111111111111,0.0,1.0,0.4210526315789473,0.0555555555555555,10.3,0.0,0.1111111111111111,0.0,0.0,0.0120620829984545,0.2459228485822677,0.0139117231592535,0.0079305050894618,0.0015522429021075,0.1479442417621612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0
Donald Trump,@majicmahon @seanhannity @RickSantorum Hillary's brand of  experience we do not need! #SemST,2,semeval,18.0,2.0,4.444444444444445,3.7597609590419183,0.8888888888888888,0.8333333333333334,0.2222222222222222,0.3333333333333333,0.5,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0555555555555555,1.0,0.3125,0.0555555555555555,13.673333333333336,5.0,0.0,0.0,0.0,0.0778596922755241,0.0457400530576705,0.7683034539222717,0.0743564963340759,0.0003563405771274,0.0192373171448707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test,0
healthcare,What We're Reading: Immigrants Drop Medi-Cal; Employer-Backed Insurance; and Anthem-Cigna Drama… https://t.co/Od19o9yQbX,2,wtwt,18.0,1.0,6.055555555555555,4.77810076427656,0.8888888888888888,0.7777777777777778,0.1666666666666666,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.0555555555555555,0.0,0.0555555555555555,1.0,0.1739130434782608,0.0555555555555555,15.1,0.0,0.0,0.0,0.0,0.0206334106624126,0.0080778310075402,0.028263384476304,0.7411811351776123,0.0042289178818464,0.1132508143782615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1
