feature,mi_score
std_word_length,0.06450054123231896
sentiment_subjectivity,0.05879443869647294
type_token_ratio,0.05517461384730904
surprise,0.05461515522120419
N_ratio,0.05406800897915853
hapax_legomena,0.05184097178311298
C_ratio,0.049303002956572195
noun_ratio,0.04419013517171466
sadness,0.03662795075914138
sentiment_polarity,0.03240679334190144
joy,0.030386361982627008
fear,0.02706540384243805
D_ratio,0.026815668023545625
subordinate_clause_ratio,0.02668997228417136
disgust,0.025215041108826775
anger,0.01969346026722274
sentence_count,0.018805063402345557
adv_ratio,0.018429698409211825
I_ratio,0.016426089070891825
stopword_ratio,0.01344762813788547
adj_ratio,0.013046801912325101
punctuation_density,0.008374365231613501
avg_word_length,0.007334652713124834
word_count,0.005124361946668321
function_word_ratio,0.00158365992061138
verb_ratio,0.0006045368857032773
punctuation_usage,0.00012223681662604235
pronoun_ratio,0.0
certainty_adverbs_count,0.0
avg_dependency_depth,0.0
sentence_length_variation,0.0
readability_score,0.0
certainty_verbs_count,0.0
certainty_adjectives_count,0.0
doubt_adverbs_count,0.0
doubt_verbs_count,0.0
hedge_D_count,0.0
hedge_C_count,0.0
hedges_score,0.0
doubt_adjectives_count,0.0
hedge_N_count,0.0
hedge_I_count,0.0
hedge_E_count,0.0
E_ratio,0.0
